iso3c,country_name_wdi,global_group,region,year,un_votes_total,un_votes_yes,un_votes_no,un_votes_abstain,un_yes_share,un_no_share,un_abstain_share
AGO,Angola,Global South,Sub-Saharan Africa,2004,73,51,0,3,0.6986301369863014,0,0.0410958904109589
AGO,Angola,Global South,Sub-Saharan Africa,2005,75,29,0,5,0.38666666666666666,0,0.06666666666666667
AGO,Angola,Global South,Sub-Saharan Africa,2006,101,87,0,5,0.8613861386138614,0,0.04950495049504951
AGO,Angola,Global South,Sub-Saharan Africa,2007,79,44,0,6,0.5569620253164557,0,0.0759493670886076
AGO,Angola,Global South,Sub-Saharan Africa,2008,78,69,1,3,0.8846153846153846,0.01282051282051282,0.038461538461538464
AGO,Angola,Global South,Sub-Saharan Africa,2009,68,62,0,2,0.9117647058823529,0,0.029411764705882353
AGO,Angola,Global South,Sub-Saharan Africa,2010,72,60,0,3,0.8333333333333334,0,0.041666666666666664
AGO,Angola,Global South,Sub-Saharan Africa,2011,69,51,1,4,0.7391304347826086,0.014492753623188406,0.057971014492753624
AGO,Angola,Global South,Sub-Saharan Africa,2012,74,63,0,9,0.8513513513513513,0,0.12162162162162163
AGO,Angola,Global South,Sub-Saharan Africa,2013,64,55,0,5,0.859375,0,0.078125
AGO,Angola,Global South,Sub-Saharan Africa,2014,80,73,0,6,0.9125,0,0.075
AGO,Angola,Global South,Sub-Saharan Africa,2015,78,43,0,7,0.5512820512820513,0,0.08974358974358974
AGO,Angola,Global South,Sub-Saharan Africa,2016,81,71,2,3,0.8765432098765432,0.024691358024691357,0.037037037037037035
AGO,Angola,Global South,Sub-Saharan Africa,2017,94,82,0,9,0.8723404255319149,0,0.09574468085106383
AGO,Angola,Global South,Sub-Saharan Africa,2018,107,88,0,4,0.822429906542056,0,0.037383177570093455
AGO,Angola,Global South,Sub-Saharan Africa,2019,100,90,0,4,0.9,0,0.04
AGO,Angola,Global South,Sub-Saharan Africa,2020,100,78,1,7,0.78,0.01,0.07
AGO,Angola,Global South,Sub-Saharan Africa,2021,86,76,0,7,0.8837209302325582,0,0.08139534883720931
AGO,Angola,Global South,Sub-Saharan Africa,2022,89,77,0,12,0.8651685393258427,0,0.1348314606741573
AGO,Angola,Global South,Sub-Saharan Africa,2023,88,78,0,7,0.8863636363636364,0,0.07954545454545454
AGO,Angola,Global South,Sub-Saharan Africa,2024,95,84,0,8,0.8842105263157894,0,0.08421052631578947
ARE,United Arab Emirates,Global South,Middle East & North Africa,2004,73,66,1,6,0.9041095890410958,0.0136986301369863,0.0821917808219178
ARE,United Arab Emirates,Global South,Middle East & North Africa,2005,75,68,2,4,0.9066666666666666,0.02666666666666667,0.05333333333333334
ARE,United Arab Emirates,Global South,Middle East & North Africa,2006,101,93,0,8,0.9207920792079208,0,0.07920792079207921
ARE,United Arab Emirates,Global South,Middle East & North Africa,2007,79,73,0,6,0.9240506329113924,0,0.0759493670886076
ARE,United Arab Emirates,Global South,Middle East & North Africa,2008,78,67,0,11,0.8589743589743589,0,0.14102564102564102
ARE,United Arab Emirates,Global South,Middle East & North Africa,2009,68,61,1,5,0.8970588235294118,0.014705882352941176,0.07352941176470588
ARE,United Arab Emirates,Global South,Middle East & North Africa,2010,72,66,1,5,0.9166666666666666,0.013888888888888888,0.06944444444444445
ARE,United Arab Emirates,Global South,Middle East & North Africa,2011,69,64,0,4,0.927536231884058,0,0.057971014492753624
ARE,United Arab Emirates,Global South,Middle East & North Africa,2012,74,66,1,7,0.8918918918918919,0.013513513513513514,0.0945945945945946
ARE,United Arab Emirates,Global South,Middle East & North Africa,2013,64,60,0,4,0.9375,0,0.0625
ARE,United Arab Emirates,Global South,Middle East & North Africa,2014,80,73,1,5,0.9125,0.0125,0.0625
ARE,United Arab Emirates,Global South,Middle East & North Africa,2015,78,72,0,6,0.9230769230769231,0,0.07692307692307693
ARE,United Arab Emirates,Global South,Middle East & North Africa,2016,81,72,1,7,0.8888888888888888,0.012345679012345678,0.08641975308641975
ARE,United Arab Emirates,Global South,Middle East & North Africa,2017,94,88,0,6,0.9361702127659575,0,0.06382978723404255
ARE,United Arab Emirates,Global South,Middle East & North Africa,2018,107,97,1,9,0.9065420560747663,0.009345794392523364,0.08411214953271028
ARE,United Arab Emirates,Global South,Middle East & North Africa,2019,100,93,0,7,0.93,0,0.07
ARE,United Arab Emirates,Global South,Middle East & North Africa,2020,100,92,1,6,0.92,0.01,0.06
ARE,United Arab Emirates,Global South,Middle East & North Africa,2021,86,79,0,7,0.9186046511627907,0,0.08139534883720931
ARE,United Arab Emirates,Global South,Middle East & North Africa,2022,89,76,1,12,0.8539325842696629,0.011235955056179775,0.1348314606741573
ARE,United Arab Emirates,Global South,Middle East & North Africa,2023,88,75,1,12,0.8522727272727273,0.011363636363636364,0.13636363636363635
ARE,United Arab Emirates,Global South,Middle East & North Africa,2024,95,80,1,13,0.8421052631578947,0.010526315789473684,0.1368421052631579
ARG,Argentina,Global South,Latin America & Caribbean,2004,73,60,0,13,0.821917808219178,0,0.1780821917808219
ARG,Argentina,Global South,Latin America & Caribbean,2005,75,64,0,11,0.8533333333333334,0,0.14666666666666667
ARG,Argentina,Global South,Latin America & Caribbean,2006,101,93,1,7,0.9207920792079208,0.009900990099009901,0.06930693069306931
ARG,Argentina,Global South,Latin America & Caribbean,2007,79,72,0,7,0.9113924050632911,0,0.08860759493670886
ARG,Argentina,Global South,Latin America & Caribbean,2008,78,69,0,9,0.8846153846153846,0,0.11538461538461539
ARG,Argentina,Global South,Latin America & Caribbean,2009,68,60,0,7,0.8823529411764706,0,0.10294117647058823
ARG,Argentina,Global South,Latin America & Caribbean,2010,72,64,1,7,0.8888888888888888,0.013888888888888888,0.09722222222222222
ARG,Argentina,Global South,Latin America & Caribbean,2011,69,62,0,7,0.8985507246376812,0,0.10144927536231885
ARG,Argentina,Global South,Latin America & Caribbean,2012,74,69,0,5,0.9324324324324325,0,0.06756756756756757
ARG,Argentina,Global South,Latin America & Caribbean,2013,64,57,1,6,0.890625,0.015625,0.09375
ARG,Argentina,Global South,Latin America & Caribbean,2014,80,74,0,6,0.925,0,0.075
ARG,Argentina,Global South,Latin America & Caribbean,2015,78,72,0,6,0.9230769230769231,0,0.07692307692307693
ARG,Argentina,Global South,Latin America & Caribbean,2016,81,74,0,7,0.9135802469135802,0,0.08641975308641975
ARG,Argentina,Global South,Latin America & Caribbean,2017,94,84,0,10,0.8936170212765957,0,0.10638297872340426
ARG,Argentina,Global South,Latin America & Caribbean,2018,107,93,0,14,0.8691588785046729,0,0.1308411214953271
ARG,Argentina,Global South,Latin America & Caribbean,2019,100,89,0,11,0.89,0,0.11
ARG,Argentina,Global South,Latin America & Caribbean,2020,100,90,0,10,0.9,0,0.1
ARG,Argentina,Global South,Latin America & Caribbean,2021,86,76,0,10,0.8837209302325582,0,0.11627906976744186
ARG,Argentina,Global South,Latin America & Caribbean,2022,89,81,0,8,0.9101123595505618,0,0.0898876404494382
ARG,Argentina,Global South,Latin America & Caribbean,2023,88,80,0,8,0.9090909090909091,0,0.09090909090909091
ARG,Argentina,Global South,Latin America & Caribbean,2024,95,42,38,15,0.4421052631578947,0.4,0.15789473684210525
AUS,Australia,Global North,East Asia & Pacific,2004,73,32,18,21,0.4383561643835616,0.2465753424657534,0.2876712328767123
AUS,Australia,Global North,East Asia & Pacific,2005,75,39,19,16,0.52,0.25333333333333335,0.21333333333333335
AUS,Australia,Global North,East Asia & Pacific,2006,101,56,25,20,0.5544554455445545,0.24752475247524752,0.19801980198019803
AUS,Australia,Global North,East Asia & Pacific,2007,79,38,24,17,0.4810126582278481,0.3037974683544304,0.21518987341772153
AUS,Australia,Global North,East Asia & Pacific,2008,78,41,19,18,0.5256410256410257,0.24358974358974358,0.23076923076923078
AUS,Australia,Global North,East Asia & Pacific,2009,68,35,23,10,0.5147058823529411,0.3382352941176471,0.14705882352941177
AUS,Australia,Global North,East Asia & Pacific,2010,72,39,20,13,0.5416666666666666,0.2777777777777778,0.18055555555555555
AUS,Australia,Global North,East Asia & Pacific,2011,69,41,17,11,0.5942028985507246,0.2463768115942029,0.15942028985507245
AUS,Australia,Global North,East Asia & Pacific,2012,74,42,16,16,0.5675675675675675,0.21621621621621623,0.21621621621621623
AUS,Australia,Global North,East Asia & Pacific,2013,64,32,19,13,0.5,0.296875,0.203125
AUS,Australia,Global North,East Asia & Pacific,2014,80,43,21,16,0.5375,0.2625,0.2
AUS,Australia,Global North,East Asia & Pacific,2015,78,35,22,21,0.44871794871794873,0.28205128205128205,0.2692307692307692
AUS,Australia,Global North,East Asia & Pacific,2016,81,42,20,18,0.5185185185185185,0.24691358024691357,0.2222222222222222
AUS,Australia,Global North,East Asia & Pacific,2017,94,48,24,22,0.5106382978723404,0.2553191489361702,0.23404255319148937
AUS,Australia,Global North,East Asia & Pacific,2018,107,54,31,21,0.5046728971962616,0.2897196261682243,0.19626168224299065
AUS,Australia,Global North,East Asia & Pacific,2019,100,44,28,27,0.44,0.28,0.27
AUS,Australia,Global North,East Asia & Pacific,2020,100,54,27,19,0.54,0.27,0.19
AUS,Australia,Global North,East Asia & Pacific,2021,86,41,25,20,0.47674418604651164,0.29069767441860467,0.23255813953488372
AUS,Australia,Global North,East Asia & Pacific,2022,89,50,24,15,0.5617977528089888,0.2696629213483146,0.16853932584269662
AUS,Australia,Global North,East Asia & Pacific,2023,88,50,24,14,0.5681818181818182,0.2727272727272727,0.1590909090909091
AUS,Australia,Global North,East Asia & Pacific,2024,95,56,22,17,0.5894736842105263,0.23157894736842105,0.17894736842105263
AUT,Austria,Global North,Europe,2004,73,48,11,14,0.6575342465753424,0.1506849315068493,0.1917808219178082
AUT,Austria,Global North,Europe,2005,75,50,9,16,0.6666666666666666,0.12,0.21333333333333335
AUT,Austria,Global North,Europe,2006,101,73,11,17,0.7227722772277227,0.10891089108910891,0.16831683168316833
AUT,Austria,Global North,Europe,2007,79,57,12,10,0.7215189873417721,0.1518987341772152,0.12658227848101267
AUT,Austria,Global North,Europe,2008,78,52,8,18,0.6666666666666666,0.10256410256410256,0.23076923076923078
AUT,Austria,Global North,Europe,2009,68,42,11,15,0.6176470588235294,0.16176470588235295,0.22058823529411764
AUT,Austria,Global North,Europe,2010,72,49,9,14,0.6805555555555556,0.125,0.19444444444444445
AUT,Austria,Global North,Europe,2011,69,47,9,13,0.6811594202898551,0.13043478260869565,0.18840579710144928
AUT,Austria,Global North,Europe,2012,74,52,9,13,0.7027027027027027,0.12162162162162163,0.17567567567567569
AUT,Austria,Global North,Europe,2013,64,42,10,12,0.65625,0.15625,0.1875
AUT,Austria,Global North,Europe,2014,80,55,9,16,0.6875,0.1125,0.2
AUT,Austria,Global North,Europe,2015,78,49,10,18,0.6282051282051282,0.1282051282051282,0.23076923076923078
AUT,Austria,Global North,Europe,2016,81,59,9,12,0.7283950617283951,0.1111111111111111,0.14814814814814814
AUT,Austria,Global North,Europe,2017,94,62,9,23,0.6595744680851063,0.09574468085106383,0.24468085106382978
AUT,Austria,Global North,Europe,2018,107,77,11,19,0.719626168224299,0.102803738317757,0.17757009345794392
AUT,Austria,Global North,Europe,2019,100,63,12,25,0.63,0.12,0.25
AUT,Austria,Global North,Europe,2020,100,70,15,15,0.7,0.15,0.15
AUT,Austria,Global North,Europe,2021,86,58,12,16,0.6744186046511628,0.13953488372093023,0.18604651162790697
AUT,Austria,Global North,Europe,2022,89,61,18,10,0.6853932584269663,0.20224719101123595,0.11235955056179775
AUT,Austria,Global North,Europe,2023,88,58,18,12,0.6590909090909091,0.20454545454545456,0.13636363636363635
AUT,Austria,Global North,Europe,2024,95,61,16,18,0.6421052631578947,0.16842105263157894,0.18947368421052632
AZE,Azerbaijan,Global South,Europe & Central Asia,2004,73,60,2,10,0.821917808219178,0.0273972602739726,0.136986301369863
AZE,Azerbaijan,Global South,Europe & Central Asia,2005,75,62,3,8,0.8266666666666667,0.04,0.10666666666666667
AZE,Azerbaijan,Global South,Europe & Central Asia,2006,101,80,2,11,0.7920792079207921,0.019801980198019802,0.10891089108910891
AZE,Azerbaijan,Global South,Europe & Central Asia,2007,79,62,1,8,0.7848101265822784,0.012658227848101266,0.10126582278481013
AZE,Azerbaijan,Global South,Europe & Central Asia,2008,78,68,2,6,0.8717948717948718,0.02564102564102564,0.07692307692307693
AZE,Azerbaijan,Global South,Europe & Central Asia,2009,68,54,2,6,0.7941176470588235,0.029411764705882353,0.08823529411764706
AZE,Azerbaijan,Global South,Europe & Central Asia,2010,72,62,2,5,0.8611111111111112,0.027777777777777776,0.06944444444444445
AZE,Azerbaijan,Global South,Europe & Central Asia,2011,69,61,0,1,0.8840579710144928,0,0.014492753623188406
AZE,Azerbaijan,Global South,Europe & Central Asia,2012,74,66,0,1,0.8918918918918919,0,0.013513513513513514
AZE,Azerbaijan,Global South,Europe & Central Asia,2013,64,58,0,0,0.90625,0,0
AZE,Azerbaijan,Global South,Europe & Central Asia,2014,80,71,0,1,0.8875,0,0.0125
AZE,Azerbaijan,Global South,Europe & Central Asia,2015,78,69,0,2,0.8846153846153846,0,0.02564102564102564
AZE,Azerbaijan,Global South,Europe & Central Asia,2016,81,73,0,2,0.9012345679012346,0,0.024691358024691357
AZE,Azerbaijan,Global South,Europe & Central Asia,2017,94,88,0,1,0.9361702127659575,0,0.010638297872340425
AZE,Azerbaijan,Global South,Europe & Central Asia,2018,107,97,0,2,0.9065420560747663,0,0.018691588785046728
AZE,Azerbaijan,Global South,Europe & Central Asia,2019,100,92,0,1,0.92,0,0.01
AZE,Azerbaijan,Global South,Europe & Central Asia,2020,100,92,1,3,0.92,0.01,0.03
AZE,Azerbaijan,Global South,Europe & Central Asia,2021,86,76,1,0,0.8837209302325582,0.011627906976744186,0
AZE,Azerbaijan,Global South,Europe & Central Asia,2022,89,67,0,5,0.7528089887640449,0,0.056179775280898875
AZE,Azerbaijan,Global South,Europe & Central Asia,2023,88,56,0,3,0.6363636363636364,0,0.03409090909090909
AZE,Azerbaijan,Global South,Europe & Central Asia,2024,95,70,0,2,0.7368421052631579,0,0.021052631578947368
BEL,Belgium,Global North,Europe,2004,73,45,12,14,0.6164383561643836,0.1643835616438356,0.1917808219178082
BEL,Belgium,Global North,Europe,2005,75,48,11,16,0.64,0.14666666666666667,0.21333333333333335
BEL,Belgium,Global North,Europe,2006,101,69,13,18,0.6831683168316832,0.12871287128712872,0.1782178217821782
BEL,Belgium,Global North,Europe,2007,79,53,14,12,0.6708860759493671,0.17721518987341772,0.1518987341772152
BEL,Belgium,Global North,Europe,2008,78,49,10,19,0.6282051282051282,0.1282051282051282,0.24358974358974358
BEL,Belgium,Global North,Europe,2009,68,40,14,14,0.5882352941176471,0.20588235294117646,0.20588235294117646
BEL,Belgium,Global North,Europe,2010,72,46,12,14,0.6388888888888888,0.16666666666666666,0.19444444444444445
BEL,Belgium,Global North,Europe,2011,69,44,12,13,0.6376811594202898,0.17391304347826086,0.18840579710144928
BEL,Belgium,Global North,Europe,2012,74,48,11,14,0.6486486486486487,0.14864864864864866,0.1891891891891892
BEL,Belgium,Global North,Europe,2013,64,38,13,12,0.59375,0.203125,0.1875
BEL,Belgium,Global North,Europe,2014,80,50,13,16,0.625,0.1625,0.2
BEL,Belgium,Global North,Europe,2015,78,43,15,20,0.5512820512820513,0.19230769230769232,0.2564102564102564
BEL,Belgium,Global North,Europe,2016,81,51,16,14,0.6296296296296297,0.19753086419753085,0.1728395061728395
BEL,Belgium,Global North,Europe,2017,94,55,16,22,0.5851063829787234,0.1702127659574468,0.23404255319148937
BEL,Belgium,Global North,Europe,2018,107,73,18,16,0.6822429906542056,0.16822429906542055,0.14953271028037382
BEL,Belgium,Global North,Europe,2019,100,57,18,23,0.57,0.18,0.23
BEL,Belgium,Global North,Europe,2020,100,63,19,18,0.63,0.19,0.18
BEL,Belgium,Global North,Europe,2021,86,52,18,16,0.6046511627906976,0.20930232558139536,0.18604651162790697
BEL,Belgium,Global North,Europe,2022,89,57,19,13,0.6404494382022472,0.21348314606741572,0.14606741573033707
BEL,Belgium,Global North,Europe,2023,88,55,21,12,0.625,0.23863636363636365,0.13636363636363635
BEL,Belgium,Global North,Europe,2024,95,58,21,16,0.6105263157894737,0.22105263157894736,0.16842105263157894
BGD,Bangladesh,Global South,South Asia,2004,73,66,2,4,0.9041095890410958,0.0273972602739726,0.0547945205479452
BGD,Bangladesh,Global South,South Asia,2005,75,70,3,2,0.9333333333333333,0.04,0.02666666666666667
BGD,Bangladesh,Global South,South Asia,2006,101,92,3,4,0.9108910891089109,0.0297029702970297,0.039603960396039604
BGD,Bangladesh,Global South,South Asia,2007,79,74,4,1,0.9367088607594937,0.05063291139240506,0.012658227848101266
BGD,Bangladesh,Global South,South Asia,2008,78,71,3,3,0.9102564102564102,0.038461538461538464,0.038461538461538464
BGD,Bangladesh,Global South,South Asia,2009,68,57,2,4,0.8382352941176471,0.029411764705882353,0.058823529411764705
BGD,Bangladesh,Global South,South Asia,2010,72,66,3,3,0.9166666666666666,0.041666666666666664,0.041666666666666664
BGD,Bangladesh,Global South,South Asia,2011,69,61,2,5,0.8840579710144928,0.028985507246376812,0.07246376811594203
BGD,Bangladesh,Global South,South Asia,2012,74,68,2,4,0.918918918918919,0.02702702702702703,0.05405405405405406
BGD,Bangladesh,Global South,South Asia,2013,64,58,1,4,0.90625,0.015625,0.0625
BGD,Bangladesh,Global South,South Asia,2014,80,72,3,5,0.9,0.0375,0.0625
BGD,Bangladesh,Global South,South Asia,2015,78,72,1,4,0.9230769230769231,0.01282051282051282,0.05128205128205128
BGD,Bangladesh,Global South,South Asia,2016,81,72,2,6,0.8888888888888888,0.024691358024691357,0.07407407407407407
BGD,Bangladesh,Global South,South Asia,2017,94,88,0,6,0.9361702127659575,0,0.06382978723404255
BGD,Bangladesh,Global South,South Asia,2018,107,97,1,9,0.9065420560747663,0.009345794392523364,0.08411214953271028
BGD,Bangladesh,Global South,South Asia,2019,100,92,0,8,0.92,0,0.08
BGD,Bangladesh,Global South,South Asia,2020,100,92,1,7,0.92,0.01,0.07
BGD,Bangladesh,Global South,South Asia,2021,86,78,1,5,0.9069767441860465,0.011627906976744186,0.05813953488372093
BGD,Bangladesh,Global South,South Asia,2022,89,77,2,10,0.8651685393258427,0.02247191011235955,0.11235955056179775
BGD,Bangladesh,Global South,South Asia,2023,88,78,0,8,0.8863636363636364,0,0.09090909090909091
BGD,Bangladesh,Global South,South Asia,2024,95,84,1,9,0.8842105263157894,0.010526315789473684,0.09473684210526316
BGR,Bulgaria,Global North,Europe,2004,73,47,12,14,0.6438356164383562,0.1643835616438356,0.1917808219178082
BGR,Bulgaria,Global North,Europe,2005,75,51,11,13,0.68,0.14666666666666667,0.17333333333333334
BGR,Bulgaria,Global North,Europe,2006,101,70,13,18,0.693069306930693,0.12871287128712872,0.1782178217821782
BGR,Bulgaria,Global North,Europe,2007,79,54,13,12,0.6835443037974683,0.16455696202531644,0.1518987341772152
BGR,Bulgaria,Global North,Europe,2008,78,47,10,20,0.6025641025641025,0.1282051282051282,0.2564102564102564
BGR,Bulgaria,Global North,Europe,2009,68,40,14,13,0.5882352941176471,0.20588235294117646,0.19117647058823528
BGR,Bulgaria,Global North,Europe,2010,72,43,13,15,0.5972222222222222,0.18055555555555555,0.20833333333333334
BGR,Bulgaria,Global North,Europe,2011,69,44,12,12,0.6376811594202898,0.17391304347826086,0.17391304347826086
BGR,Bulgaria,Global North,Europe,2012,74,38,9,12,0.5135135135135135,0.12162162162162163,0.16216216216216217
BGR,Bulgaria,Global North,Europe,2013,64,39,12,13,0.609375,0.1875,0.203125
BGR,Bulgaria,Global North,Europe,2014,80,52,12,16,0.65,0.15,0.2
BGR,Bulgaria,Global North,Europe,2015,78,42,13,23,0.5384615384615384,0.16666666666666666,0.2948717948717949
BGR,Bulgaria,Global North,Europe,2016,81,52,15,14,0.6419753086419753,0.18518518518518517,0.1728395061728395
BGR,Bulgaria,Global North,Europe,2017,94,55,16,22,0.5851063829787234,0.1702127659574468,0.23404255319148937
BGR,Bulgaria,Global North,Europe,2018,107,71,16,20,0.6635514018691588,0.14953271028037382,0.18691588785046728
BGR,Bulgaria,Global North,Europe,2019,100,56,19,25,0.56,0.19,0.25
BGR,Bulgaria,Global North,Europe,2020,100,65,22,13,0.65,0.22,0.13
BGR,Bulgaria,Global North,Europe,2021,86,51,18,17,0.5930232558139535,0.20930232558139536,0.19767441860465115
BGR,Bulgaria,Global North,Europe,2022,89,56,21,12,0.6292134831460674,0.23595505617977527,0.1348314606741573
BGR,Bulgaria,Global North,Europe,2023,88,53,21,14,0.6022727272727273,0.23863636363636365,0.1590909090909091
BGR,Bulgaria,Global North,Europe,2024,95,53,21,21,0.5578947368421052,0.22105263157894736,0.22105263157894736
BOL,Bolivia,Global South,Latin America & Caribbean,2004,73,70,0,2,0.958904109589041,0,0.0273972602739726
BOL,Bolivia,Global South,Latin America & Caribbean,2005,75,68,0,2,0.9066666666666666,0,0.02666666666666667
BOL,Bolivia,Global South,Latin America & Caribbean,2006,101,93,0,5,0.9207920792079208,0,0.04950495049504951
BOL,Bolivia,Global South,Latin America & Caribbean,2007,79,55,0,4,0.6962025316455697,0,0.05063291139240506
BOL,Bolivia,Global South,Latin America & Caribbean,2008,78,70,0,6,0.8974358974358975,0,0.07692307692307693
BOL,Bolivia,Global South,Latin America & Caribbean,2009,68,61,2,3,0.8970588235294118,0.029411764705882353,0.04411764705882353
BOL,Bolivia,Global South,Latin America & Caribbean,2010,72,64,1,3,0.8888888888888888,0.013888888888888888,0.041666666666666664
BOL,Bolivia,Global South,Latin America & Caribbean,2011,69,56,4,7,0.8115942028985508,0.057971014492753624,0.10144927536231885
BOL,Bolivia,Global South,Latin America & Caribbean,2012,74,63,5,6,0.8513513513513513,0.06756756756756757,0.08108108108108109
BOL,Bolivia,Global South,Latin America & Caribbean,2013,64,53,4,3,0.828125,0.0625,0.046875
BOL,Bolivia,Global South,Latin America & Caribbean,2014,80,72,4,1,0.9,0.05,0.0125
BOL,Bolivia,Global South,Latin America & Caribbean,2015,78,70,3,5,0.8974358974358975,0.038461538461538464,0.0641025641025641
BOL,Bolivia,Global South,Latin America & Caribbean,2016,81,69,6,4,0.8518518518518519,0.07407407407407407,0.04938271604938271
BOL,Bolivia,Global South,Latin America & Caribbean,2017,94,82,3,4,0.8723404255319149,0.031914893617021274,0.0425531914893617
BOL,Bolivia,Global South,Latin America & Caribbean,2018,107,95,6,3,0.8878504672897196,0.056074766355140186,0.028037383177570093
BOL,Bolivia,Global South,Latin America & Caribbean,2019,100,82,0,6,0.82,0,0.06
BOL,Bolivia,Global South,Latin America & Caribbean,2020,100,91,2,5,0.91,0.02,0.05
BOL,Bolivia,Global South,Latin America & Caribbean,2021,86,75,4,7,0.872093023255814,0.046511627906976744,0.08139534883720931
BOL,Bolivia,Global South,Latin America & Caribbean,2022,89,72,5,9,0.8089887640449438,0.056179775280898875,0.10112359550561797
BOL,Bolivia,Global South,Latin America & Caribbean,2023,88,67,3,7,0.7613636363636364,0.03409090909090909,0.07954545454545454
BOL,Bolivia,Global South,Latin America & Caribbean,2024,95,80,2,9,0.8421052631578947,0.021052631578947368,0.09473684210526316
BRA,Brazil,Global South,Latin America & Caribbean,2004,73,63,0,10,0.863013698630137,0,0.136986301369863
BRA,Brazil,Global South,Latin America & Caribbean,2005,75,69,1,5,0.92,0.013333333333333334,0.06666666666666667
BRA,Brazil,Global South,Latin America & Caribbean,2006,101,93,0,8,0.9207920792079208,0,0.07920792079207921
BRA,Brazil,Global South,Latin America & Caribbean,2007,79,74,0,5,0.9367088607594937,0,0.06329113924050633
BRA,Brazil,Global South,Latin America & Caribbean,2008,78,70,0,7,0.8974358974358975,0,0.08974358974358974
BRA,Brazil,Global South,Latin America & Caribbean,2009,68,62,0,6,0.9117647058823529,0,0.08823529411764706
BRA,Brazil,Global South,Latin America & Caribbean,2010,72,66,0,5,0.9166666666666666,0,0.06944444444444445
BRA,Brazil,Global South,Latin America & Caribbean,2011,69,64,0,5,0.927536231884058,0,0.07246376811594203
BRA,Brazil,Global South,Latin America & Caribbean,2012,74,71,0,3,0.9594594594594594,0,0.04054054054054054
BRA,Brazil,Global South,Latin America & Caribbean,2013,64,59,0,5,0.921875,0,0.078125
BRA,Brazil,Global South,Latin America & Caribbean,2014,80,75,0,5,0.9375,0,0.0625
BRA,Brazil,Global South,Latin America & Caribbean,2015,78,75,0,3,0.9615384615384616,0,0.038461538461538464
BRA,Brazil,Global South,Latin America & Caribbean,2016,81,76,0,4,0.9382716049382716,0,0.04938271604938271
BRA,Brazil,Global South,Latin America & Caribbean,2017,94,85,0,8,0.9042553191489362,0,0.0851063829787234
BRA,Brazil,Global South,Latin America & Caribbean,2018,107,93,0,14,0.8691588785046729,0,0.1308411214953271
BRA,Brazil,Global South,Latin America & Caribbean,2019,100,72,7,20,0.72,0.07,0.2
BRA,Brazil,Global South,Latin America & Caribbean,2020,100,77,7,16,0.77,0.07,0.16
BRA,Brazil,Global South,Latin America & Caribbean,2021,86,63,3,19,0.7325581395348837,0.03488372093023256,0.22093023255813954
BRA,Brazil,Global South,Latin America & Caribbean,2022,89,65,2,21,0.7303370786516854,0.02247191011235955,0.23595505617977527
BRA,Brazil,Global South,Latin America & Caribbean,2023,88,78,0,8,0.8863636363636364,0,0.09090909090909091
BRA,Brazil,Global South,Latin America & Caribbean,2024,95,84,0,10,0.8842105263157894,0,0.10526315789473684
BWA,Botswana,Global South,Sub-Saharan Africa,2004,73,62,0,3,0.8493150684931506,0,0.0410958904109589
BWA,Botswana,Global South,Sub-Saharan Africa,2005,75,64,2,4,0.8533333333333334,0.02666666666666667,0.05333333333333334
BWA,Botswana,Global South,Sub-Saharan Africa,2006,101,56,0,6,0.5544554455445545,0,0.0594059405940594
BWA,Botswana,Global South,Sub-Saharan Africa,2007,79,71,1,5,0.8987341772151899,0.012658227848101266,0.06329113924050633
BWA,Botswana,Global South,Sub-Saharan Africa,2008,78,66,1,5,0.8461538461538461,0.01282051282051282,0.0641025641025641
BWA,Botswana,Global South,Sub-Saharan Africa,2009,68,64,0,3,0.9411764705882353,0,0.04411764705882353
BWA,Botswana,Global South,Sub-Saharan Africa,2010,72,63,1,5,0.875,0.013888888888888888,0.06944444444444445
BWA,Botswana,Global South,Sub-Saharan Africa,2011,69,63,0,2,0.9130434782608695,0,0.028985507246376812
BWA,Botswana,Global South,Sub-Saharan Africa,2012,74,65,1,5,0.8783783783783784,0.013513513513513514,0.06756756756756757
BWA,Botswana,Global South,Sub-Saharan Africa,2013,64,54,0,2,0.84375,0,0.03125
BWA,Botswana,Global South,Sub-Saharan Africa,2014,80,72,1,5,0.9,0.0125,0.0625
BWA,Botswana,Global South,Sub-Saharan Africa,2015,78,70,1,2,0.8974358974358975,0.01282051282051282,0.02564102564102564
BWA,Botswana,Global South,Sub-Saharan Africa,2016,81,66,1,3,0.8148148148148148,0.012345679012345678,0.037037037037037035
BWA,Botswana,Global South,Sub-Saharan Africa,2017,94,87,0,2,0.925531914893617,0,0.02127659574468085
BWA,Botswana,Global South,Sub-Saharan Africa,2018,107,92,1,5,0.8598130841121495,0.009345794392523364,0.04672897196261682
BWA,Botswana,Global South,Sub-Saharan Africa,2019,100,92,0,1,0.92,0,0.01
BWA,Botswana,Global South,Sub-Saharan Africa,2020,100,95,1,2,0.95,0.01,0.02
BWA,Botswana,Global South,Sub-Saharan Africa,2021,86,71,0,2,0.8255813953488372,0,0.023255813953488372
BWA,Botswana,Global South,Sub-Saharan Africa,2022,89,77,1,7,0.8651685393258427,0.011235955056179775,0.07865168539325842
BWA,Botswana,Global South,Sub-Saharan Africa,2023,88,78,0,7,0.8863636363636364,0,0.07954545454545454
