iso3c,year,degree,strength,eigen,betweenness,closeness,local_clustering,network_density,network_clustering,network_components
TUN,2020,0.10101010101010101,5.376521649704714,0.3687944891073212,0.25870954442383015,0.14437597022649448,0.2888888888888889,0.0692929292929293,0.5278253968253971,1
TUR,2020,0.06060606060606061,3.142835748856499,0.1760020368624259,0.05256648113790971,0.13522943453584152,0.4666666666666667,0.0692929292929293,0.5278253968253971,1
TZA,2020,0.06060606060606061,3.7723568930200884,0.09286998530173299,0.0018552875695732839,0.08391149116787178,0.6,0.0692929292929293,0.5278253968253971,1
UGA,2020,0.050505050505050504,2.74464030406123,0.05412743777166668,0,0.08022582324923565,0.8,0.0692929292929293,0.5278253968253971,1
URY,2020,0.0707070707070707,3.3263040819176624,0.0665513292947726,0.05689548546691404,0.11390317368247614,0.5714285714285714,0.0692929292929293,0.5278253968253971,1
USA,2020,0.050505050505050504,1.4500810008023484,0.01752407896781093,0,0.0761262929657529,0.7,0.0692929292929293,0.5278253968253971,1
UZB,2020,0.050505050505050504,1.8510825115587215,0.30401687782628195,0,0.11946299478084196,0.6,0.0692929292929293,0.5278253968253971,1
VNM,2020,0.050505050505050504,2.931025840089995,0.23525270494062578,0.0032982890125747267,0.11712909749065661,0.7,0.0692929292929293,0.5278253968253971,1
ZAF,2020,0.050505050505050504,2.653966616576028,0.1311737820253284,0.008864151721294579,0.12258049398232955,0.6,0.0692929292929293,0.5278253968253971,1
ZMB,2020,0.050505050505050504,2.581323420625577,0.053371996766110964,0,0.0814122922251633,0.7,0.0692929292929293,0.5278253968253971,1
ZWE,2020,0.06060606060606061,3.3892967584390554,0.10696171728880578,4.1228612657184083e-4,0.09193472818173913,0.5333333333333333,0.0692929292929293,0.5278253968253971,1
AGO,2021,0.0707070707070707,4.279646140758367,0.19340987271646415,0.03525046382189239,0.08997118173659685,0.5238095238095238,0.0692929292929293,0.5189184704184704,1
ARE,2021,0.08080808080808081,3.368819187349318,0.12219434495411663,0.06225520511234797,0.12826382341096565,0.35714285714285715,0.0692929292929293,0.5189184704184704,1
ARG,2021,0.050505050505050504,2.4491809096075627,0.030563706538229977,0.011337868480725623,0.11104998306932488,0.8,0.0692929292929293,0.5189184704184704,1
AUS,2021,0.12121212121212122,5.925273434806657,0.03424234904812565,0.045351473922902494,0.09791120070386461,0.3939393939393939,0.0692929292929293,0.5189184704184704,1
AUT,2021,0.050505050505050504,2.1447560094690674,0.02557274969001999,0.0059781488352916926,0.09377230034037719,0.7,0.0692929292929293,0.5189184704184704,1
AZE,2021,0.06060606060606061,2.7250581680842085,0.16480481977958458,0.04308390022675737,0.1307537933943488,0.26666666666666666,0.0692929292929293,0.5189184704184704,1
BEL,2021,0.0707070707070707,3.2329733459602297,0.022989856216890644,0.009070294784580499,0.09694376334944577,0.4285714285714286,0.0692929292929293,0.5189184704184704,1
BGD,2021,0.050505050505050504,3.058690387521855,0.15083243571212476,0.015460729746444033,0.09017556019075687,0.6,0.0692929292929293,0.5189184704184704,1
BGR,2021,0.08080808080808081,3.305397729360883,0.15186582516056948,0.0018552875695732839,0.1079708563217841,0.6071428571428571,0.0692929292929293,0.5189184704184704,1
BOL,2021,0.08080808080808081,4.431163353293966,0.4663037665121829,0.06534735106163678,0.12791148550459597,0.42857142857142855,0.0692929292929293,0.5189184704184704,1
BRA,2021,0.06060606060606061,2.9190741651307395,0.20114887922911476,0.025974025974025976,0.13128356257400753,0.4,0.0692929292929293,0.5189184704184704,1
BWA,2021,0.06060606060606061,2.9560267385870005,0.31832473797281674,0.004329004329004329,0.11351663496727242,0.26666666666666666,0.0692929292929293,0.5189184704184704,1
CAN,2021,0.06060606060606061,2.7218145281616395,0.01592628978191262,0.0018552875695732839,0.10088549207472812,0.6666666666666667,0.0692929292929293,0.5189184704184704,1
CHE,2021,0.050505050505050504,2.0152717600146923,0.011173582413911433,0,0.08062445755297158,0.7,0.0692929292929293,0.5189184704184704,1
CHL,2021,0.0707070707070707,3.4310276179596904,0.18761990238786888,0.06143063285920429,0.14123178741863224,0.4285714285714286,0.0692929292929293,0.5189184704184704,1
CHN,2021,0.050505050505050504,2.2106357438372024,0.20472506932170326,0.09915481344052772,0.132978569946642,0.4,0.0692929292929293,0.5189184704184704,1
CMR,2021,0.06060606060606061,3.1441650921515256,0.16120919339119952,0.034013605442176874,0.09542854497003159,0.4666666666666667,0.0692929292929293,0.5189184704184704,1
