iso_o,iso_d,dist,distw,contig,comlang_off,comlang_ethno,colony,comcol,curcol,col45,smctry,log_dist,historical_tie,common_language
BRA,RWA,8574.155,8373.432,0,0,0,0,0,0,0,0,9.05650772490448,0,0
BRA,SAU,11404.51,10659.19,0,0,0,0,0,0,0,0,9.341764170183076,0,0
BRA,SEN,5303.289,4811.404,0,0,0,0,0,0,0,0,8.576082473106469,0,0
BRA,SGP,16000.61,16065.5,0,0,0,0,0,0,0,0,9.680382125495179,0,0
BRA,SVK,10191.96,9752.413,0,0,0,0,0,0,0,0,9.22935445315746,0,0
BRA,SVN,9891.706,9340.652,0,0,0,0,0,0,0,0,9.199451907212973,0,0
BRA,SWE,10936.15,10185.49,0,0,0,0,0,0,0,0,9.299829094476507,0,0
BRA,THA,16409.97,16232.15,0,0,0,0,0,0,0,0,9.7056443559289,0,0
BRA,TUN,8979.379,8380.654,0,0,0,0,0,0,0,0,9.102686005230186,0,0
BRA,TUR,10590.76,10224.84,0,0,0,0,0,0,0,0,9.267737201837217,0,0
BRA,TZA,9299.757,8965.497,0,0,0,0,0,0,0,0,9.13774354976772,0,0
BRA,UGA,8932.303,8730.261,0,0,0,0,0,0,0,0,9.097429535358255,0,0
BRA,URY,1567.878,2167.731,1,0,0,0,0,0,0,0,7.357478391760851,0,0
BRA,USA,7694.307,8088.514,0,0,0,0,0,0,0,0,8.94823598373794,0,0
BRA,UZB,13836.31,13248.79,0,0,0,0,0,0,0,0,9.53505157512552,0,0
BRA,VNM,17191.68,16837.64,0,0,0,0,0,0,0,0,9.7521808248406,0,0
BRA,ZAF,6355.119,7342.994,0,0,0,0,0,0,0,0,8.757015908861296,0,0
BRA,ZMB,7826.946,7833.171,0,0,0,0,0,0,0,0,8.965327674585945,0,0
BRA,ZWE,8017.05,7918.615,0,0,0,0,0,0,0,0,8.989325802770416,0,0
BWA,AGO,2223.578,2013.847,0,0,0,0,0,0,0,0,7.706872889164567,0,0
BWA,ARE,6280.032,6235.949,0,0,0,0,1,0,0,0,8.745130354990664,1,0
BWA,ARG,8001.549,8336.667,0,0,0,0,0,0,0,0,8.987390426919072,0,0
BWA,AUS,11312.15,10971,0,1,1,0,0,0,0,0,9.333632648303034,0,1
BWA,AUT,8176.988,8012.667,0,0,0,0,0,0,0,0,9.009079146630022,0,0
BWA,AZE,7660.868,7478.057,0,0,0,0,0,0,0,0,8.943880572241765,0,0
BWA,BEL,8675.436,8536.664,0,0,0,0,0,0,0,0,9.068250862918095,0,0
BWA,BGD,8795.499,8692.287,0,0,0,0,1,0,0,0,9.081995392344451,1,0
BWA,BGR,7508.229,7362.334,0,0,0,0,0,0,0,0,8.923754898040407,0,0
BWA,BOL,9653.865,9455.191,0,0,0,0,0,0,0,0,9.175113632281768,0,0
BWA,BRA,7274.823,7388.349,0,0,0,0,0,0,0,0,8.892174761846809,0,0
BWA,CAN,13081.88,13612.4,0,1,1,0,0,0,0,0,9.478983345569745,0,1
BWA,CHE,8193.798,8051.352,0,0,0,0,0,0,0,0,9.011132805618422,0,0
BWA,CHL,9093.814,9241.975,0,0,0,0,0,0,0,0,9.115349681129825,0,0
BWA,CHN,11792.98,11577.53,0,0,0,0,0,0,0,0,9.375259718167223,0,0
BWA,CMR,3543.866,3640.696,0,1,1,0,0,0,0,0,8.172973500626394,0,1
BWA,COL,11341.86,11396.91,0,0,0,0,0,0,0,0,9.336255584995763,0,0
BWA,CRI,12490.49,12518.45,0,0,0,0,0,0,0,0,9.4327228337352,0,0
BWA,CYP,6712.723,6541.211,0,0,0,0,1,0,0,0,8.811759959866786,1,0
BWA,CZE,8407.657,8226.069,0,0,0,0,0,0,0,0,9.036898117243224,0,0
BWA,DEU,8683.136,8473.321,0,0,0,0,0,0,0,0,9.069138032727343,0,0
BWA,DNK,9039.496,8922.667,0,0,0,0,0,0,0,0,9.109358699619621,0,0
BWA,DOM,11420.83,11443.93,0,0,0,0,0,0,0,0,9.343194160078605,0,0
BWA,DZA,7263.32,7033.861,0,0,0,0,0,0,0,0,8.89059230356442,0,0
BWA,ECU,11460.18,11531.86,0,0,0,0,0,0,0,0,9.346633696951663,0,0
BWA,EGY,6125.714,5972.4,0,0,1,0,0,0,0,0,8.720250600047578,0,1
BWA,ESP,7875.38,7674.145,0,0,0,0,0,0,0,0,8.971496716497903,0,0
BWA,EST,9368.296,9180.675,0,0,0,0,0,0,0,0,9.145086501704085,0,0
BWA,ETH,4014.64,3898.765,0,1,0,0,0,0,0,0,8.29770295859993,0,1
BWA,FIN,9447.816,9412.171,0,0,0,0,0,0,0,0,9.153538882666389,0,0
BWA,FRA,8522.764,8140.749,0,0,0,0,0,0,0,0,9.050495980358335,0,0
BWA,GBR,8862.068,8861.969,0,1,1,1,0,0,1,0,9.089535424941461,1,1
BWA,GEO,7649.788,7495.177,0,0,0,0,0,0,0,0,8.942433214018285,0,0
BWA,GHA,4404.97,4416.57,0,1,1,0,1,0,0,0,8.39048872790441,1,1
BWA,GRC,6987.75,6876.265,0,0,0,0,0,0,0,0,8.851913894998644,0,0
BWA,GTM,13333.24,13363.2,0,0,0,0,0,0,0,0,9.498015444403464,0,0
BWA,HRV,7916.447,7707.05,0,0,0,0,0,0,0,0,8.976697773041291,0,0
BWA,HUN,8070.812,7900.513,0,0,0,0,0,0,0,0,8.99600937578087,0,0
BWA,IDN,8807.14,8997.277,0,0,0,0,0,0,0,0,9.08331803512512,0,0
BWA,IND,8087.728,7492.534,0,1,1,0,1,0,0,0,8.998103130065566,1,1
BWA,IRL,9228.983,9091.046,0,1,1,0,0,0,0,0,9.13010413724416,0,1
BWA,IRN,7240.736,7003.827,0,0,0,0,0,0,0,0,8.887478137671556,0,0
BWA,IRQ,6755.688,6628.563,0,0,0,0,0,0,0,0,8.818140095689015,0,0
BWA,ISL,10727.62,10586.54,0,0,0,0,0,0,0,0,9.280577003006798,0,0
BWA,ISR,6395.044,6237.261,0,1,1,0,1,0,0,0,8.763278594364566,1,1
BWA,ITA,7543.876,7495.78,0,0,0,0,0,0,0,0,8.928491387274706,0,0
BWA,JOR,6399.873,6243.982,0,0,1,0,1,0,0,0,8.764033425400873,1,1
BWA,JPN,13671.53,13374.47,0,0,0,0,0,0,0,0,9.523070847375976,0,0
BWA,KAZ,9191.254,9183.580000000002,0,0,0,0,0,0,0,0,9.126007658706856,0,0
BWA,KEN,2863.55,2730.989,0,1,1,0,1,0,0,0,7.959817392830412,1,1
BWA,KHM,9469.82,9391.138,0,0,0,0,0,0,0,0,9.155865178607717,0,0
BWA,KOR,12595.07,12514.6,0,0,1,0,0,0,0,0,9.441060746532283,0,1
BWA,KWT,6465.817,6309.08,0,0,1,0,1,0,0,0,8.77428465599808,1,1
BWA,LAO,9575.224,9593.701,0,0,0,0,0,0,0,0,9.16693420803108,0,0
BWA,LKA,6823.339,6803.673,0,0,0,0,1,0,0,0,8.828104220470514,1,0
BWA,LTU,8841.053,8746.803,0,0,0,0,0,0,0,0,9.087161266184804,0,0
BWA,LUX,8503.669,8361.162,0,0,0,0,0,0,0,0,9.04825299640444,0,0
BWA,LVA,9094.748,8927.649,0,0,0,0,0,0,0,0,9.11545238303675,0,0
BWA,MAR,7402.954,7236.183,0,0,0,0,0,0,0,0,8.909634388726644,0,0
BWA,MEX,14375.19,14661.66,0,0,0,0,0,0,0,0,9.573259082969507,0,0
BWA,MLT,6855.681,6710.055,0,1,1,0,1,0,0,0,8.83283293060703,1,1
BWA,MMR,8908.679,8901.464,0,0,0,0,1,0,0,0,9.094781249091605,1,0
BWA,MNG,11397.89,11188.98,0,0,0,0,0,0,0,0,9.341183529532442,0,0
BWA,MYS,8734.089,8948.923,0,0,0,0,1,0,0,0,9.074988924055415,1,0
BWA,NAM,930.864,1007.111,1,1,1,0,0,0,0,0,6.8361131871219945,0,1
BWA,NGA,4240.09,4159.786,0,1,1,0,1,0,0,0,8.352339774415821,1,1
BWA,NLD,8821.605,8645.788,0,0,0,0,0,0,0,0,9.084959105234914,0,0
BWA,NOR,9524.811,9456.031,0,0,0,0,0,0,0,0,9.16165535727835,0,0
BWA,NPL,8637.104,8475.945,0,0,0,0,0,0,0,0,9.063822620425807,0,0
BWA,NZL,11721.86,12301.24,0,1,1,0,0,0,0,0,9.369210753610675,0,1
BWA,OMN,6437.027,6175.979,0,0,0,0,0,0,0,0,8.769822066544362,0,0
BWA,PAK,8198.608,7542.529,0,1,1,0,1,0,0,0,9.011719662744586,1,1
BWA,PAN,11984.09,12062.49,0,0,0,0,0,0,0,0,9.391335215742151,0,0
BWA,PER,10729.36,10788.92,0,0,0,0,0,0,0,0,9.28073918799311,0,0
BWA,PHL,11190.54,11162.54,0,1,1,0,0,0,0,0,9.322824057514275,0,1
BWA,POL,8583.423,8392.639,0,0,0,0,0,0,0,0,9.05758806397115,0,0
BWA,PRT,7953.293,7878.65,0,0,0,0,0,0,0,0,8.981341335721986,0,0
BWA,PRY,8270.975,8282.053,0,0,0,0,0,0,0,0,9.020507677078221,0,0
BWA,QAT,6210.736,6067.202,0,0,0,0,1,0,0,0,8.734034686423279,1,0
BWA,RWA,2578.33,2417.505,0,1,1,0,0,0,0,0,7.854897181513399,0,1
BWA,SAU,5939.41,5584.523,0,0,0,0,0,0,0,0,8.689365080824151,0,0
BWA,SEN,6432.051,6312.305,0,0,0,0,0,0,0,0,8.769048739931845,0,0
BWA,SGP,8860.04,8821.57,0,1,1,0,1,0,0,0,9.089306558261622,1,1
BWA,SVK,8162.542,8044.291,0,0,0,0,0,0,0,0,9.007310919053838,0,0
BWA,SVN,7965.824,7823.158,0,0,0,0,0,0,0,0,8.982915669598444,0,0
BWA,SWE,9386.11,9199.476,0,0,0,0,0,0,0,0,9.146986215868045,0,0
BWA,THA,9152.597,9094.519,0,0,0,0,0,0,0,0,9.121792943135445,0,0
BWA,TUN,7049.213,6810.776,0,0,0,0,0,0,0,0,8.860671258369413,0,0
BWA,TUR,7328.341,7036.877,0,0,0,0,0,0,0,0,8.899504439114095,0,0
BWA,TZA,2449.869,2271.069,0,1,0,0,1,0,0,0,7.8037898327214785,1,1
BWA,UGA,2882.737,2767.248,0,1,1,0,1,0,0,0,7.966495469058194,1,1
BWA,URY,7789.73,7918.356,0,0,0,0,0,0,0,0,8.960561478443847,0,0
BWA,USA,12583.97,14079.47,0,1,1,0,0,0,0,0,9.440179060755616,0,1
BWA,UZB,8598.188,8367.028,0,0,0,0,0,0,0,0,9.059306762367306,0,0
BWA,VNM,10031.04,9716.784,0,0,0,0,0,0,0,0,9.213439564513855,0,0
BWA,ZAF,1250.909,745.475,1,1,1,0,0,0,0,0,7.131625766014543,0,1
BWA,ZMB,1061.931,1064.127,1,1,1,0,1,0,0,0,6.967844227939716,1,1
BWA,ZWE,935.6708,706.1302,1,1,1,0,1,0,0,0,6.841263705211625,1,1
CAN,AGO,10904.94,11627.29,0,0,0,0,0,0,0,0,9.296971176557319,0,0
CAN,ARE,11105.9,11074.93,0,0,0,0,0,0,0,0,9.31523177761911,0,0
CAN,ARG,8970.104,9391.461,0,0,0,0,0,0,0,0,9.101652549188527,0,0
CAN,AUS,15586.66,15391.07,0,1,1,0,0,0,0,0,9.654170699201806,0,1
CAN,AUT,6922.538,7070.077,0,0,0,0,0,0,0,0,8.842537744376385,0,0
CAN,AZE,9390.014,9319.144,0,0,0,0,0,0,0,0,9.147402063149014,0,0
CAN,BEL,6031.534,6267.681,0,1,1,0,0,0,0,0,8.704756652061588,0,1
CAN,BGD,12464.92,12048,0,0,0,0,0,0,0,0,9.430673577966747,0,0
CAN,BGR,7729.773,7993.969,0,0,0,0,0,0,0,0,8.952834775044195,0,0
CAN,BOL,6791.604,7588.083,0,0,0,0,0,0,0,0,8.82344242240452,0,0
CAN,BRA,8191.353,8458.686,0,0,0,0,0,0,0,0,9.010834364668057,0,0
CAN,BWA,13081.88,13612.4,0,1,1,0,0,0,0,0,9.478983345569745,0,1
CAN,CHE,6440.717,6711.412,0,1,1,0,0,0,0,0,8.7703951483048,0,1
CAN,CHL,8632.244,9166.056,0,0,0,0,0,0,0,0,9.063259773452279,0,0
CAN,CHN,10598.32,10428.4,0,0,0,0,0,0,0,0,9.268450776973165,0,0
CAN,CMR,9793.375,10159.88,0,1,1,0,0,0,0,0,9.18946141564567,0,1
CAN,COL,4363.174,4892.817,0,0,0,0,0,0,0,0,8.380955053144344,0,0
CAN,CRI,3774.394,4354.894,0,0,0,0,0,0,0,0,8.235995118995513,0,0
CAN,CYP,8935.357,9098.188,0,0,0,0,0,0,0,0,9.097771382027572,0,0
CAN,CZE,6687.748,6944.075,0,0,0,0,0,0,0,0,8.808032474628813,0,0
CAN,DEU,6160.559,6541.714,0,0,0,0,0,0,0,0,8.725922799163575,0,0
CAN,DNK,6257.225,6333.824,0,0,0,0,0,0,0,0,8.741492075076936,0,0
CAN,DOM,2939.963,3664.41,0,0,0,0,0,0,0,0,7.9861522752195215,0,0
CAN,DZA,6747.007,7207.302,0,1,1,0,0,0,0,0,8.816854278125035,0,1
CAN,ECU,4884.964,5620.05,0,0,0,0,0,0,0,0,8.493917194951264,0,0
CAN,EGY,9217.863,9411.324,0,0,1,0,0,0,0,0,9.12889851094393,0,1
CAN,ESP,6040.498,6519.997,0,0,0,0,0,0,0,0,8.706241737861145,0,0
CAN,EST,6645.816,6742.235,0,0,0,0,0,0,0,0,8.801742762705219,0,0
CAN,ETH,11491.9,11722.63,0,1,0,0,0,0,0,0,9.349397718355785,0,1
CAN,FIN,6610.818,6560.567,0,0,0,0,0,0,0,0,8.796462677080173,0,0
CAN,FRA,6004.645,6454.269,0,1,1,1,0,0,0,0,8.700288615364416,1,1
CAN,GBR,5715.747,5849.772,0,1,1,1,0,0,0,0,8.650980276348696,1,1
CAN,GEO,9019.536,8966.073,0,0,0,0,0,0,0,0,9.107148170491838,0,0
CAN,GHA,8716.146,9222.198,0,1,1,0,0,0,0,0,9.072932446727338,0,1
CAN,GRC,8103.304,8275.931,0,0,0,0,0,0,0,0,9.000027158726006,0,0
CAN,GTM,3398.818,3893.262,0,0,0,0,0,0,0,0,8.131183003102182,0,0
CAN,HRV,7055.769,7323.079,0,0,0,0,0,0,0,0,8.861600859055486,0,0
CAN,HUN,7131.152,7330.968,0,0,0,0,0,0,0,0,8.87222807118467,0,0
CAN,IDN,15815.39,14951.85,0,0,0,0,0,0,0,0,9.668738795568478,0,0
CAN,IND,11643.63,12051.14,0,1,1,0,0,0,0,0,9.362514528338659,0,1
CAN,IRL,5256.649,5498.237,0,1,1,0,0,0,0,0,8.56724903047166,0,1
CAN,IRN,9900.537,9978.513,0,0,0,0,0,0,0,0,9.200344277075857,0,0
CAN,IRQ,9743.38,9804.055,0,0,0,0,0,0,0,0,9.184343359025439,0,0
CAN,ISL,4197.29,4389.41,0,0,0,0,0,0,0,0,8.342194357920533,0,0
CAN,ISR,9276.556,9445.964000000002,0,1,1,0,0,0,0,0,9.135245636208266,0,1
CAN,ITA,7089.198,7269.783,0,0,0,0,0,0,0,0,8.866327496061665,0,0
CAN,JOR,9360.481,9507.153,0,0,1,0,0,0,0,0,9.144251957040163,0,1
CAN,JPN,10358.49,9756.434,0,0,0,0,0,0,0,0,9.245561752294735,0,0
CAN,KAZ,10079.05,9170.6,0,0,0,0,0,0,0,0,9.218214291152178,0,0
CAN,KEN,12195.27,12564.11,0,1,1,0,0,0,0,0,9.408803450626332,0,1
CAN,KHM,13870.98,13241.97,0,0,0,0,0,0,0,0,9.537554166905139,0,0
CAN,KOR,10617.7,10032.81,0,0,1,0,0,0,0,0,9.27027769883601,0,1
CAN,KWT,10302.77,10349.96,0,0,1,0,0,0,0,0,9.240168070100824,0,1
CAN,LAO,13171.04,12600.49,0,0,0,0,0,0,0,0,9.485775758969607,0,0
CAN,LKA,14029.91,13661.35,0,0,0,0,0,0,0,0,9.5489467582505565,0,0
CAN,LTU,6989.555,6964.353,0,0,0,0,0,0,0,0,8.852172170826499,0,0
CAN,LUX,6209.579,6445.999,0,1,0,0,0,0,0,0,8.733848378748577,0,1
CAN,LVA,6776.347,6857.604,0,0,0,0,0,0,0,0,8.821193445174178,0,0
CAN,MAR,6177.698,6679.709,0,1,1,0,0,0,0,0,8.728700989150008,0,1
CAN,MEX,3267.29,3442.775,0,0,0,0,0,0,0,0,8.091716174113964,0,0
CAN,MLT,7636.041,7935.094,0,1,1,0,0,0,0,0,8.940634554134524,0,1
CAN,MMR,13292.35,12644.11,0,0,0,0,0,0,0,0,9.49494396075586,0,0
CAN,MNG,9826.038,9343.295,0,0,0,0,0,0,0,0,9.192791080011977,0,0
CAN,MYS,14825.78,14119.47,0,0,0,0,0,0,0,0,9.60412283630986,0,0
CAN,NAM,12231.22,12836.87,0,1,1,0,0,0,0,0,9.411746978407603,0,1
CAN,NGA,8946.49,9559.208,0,1,1,0,0,0,0,0,9.099016555575744,0,1
CAN,NLD,5988.239,6237.395,0,0,0,0,0,0,0,0,8.697552657902662,0,0
CAN,NOR,5941.591,5968.893,0,0,0,0,0,0,0,0,8.689732221610436,0,0
CAN,NPL,11940.37,11574.74,0,0,0,0,0,0,0,0,9.387680374741173,0,0
CAN,NZL,14308.33,13664.1,0,1,1,0,0,0,0,0,9.568597164133067,0,1
CAN,OMN,11406.99,11360.1,0,0,0,0,0,0,0,0,9.341981604372828,0,0
CAN,PAK,10987.31,11161.71,0,1,1,0,0,0,0,0,9.304496249466215,0,1
CAN,PAN,3862.1,4499.742,0,0,0,0,0,0,0,0,8.258966355972758,0,0
CAN,PER,6209.441,6708.899,0,0,0,0,0,0,0,0,8.733826154772773,0,0
CAN,PHL,13226.18,12630.18,0,1,1,0,0,0,0,0,9.489953477698933,0,1
CAN,POL,6925.886,7004.857,0,0,0,0,0,0,0,0,8.843021265109897,0,0
CAN,PRT,5730.805,6132.156,0,0,0,0,0,0,0,0,8.653611288497373,0,0
CAN,PRY,7983.041,8680.436,0,0,0,0,0,0,0,0,8.985074695546427,0,0
CAN,QAT,10875.06,10884.88,0,0,0,0,0,0,0,0,9.294227373183045,0,0
CAN,RWA,11720.96,12137.95,0,1,1,0,0,0,0,0,9.369133971039258,0,1
CAN,SAU,10655.83,10634.35,0,0,0,0,0,0,0,0,9.273862439199458,0,0
CAN,SEN,6649.851,7344.729,0,1,1,0,0,0,0,0,8.802349727383843,0,1
CAN,SGP,15022.44,14394.1,0,1,1,0,0,0,0,0,9.61730036219112,0,1
CAN,SVK,6973.962,7220.953,0,0,0,0,0,0,0,0,8.849938778410886,0,0
CAN,SVN,6946.394,7176.318,0,0,0,0,0,0,0,0,8.845977954989296,0,0
CAN,SWE,6335.357,6347.801,0,0,0,0,0,0,0,0,8.753901444758595,0,0
CAN,THA,13647.12,13088.9,0,0,0,0,0,0,0,0,9.521283789340805,0,0
CAN,TUN,7267.781,7665.127,0,1,0,0,0,0,0,0,8.891206296976225,0,1
CAN,TUR,8197.23,8625.863,0,0,0,0,0,0,0,0,9.011551571305375,0,0
CAN,TZA,12830.99,12958.68,0,1,0,0,0,0,0,0,9.459618617532232,0,1
CAN,UGA,11737.87,12078.12,0,1,1,0,0,0,0,0,9.37057564591638,0,1
CAN,URY,9055.5,9620.104,0,0,0,0,0,0,0,0,9.11112758690459,0,0
CAN,USA,548.3946,2079.297,1,1,1,0,0,0,0,0,6.3069951008125456,0,1
CAN,UZB,10073.93,9891.137,0,0,0,0,0,0,0,0,9.21770617770095,0,0
CAN,VNM,12816.55,12955.35,0,0,0,0,0,0,0,0,9.458492583493431,0,0
CAN,ZAF,13117.46,14065.19,0,1,1,0,0,0,0,0,9.481699446194677,0,1
CAN,ZMB,12609.73,13047.17,0,1,1,0,0,0,0,0,9.442224017151622,0,1
CAN,ZWE,13006.51,13547.25,0,1,1,0,0,0,0,0,9.473205280331376,0,1
CHE,AGO,6235.385,6356.838,0,0,0,0,0,0,0,0,8.737995604403466,0,0
CHE,ARE,4830.737,4831.203,0,0,0,0,0,0,0,0,8.482754322997973,0,0
CHE,ARG,11214.51,11232.93,0,0,0,0,0,0,0,0,9.324963754515188,0,0
CHE,AUS,16673.2,16170.09,0,0,0,0,0,0,0,0,9.721557918930246,0,0
CHE,AUT,684.8875,576.4147,1,1,1,0,0,0,0,0,6.529254591197772,0,1
CHE,AZE,3451.508,3351.29,0,0,0,0,0,0,0,0,8.14656651597367,0,0
CHE,BEL,487.4555,503.0689,0,1,1,0,0,0,0,0,6.18919900422016,0,1
CHE,BGD,7595.708,7584.631,0,0,0,0,0,0,0,0,8.935338629908404,0,0
CHE,BGR,1337.572,1437.967,0,0,0,0,0,0,0,0,7.198611309096984,0,0
CHE,BOL,10302.54,10244.56,0,0,0,0,0,0,0,0,9.240145745758214,0,0
CHE,BRA,9534.491,8969.549,0,0,0,0,0,0,0,0,9.16267113433381,0,0
CHE,BWA,8193.798,8051.352,0,0,0,0,0,0,0,0,9.011132805618422,0,0
CHE,CAN,6440.717,6711.412,0,1,1,0,0,0,0,0,8.7703951483048,0,1
CHE,CHL,11866.25,11892.08,0,0,0,0,0,0,0,0,9.381453515196009,0,0
CHE,CHN,8084.264,8443.611,0,0,0,0,0,0,0,0,8.997674735090726,0,0
CHE,CMR,4813.109,4597.35,0,1,1,0,0,0,0,0,8.479098516044385,0,1
CHE,COL,9070.684,8973.783,0,0,0,0,0,0,0,0,9.112802953716669,0,0
CHE,CRI,9319.896,9345.671,0,0,0,0,0,0,0,0,9.139906748819094,0,0
CHE,CYP,2523.252,2515.4,0,0,0,0,0,0,0,0,7.833303824747209,0,0
CHE,CZE,623.4171,667.1498,0,0,0,0,0,0,0,0,6.435215797178402,0,0
CHE,DEU,503.8007,543.4735,1,1,1,0,0,0,0,0,6.222180753357798,0,1
CHE,DNK,1033.508,1015.161,0,0,0,0,0,0,0,0,6.94071411977885,0,0
CHE,DOM,7564.875,7591.176,0,0,0,0,0,0,0,0,8.931271102622624,0,0
CHE,DZA,1183.855,1301.884,0,1,1,0,0,0,0,0,7.076531341728136,0,1
CHE,ECU,9727.094,9920.936,0,0,0,0,0,0,0,0,9.182670466645096,0,0
CHE,EGY,2779.648,2757.875,0,0,0,0,0,0,0,0,7.930079579962822,0,0
CHE,ESP,1153.117,1176.602,0,0,0,0,0,0,0,0,7.05022398953545,0,0
CHE,EST,1794.213,1789.406,0,0,0,0,0,0,0,0,7.49232176466799,0,0
CHE,ETH,5157.785,5124.054,0,0,0,0,0,0,0,0,8.548262502749738,0,0
CHE,FIN,1859.36,1922.123,0,0,0,0,0,0,0,0,7.527987621474564,0,0
CHE,FRA,436.0778,473.7304,1,1,1,0,0,0,0,0,6.077820667797418,0,1
CHE,GBR,748.7117,902.2784,0,0,0,0,0,0,0,0,6.618353996201488,0,0
CHE,GEO,3002.845,2893.011,0,0,0,0,0,0,0,0,8.007315451599613,0,0
CHE,GHA,4666.303,4594.58,0,0,0,0,0,0,0,0,8.448122388321268,0,0
CHE,GRC,1662.651,1610.491,0,0,0,0,0,0,0,0,7.41616859547315,0,0
CHE,GTM,9421.338,9449.164,0,0,0,0,0,0,0,0,9.150732395700496,0,0
CHE,HRV,667.2937,694.0918,0,0,0,0,0,0,0,0,6.503230278833973,0,0
CHE,HUN,879.3594,874.421,0,0,0,0,0,0,0,0,6.779193687839232,0,0
CHE,IDN,11222.69,11218.59,0,0,0,0,0,0,0,0,9.325692900786775,0,0
CHE,IND,6249.013,6711.913,0,0,0,0,0,0,0,0,8.74017881025977,0,0
CHE,IRL,1203.958,1246.226,0,0,0,0,0,0,0,0,7.093369741539385,0,0
CHE,IRN,3829.742,3887.945,0,0,0,0,0,0,0,0,8.250552716981426,0,0
CHE,IRQ,3451.758,3451.371,0,0,0,0,0,0,0,0,8.146638945458529,0,0
CHE,ISL,2617.349,2614.733,0,0,0,0,0,0,0,0,7.869917252446446,0,0
CHE,ISR,2847.535,2845.993,0,0,1,0,0,0,0,0,7.954208986729555,0,1
CHE,ITA,692.6592,609.6788,1,1,1,0,0,0,0,0,6.540538103337198,0,1
CHE,JOR,2937.982,2921.699,0,0,0,0,0,0,0,0,7.985478230098309,0,0
CHE,JPN,9680.594,9558.655,0,0,0,0,0,0,0,0,9.177878542024315,0,0
CHE,KAZ,5294.448,4665.82,0,0,0,0,0,0,0,0,8.574414003309387,0,0
CHE,KEN,6085.338,6098.206,0,0,0,0,0,0,0,0,8.713637550304618,0,0
CHE,KHM,9636.398,9564.861,0,0,0,0,0,0,0,0,9.173302666327212,0,0
CHE,KOR,8878.165,8953.276,0,0,0,0,0,0,0,0,9.091350170488228,0,0
CHE,KWT,3995.36,3982.913,0,0,0,0,0,0,0,0,8.292888966781275,0,0
CHE,LAO,8948.459,9004.19,0,0,0,0,0,0,0,0,9.099236617673485,0,0
CHE,LKA,8123.768,8077.649,0,0,0,0,0,0,0,0,9.0025493649316,0,0
CHE,LTU,1516.998,1447.4,0,0,0,0,0,0,0,0,7.324488660956101,0,0
CHE,LUX,309.8716,322.1524,0,1,0,0,0,0,0,0,5.736158018128964,0,1
CHE,LVA,1587.651,1568.269,0,0,0,0,0,0,0,0,7.370010844353643,0,0
CHE,MAR,1872.268,1936.042,0,1,1,0,0,0,0,0,7.534905809183942,0,1
CHE,MEX,9640.465,9577.339000000002,0,0,0,0,0,0,0,0,9.17372462295577,0,0
CHE,MLT,1363.745,1362.43,0,0,0,0,0,0,0,0,7.217989870779423,0,0
CHE,MMR,8566.73,8440.778,0,0,0,0,0,0,0,0,9.055641375183983,0,0
CHE,MNG,6916.981,6835.637,0,0,0,0,0,0,0,0,8.841734681741238,0,0
CHE,MYS,10085.6,10194.78,0,0,0,0,0,0,0,0,9.218863942917059,0,0
CHE,NAM,7797.97,7736.947,0,0,0,0,0,0,0,0,8.96161872239485,0,0
CHE,NGA,4523.549,4349.294,0,0,0,0,0,0,0,0,8.417052141727233,0,0
CHE,NLD,628.025,602.4415,0,0,0,0,0,0,0,0,6.442579974593042,0,0
CHE,NOR,1459.379,1512.622,0,0,0,0,0,0,0,0,7.2857662817528634,0,0
CHE,NPL,6921.61,6866.549,0,0,0,0,0,0,0,0,8.842403680510355,0,0
CHE,NZL,19006.65,18635.84,0,0,0,0,0,0,0,0,9.852544196912865,0,0
CHE,OMN,5207.722,5147.626,0,0,0,0,0,0,0,0,8.557897803047391,0,0
CHE,PAK,5597.236,5707.846,0,0,0,0,0,0,0,0,8.630028183448196,0,0
CHE,PAN,9058.3,9134.308,0,0,0,0,0,0,0,0,9.111436743461724,0,0
CHE,PER,10585.31,10503.95,0,0,0,0,0,0,0,0,9.267222469866617,0,0
CHE,PHL,10523.38,10661.91,0,0,0,0,0,0,0,0,9.261354727463896,0,0
CHE,POL,1139.992,1007.32,0,0,0,0,0,0,0,0,7.038776523820059,0,0
CHE,PRT,1626.974,1633.789,0,0,0,0,0,0,0,0,7.394477126759452,0,0
CHE,PRY,10347.18,10332.41,0,0,0,0,0,0,0,0,9.244469297800403,0,0
CHE,QAT,4559.472,4530.428,0,0,0,0,0,0,0,0,8.424962106330629,0,0
CHE,RWA,5872.97,5870.256,0,1,1,0,0,0,0,0,8.67811574738756,0,1
CHE,SAU,4263.906,4095.492,0,0,0,0,0,0,0,0,8.357940920574542,0,0
CHE,SEN,4272.894,4272.245,0,1,1,0,0,0,0,0,8.36004662840911,0,1
CHE,SGP,10399.17,10375.44,0,0,0,0,0,0,0,0,9.249481274252354,0,0
CHE,SVK,742.9638,860.5142,0,0,0,0,0,0,0,0,6.610647322131102,0,0
CHE,SVN,549.97260000000006,553.1208,0,0,0,0,0,0,0,0,6.309868458803732,0,0
CHE,SWE,1546.508,1422.902,0,0,0,0,0,0,0,0,7.34375476508297,0,0
CHE,THA,9134.03,9118.068,0,0,0,0,0,0,0,0,9.119762278171343,0,0
