iso3c,country,year,SH.XPD.CHEX.GD.ZS,SH.MED.PHYS.ZS,SH.MED.NUMW.P3,SH.MED.BEDS.ZS,SP.DYN.LE00.IN,NY.GDP.PCAP.PP.KD,SP.POP.TOTL,SE.ADT.LITR.ZS,IT.NET.USER.ZS,GB.XPD.RSDV.GD.ZS,country_name_wdi,global_group,region,include_flag,who_name_override,wgi_name_override,notes.x,degree,strength,eigen,betweenness,closeness,local_clustering,network_density,network_clustering,network_components,life_expectancy,health_spending,physicians,nurses,hospital_beds,internet,gdp_pc_ppp,population,l_life_expectancy,l_degree,l_strength,l_eigen,l_network_density,l_network_clustering,GHED_EXTCHE_SHA2011,UHC_INDEX_REPORTED,UHC_SCI_CAPACITY,UHC_SCI_INFECT,UHC_SCI_NCD,UHC_SCI_RMNCH,SDGIHR,UHC_IHR,SDGIHR2018,SDGIHR2021,UHC_AVAILABILITY_SCORE,un_degree,un_strength,un_eigen,un_betweenness,un_closeness,un_local_clustering,un_network_density,un_network_clustering,un_network_components,notes.y,un_votes_total,un_votes_yes,un_votes_no,un_votes_abstain,un_yes_share,un_no_share,un_abstain_share,l_un_eigen,l_un_degree,l_un_strength,l_UHC_INDEX_REPORTED,l_SDGIHR2021,l_GHED_EXTCHE_SHA2011
BOL,Bolivia,2011,5.17306805,0.461,0.98,1.04,66.282,9554.44502529396,10348929,92.2300033569336,30,NA,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,3.701024772996749,0.4185887692778863,0.01175015460729746,0.1202878918129948,0.5333333333333333,0.07010101010101011,0.5503687423687423,1,66.282,5.17306805,0.461,0.98,1.04,30,9554.44502529396,10348929,66.003,0.06060606060606061,3.636723456914467,0.30159842500457623,0.06888888888888889,0.5486450771450773,4.65468597,51,37,50,66,57,35,35,NA,NA,NA,0.1111111111111111,10.113475130076749,0,0,0.4635164503039838,0.6727272727272727,0.1511111111111111,0.5839670612076229,2,NA,69,56,4,7,0.8115942028985508,0.05797101449275362,0.10144927536231883,0.3622927222866155,0.13131313131313133,12.454846052031083,50,NA,3.5904696
BOL,Bolivia,2012,5.2539444,0.6826,1.029,1.07,66.586,9884.46163420335,10515807,94.4599990844727,35.34,NA,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,3.705943798089912,0.4538207135559245,4.122861265718408e-4,0.11187983055818584,0.7333333333333333,0.0703030303030303,0.5691846486846484,1,66.586,5.2539444,0.6826,1.029,1.07,35.34,9884.46163420335,10515807,66.282,0.06060606060606061,3.701024772996749,0.4185887692778863,0.07010101010101011,0.5503687423687423,4.42234516,56,46,52,67,61,57,57,NA,NA,NA,0.1111111111111111,9.700696713150364,0.2925431041613605,0.0010307153164296,0.49836550072387303,0.4545454545454546,0.14767676767676766,0.5743485651536343,2,NA,74,63,5,6,0.8513513513513513,0.06756756756756757,0.08108108108108109,0,0.1111111111111111,10.113475130076749,51,NA,4.65468597
BOL,Bolivia,2013,5.57465124,0.9042,1.0779999999999998,1.09,66.777,10391.38337536,10682608,NA,36.99,NA,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.09090909090909093,5.668562706720802,0.31494324130056556,0.15955473098330242,0.1315101686724337,0.4722222222222222,0.0707070707070707,0.5518717393717393,1,66.777,5.57465124,0.9042,1.0779999999999998,1.09,36.99,10391.38337536,10682608,66.586,0.06060606060606061,3.705943798089912,0.4538207135559245,0.0703030303030303,0.5691846486846484,3.52861857,58,50,53,68,62,64,64,NA,NA,NA,0.13131313131313133,11.99738570564342,0,0.00144300144300144,0.49014624824976655,0.5256410256410257,0.14626262626262626,0.5773661662176333,2,NA,64,53,4,3,0.828125,0.0625,0.046875,0.2925431041613605,0.1111111111111111,9.700696713150364,56,NA,4.42234516
BOL,Bolivia,2014,5.89613628,1.1258,1.127,1.12,66.97,10790.8472899414,10848888,NA,34.6016202324676,NA,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.09090909090909093,5.589749495281573,0.2294655275099224,0.09544423830138116,0.13885060661414866,0.3888888888888889,0.0707070707070707,0.5188569763569765,1,66.97,5.89613628,1.1258,1.127,1.12,34.6016202324676,10790.8472899414,10848888,66.777,0.09090909090909093,5.668562706720802,0.31494324130056556,0.0707070707070707,0.5518717393717393,2.66771841,59,52,55,68,61,61,61,NA,NA,NA,0.13131313131313133,12.149108631358386,0.4328442371876101,0.0030921459492888,0.5110368839369094,0.5641025641025641,0.1480808080808081,0.5685760723090215,2,NA,80,72,4,1,0.9,0.05,0.0125,0,0.13131313131313133,11.99738570564342,58,NA,3.52861857
BOL,Bolivia,2015,6.55064964,1.3474,1.176,1.18,67.205,11144.6415727207,11014705,92.4599990844727,37.4868176324391,NA,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.08080808080808081,4.667184370205667,0.7253116507095829,0.12121212121212122,0.1337473080435826,0.32142857142857145,0.0694949494949495,0.5312016317016317,1,67.205,6.55064964,1.3474,1.176,1.18,37.4868176324391,11144.6415727207,11014705,66.97,0.09090909090909093,5.589749495281573,0.2294655275099224,0.0707070707070707,0.5188569763569765,3.0737884,61,57,57,69,61,67,71,NA,NA,NA,0.16161616161616163,14.73242325664599,0.25310071864654227,0.0020614306328592,0.4664306901660429,0.4,0.1480808080808081,0.567153062995985,2,NA,78,70,3,5,0.8974358974358975,0.03846153846153846,0.0641025641025641,0.4328442371876101,0.13131313131313133,12.149108631358386,59,NA,2.66771841
BOL,Bolivia,2016,6.83333063,1.569,1.103,1.23,67.392,11448.0218032246,11180020,NA,39.69749832,NA,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,3.435604478930949,0.06512408228266067,0.0010307153164296,0.13132352858238738,0.6666666666666667,0.0707070707070707,0.5094756909756909,1,67.392,6.83333063,1.569,1.103,1.23,39.69749832,11448.0218032246,11180020,67.205,0.08080808080808081,4.667184370205667,0.7253116507095829,0.0694949494949495,0.5312016317016317,3.23860908,64,62,58,69,68,77,77,NA,NA,NA,0.12121212121212122,10.829754472550633,0,0.00185528756957328,0.5010224384337002,0.4545454545454546,0.14727272727272728,0.5836588265094463,3,NA,81,69,6,4,0.8518518518518519,0.07407407407407407,0.04938271604938271,0.25310071864654227,0.16161616161616163,14.73242325664599,61,NA,3.0737884
BOL,Bolivia,2017,6.4901948,1.016,1.538,1.26,67.536,11755.2556195885,11344587,NA,43.83229828,0.07627,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.09090909090909093,5.2341935507504544,0.09598456297706232,0.08142650999793857,0.12805961889137427,0.4444444444444444,0.07131313131313131,0.515988566988567,1,67.536,6.4901948,1.016,1.538,1.26,43.83229828,11755.2556195885,11344587,67.392,0.06060606060606061,3.435604478930949,0.06512408228266067,0.0707070707070707,0.5094756909756909,2.30387115,65,61,60,70,68,76.38551,NA,NA,NA,NA,0.13131313131313133,12.082858752451738,0.29600149814397403,0.0030921459492888,0.49763706382196704,0.5,0.15515151515151515,0.5244679341559909,2,NA,94,82,3,4,0.8723404255319149,0.03191489361702127,0.0425531914893617,0,0.12121212121212122,10.829754472550633,64,NA,3.23860908
BOL,Bolivia,2018,6.60399437,1.052,1.4665,1.26,67.699,11920.3135079645,11508368,NA,44.2861422024283,NA,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,3.4181693951181167,0.254164597032238,0.0111317254174397,0.11982082109012504,0.6,0.0698989898989899,0.5123425463425463,1,67.699,6.60399437,1.052,1.4665,1.26,44.2861422024283,11920.3135079645,11508368,67.536,0.09090909090909093,5.2341935507504544,0.09598456297706232,0.07131313131313131,0.515988566988567,1.62937176,65,59,62,70,69,NA,NA,NA,NA,NA,0.13131313131313133,11.907218614528002,0.37531521517257294,0.00123685837971552,0.516051059123288,0.6153846153846154,0.1541414141414141,0.5837201396663696,2,NA,107,95,6,3,0.8878504672897196,0.05607476635514018,0.02803738317757009,0.29600149814397403,0.13131313131313133,12.082858752451738,65,NA,2.30387115
BOL,Bolivia,2019,6.88792992,1.088,1.395,1.28,67.82,11930.9159145918,11671386,NA,47.4748191121692,0.06643,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,3.3372959207221315,0.1690899967766087,0.0041228612657184,0.11550914026678571,0.6,0.07010101010101011,0.5263535353535355,1,67.82,6.88792992,1.088,1.395,1.28,47.4748191121692,11930.9159145918,11671386,67.699,0.06060606060606061,3.4181693951181167,0.254164597032238,0.0698989898989899,0.5123425463425463,1.13371396,65,57,64,70,68,NA,NA,NA,NA,NA,0.23232323232323232,21.739199818727577,0.4800628821781231,0.02618016903731189,0.5743941471564964,0.34782608695652173,0.15515151515151515,0.5745765785824234,2,NA,100,82,0,6,0.82,0,0.06,0.37531521517257294,0.13131313131313133,11.907218614528002,65,NA,1.62937176
BOL,Bolivia,2020,8.0225811,0.961,1.465,1.37,62.906,10285.6590750222,11816299,93.8499984741211,59.94010155,NA,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.0707070707070707,3.874378417654309,0.2861293144776792,0.01175015460729746,0.1292880010878423,0.4761904761904762,0.0692929292929293,0.5278253968253971,1,62.906,8.0225811,0.961,1.465,1.37,59.94010155,10285.6590750222,11816299,67.82,0.06060606060606061,3.3372959207221315,0.1690899967766087,0.07010101010101011,0.5263535353535355,2.76030016,65,56,65,71,67,NA,NA,58,NA,NA,0.12121212121212122,11.212091274420844,0.29715479773733605,2.061430632859204e-4,0.5148620888086225,0.5909090909090909,0.15393939393939393,0.5619930364020704,2,NA,100,91,2,5,0.91,0.02,0.05,0.4800628821781231,0.23232323232323232,21.739199818727577,65,NA,1.13371396
BOL,Bolivia,2021,8.16016769,1.284,1.624,1.37,61.427,11202.4409836707,11937360,NA,65.9773785,0.06308,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.08080808080808081,4.431163353293966,0.4663037665121829,0.06534735106163678,0.12791148550459597,0.42857142857142855,0.0692929292929293,0.5189184704184704,1,61.427,8.16016769,1.284,1.624,1.37,65.9773785,11202.4409836707,11937360,62.906,0.0707070707070707,3.874378417654309,0.2861293144776792,0.0692929292929293,0.5278253968253971,1.45821679,66,57,67,71,69,NA,NA,NA,56,NA,0.13131313131313133,11.650984087509144,0.28982597106364705,0,0.5192131703647093,0.5512820512820512,0.15838383838383838,0.5698327018659896,2,NA,86,75,4,7,0.872093023255814,0.04651162790697674,0.08139534883720931,0.29715479773733605,0.12121212121212122,11.212091274420844,65,NA,2.76030016
BOL,Bolivia,2022,7.15933084,1.284,1.624,1.39,67.434,11487.7148799194,12077154,NA,72.62270355,NA,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.101010101010101,5.360482708299246,0.7253327258784104,0.02865388579674294,0.1246542977389062,0.4222222222222222,0.0696969696969697,0.5222475302475303,1,67.434,7.15933084,1.284,1.624,1.39,72.62270355,11487.7148799194,12077154,61.427,0.08080808080808081,4.431163353293966,0.4663037665121829,0.0692929292929293,0.5189184704184704,5.79813433,68,62,69,71,69,NA,NA,NA,70,NA,0.13131313131313133,11.423246010965578,0,0.0010307153164296,0.4726865117759194,0.5128205128205129,0.14949494949494951,0.5797473993311509,2,NA,89,72,5,9,0.8089887640449438,0.05617977528089887,0.10112359550561796,0.28982597106364705,0.13131313131313133,11.650984087509144,66,56,1.45821679
BOL,Bolivia,2023,6.91864729,1.284,1.624,1.49,68.581,11616.1575595159,12244159,95.5500030517578,77.30039978,NA,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.101010101010101,5.516362550860869,0.7412392408849813,0.04864976293547722,0.12408690625165926,0.4,0.0703030303030303,0.5162481407481407,1,68.581,6.91864729,1.284,1.624,1.49,77.30039978,11616.1575595159,12244159,67.434,0.101010101010101,5.360482708299246,0.7253327258784104,0.0696969696969697,0.5222475302475303,1.22657216,67,56,70,72,69,NA,NA,NA,47.6,69,0.12121212121212122,10.695809233703972,0.355471758784047,0,0.47488084652198415,0.5303030303030303,0.1507070707070707,0.5527544662005557,2,NA,88,67,3,7,0.7613636363636364,0.03409090909090909,0.07954545454545454,0,0.13131313131313133,11.423246010965578,68,70,5.79813433
BOL,Bolivia,2024,6.91864729,1.284,1.624,1.49,68.739,11329.1518061536,12413315,96.7300033569336,79.70469666,NA,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.101010101010101,5.57118870406719,0.7028277889444193,0.06740878169449598,0.13333673709080535,0.4222222222222222,0.0707070707070707,0.520127705627706,1,68.739,6.91864729,1.284,1.624,1.49,79.70469666,11329.1518061536,12413315,68.581,0.101010101010101,5.516362550860869,0.7412392408849813,0.0703030303030303,0.5162481407481407,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,0.13131313131313133,11.742585755054217,0.28092275642611586,0,0.4979322509460708,0.4743589743589744,0.15313131313131317,0.5615596418994362,2,NA,95,80,2,9,0.8421052631578947,0.02105263157894736,0.09473684210526316,0.355471758784047,0.12121212121212122,10.695809233703972,67,47.6,1.22657216
BRA,Brazil,2004,8.12491989,1.87,3.756,2.52,71.361,14911.260960772,182675143,88.620002746582,19.073672274442,0.96343,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.0707070707070707,3.364005704658097,0.11874752400551417,0.3555967841682127,0.13851313856798242,0.4761904761904762,0.0703030303030303,0.5013412698412696,1,71.361,8.12491989,1.87,3.756,2.52,19.073672274442,14911.260960772,182675143,NA,NA,NA,NA,NA,NA,0.53066915,73,79,77,64,74,NA,NA,NA,NA,NA,0.1111111111111111,9.637387150648264,0,0.00247371675943104,0.48339407429169934,0.34545454545454546,0.15393939393939393,0.5900062761855849,2,NA,73,63,0,10,0.863013698630137,0,0.136986301369863,NA,NA,NA,NA,NA,NA
BRA,Brazil,2005,8.03539562,1.87,4.1898888888888886,2.52,71.832,15221.0138281917,184688101,NA,21.022747248827,1.00247,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,2.809618597666516,0.20472090257847225,0,0.1119946335876129,0.6,0.07010101010101011,0.5399432234432231,1,71.832,8.03539562,1.87,4.1898888888888886,2.52,21.022747248827,15221.0138281917,184688101,71.361,0.0707070707070707,3.364005704658097,0.11874752400551417,0.0703030303030303,0.5013412698412696,0.06741625,74,81,77,65,75,NA,NA,NA,NA,NA,0.13131313131313133,11.744570234319548,0,2.061430632859204e-4,0.512478188573546,0.5,0.15313131313131317,0.6098658794170678,2,NA,75,69,1,5,0.92,0.01333333333333333,0.06666666666666667,0,0.1111111111111111,9.637387150648264,73,NA,0.53066915
BRA,Brazil,2006,8.24952507,1.87,4.623777777777778,2.48,72.296,15657.4795714009,186653106,89.620002746582,28.17840004,0.98807,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,2.6587182438439907,0.24065861837560723,0.00989486703772418,0.11723845555278029,0.6,0.0698989898989899,0.5350836940836942,1,72.296,8.24952507,1.87,4.623777777777778,2.48,28.17840004,15657.4795714009,186653106,71.832,0.06060606060606061,2.809618597666516,0.20472090257847225,0.07010101010101011,0.5399432234432231,0.10612676,75,81,78,65,76,NA,NA,NA,NA,NA,0.12121212121212122,11.264353145594187,2.140993736495483e-15,0,0.4877195639981282,0.5909090909090909,0.1496969696969697,0.5817354365182462,2,NA,101,93,0,8,0.9207920792079208,0,0.07920792079207921,0,0.13131313131313133,11.744570234319548,74,NA,0.06741625
BRA,Brazil,2007,8.20182991,1.87,5.057666666666666,2.5,72.73,16440.5837398046,188552320,90.0100021362305,30.87999916,1.08138,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,2.63610186130145,0.09982225434042678,0,0.1162971724523942,0.6666666666666667,0.0698989898989899,0.549696026196026,1,72.73,8.20182991,1.87,5.057666666666666,2.5,30.87999916,16440.5837398046,188552320,72.296,0.06060606060606061,2.6587182438439907,0.24065861837560723,0.0698989898989899,0.5350836940836942,0.08170748,75,81,79,66,76,NA,NA,NA,NA,NA,0.15151515151515152,13.981869860097708,0,0.00151171579743008,0.48423086079997496,0.4761904761904762,0.1496969696969697,0.608370138089276,2,NA,79,74,0,5,0.9367088607594936,0,0.06329113924050633,2.140993736495483e-15,0.12121212121212122,11.264353145594187,75,NA,0.10612676
BRA,Brazil,2008,8.01128483,1.87,5.491555555555555,2.6,73.111,17113.3679822772,190367302,90.0400009155273,33.83,1.12904,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.0505050505050505,2.277529278988912,0.101905051424563,0,0.11169852980517755,0.9,0.07050505050505051,0.5349568209568212,1,73.111,8.01128483,1.87,5.491555555555555,2.6,33.83,17113.3679822772,190367302,72.73,0.06060606060606061,2.63610186130145,0.09982225434042678,0.0698989898989899,0.549696026196026,0.05353876,76,81,80,67,76,NA,NA,NA,NA,NA,0.101010101010101,9.3442822590191,0,0,0.45684292990899505,0.6000000000000001,0.14505050505050504,0.5963073185196275,2,NA,78,70,0,7,0.8974358974358975,0,0.08974358974358974,0,0.15151515151515152,13.981869860097708,75,NA,0.08170748
BRA,Brazil,2009,8.39480495,1.87,5.9254444444444445,2.58,73.457,16939.4407809047,192079951,90.3000030517578,39.22,1.11866,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.0505050505050505,2.2115989042963795,0.0215659391569544,0.00762729334157905,0.12020099895750937,0.7,0.0707070707070707,0.5610075480075479,1,73.457,8.39480495,1.87,5.9254444444444445,2.58,39.22,16939.4407809047,192079951,73.111,0.0505050505050505,2.277529278988912,0.101905051424563,0.07050505050505051,0.5349568209568212,0.14908519,76,81,81,68,77,NA,NA,NA,NA,NA,0.13131313131313133,12.483618923876824,1.2368665083593393e-15,0,0.47524209747758434,0.6538461538461539,0.14686868686868687,0.5974254347005826,2,NA,68,62,0,6,0.9117647058823528,0,0.08823529411764706,0,0.101010101010101,9.3442822590191,76,NA,0.05353876
BRA,Brazil,2010,7.94516611,1.87,6.359333333333333,2.59,73.779,18062.158110224,193701929,90.379997253418,40.65,1.15992,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,2.513336658176065,0.1752248222319277,0.01814058956916099,0.12199965608747489,0.4666666666666667,0.06888888888888889,0.5486450771450773,1,73.779,7.94516611,1.87,6.359333333333333,2.59,40.65,18062.158110224,193701929,73.457,0.0505050505050505,2.2115989042963795,0.0215659391569544,0.0707070707070707,0.5610075480075479,0.24594215,77,81,82,68,77,53,53,NA,NA,NA,0.13131313131313133,12.180319581224534,0.26310004844869483,0.00164914450628736,0.5332156221104155,0.4358974358974359,0.1434343434343434,0.5894803740581499,2,NA,72,66,0,5,0.9166666666666666,0,0.06944444444444445,1.2368665083593393e-15,0.13131313131313133,12.483618923876824,76,NA,0.14908519
BRA,Brazil,2011,7.78819132,1.87,6.793222222222222,2.55,74.047,18627.8104527933,195284734,91.4100036621094,45.69,1.13966,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,2.523677994088827,0.22984329283746255,0.00968872397443826,0.1223697862351167,0.4666666666666667,0.07010101010101011,0.5503687423687423,1,74.047,7.78819132,1.87,6.793222222222222,2.55,45.69,18627.8104527933,195284734,73.779,0.06060606060606061,2.513336658176065,0.1752248222319277,0.06888888888888889,0.5486450771450773,0.33908296,80,93,82,69,77,81,81,NA,NA,NA,0.16161616161616163,14.96676393553076,0,0.00556586270871985,0.5398231006235472,0.4166666666666667,0.1511111111111111,0.5839670612076229,2,NA,69,64,0,5,0.927536231884058,0,0.07246376811594203,0.26310004844869483,0.13131313131313133,12.180319581224534,77,NA,0.24594215
BRA,Brazil,2012,7.73637724,1.888,7.22711111111111,2.51,74.335,18832.2195524356,196876111,91.3399963378906,48.56,1.12684,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,2.5018472465325874,0.19771494510278023,0.04390847247990105,0.12206498885309926,0.5333333333333333,0.0703030303030303,0.5691846486846484,1,74.335,7.73637724,1.888,7.22711111111111,2.51,48.56,18832.2195524356,196876111,74.047,0.06060606060606061,2.523677994088827,0.22984329283746255,0.07010101010101011,0.5503687423687423,0.12457065,81,95,83,70,77,NA,NA,NA,NA,NA,0.18181818181818185,16.791047216357125,0.5243695419944865,2.061430632859204e-4,0.5246443055373119,0.5032679738562091,0.14767676767676766,0.5743485651536343,2,NA,74,71,0,3,0.9594594594594594,0,0.04054054054054054,0,0.16161616161616163,14.96676393553076,80,NA,0.33908296
BRA,Brazil,2013,7.9766016,1.906,7.661,2.49,74.609,19241.5059814525,198478299,91.4800033569336,51.04,1.19567,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,2.476966830323993,0.02946101301559712,0.2554112554112554,0.14150499060059324,0.2,0.0707070707070707,0.5518717393717393,1,74.609,7.9766016,1.906,7.661,2.49,51.04,19241.5059814525,198478299,74.335,0.06060606060606061,2.5018472465325874,0.19771494510278023,0.0703030303030303,0.5691846486846484,0.06794302,81,96,84,70,77,89,89,NA,NA,NA,0.12121212121212122,11.314612187639026,0,4.122861265718408e-4,0.5110837284206776,0.4393939393939394,0.14626262626262626,0.5773661662176333,2,NA,64,59,0,5,0.921875,0,0.078125,0.5243695419944865,0.18181818181818185,16.791047216357125,81,NA,0.12457065
BRA,Brazil,2014,8.39644146,1.979,8.906,2.48,74.823,19183.1727445223,200085127,91.7300033569336,54.5510018796392,1.26971,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,2.305143119989615,0.01502537549759218,0.2554112554112554,0.14487893670077173,0.06666666666666667,0.0707070707070707,0.5188569763569765,1,74.823,8.39644146,1.979,8.906,2.48,54.5510018796392,19183.1727445223,200085127,74.609,0.06060606060606061,2.476966830323993,0.02946101301559712,0.0707070707070707,0.5518717393717393,0.13800363,82,99,85,71,77,96,96,NA,NA,NA,0.1414141414141414,13.025775931263938,0.5762161029152251,0.00453514739229024,0.5335945703088989,0.3956043956043957,0.1480808080808081,0.5685760723090215,2,NA,80,75,0,5,0.9375,0,0.0625,0,0.12121212121212122,11.314612187639026,81,NA,0.06794302
BRA,Brazil,2015,8.90929985,2.052,9.234,2.39,75.106,18357.0690615421,201675532,92.0500030517578,58.3279517340924,1.28464,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,2.261661475503233,0.07086908031429082,0.233147804576376,0.13874304387744754,0.06666666666666667,0.0694949494949495,0.5312016317016317,1,75.106,8.90929985,2.052,9.234,2.39,58.3279517340924,18357.0690615421,201675532,74.823,0.06060606060606061,2.305143119989615,0.01502537549759218,0.0707070707070707,0.5188569763569765,0.07879469,83,99,86,72,78,97,99,NA,NA,NA,0.26262626262626265,24.585252972879825,0.8383547128882072,0.01742596028310314,0.607137936047563,0.35384615384615387,0.1480808080808081,0.567153062995985,2,NA,78,75,0,3,0.9615384615384616,0,0.03846153846153846,0.5762161029152251,0.1414141414141414,13.025775931263938,82,NA,0.13800363
BRA,Brazil,2016,9.16901684,2.125,9.487,2.36,75.081,17620.9272434403,203218114,92.8099975585938,60.8725400681261,1.19584,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,2.228190672841089,0.00943827970335565,0.1886209029066172,0.14035437448936655,0.13333333333333333,0.0707070707070707,0.5094756909756909,1,75.081,9.16901684,2.125,9.487,2.36,60.8725400681261,17620.9272434403,203218114,75.106,0.06060606060606061,2.261661475503233,0.07086908031429082,0.0694949494949495,0.5312016317016317,0.07913554,83,99,86,72,78,97,97,NA,NA,NA,0.1919191919191919,17.829202056923577,0,0.01144094001236858,0.5386219405635241,0.43859649122807015,0.14727272727272728,0.5836588265094463,3,NA,81,76,0,4,0.9382716049382716,0,0.04938271604938271,0.8383547128882072,0.26262626262626265,24.585252972879825,83,NA,0.07879469
BRA,Brazil,2017,9.47125053,2.198,9.886,2.34,75.383,17724.4799577815,204703445,93.0800018310547,67.4712845236305,1.1175,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.0505050505050505,1.886840203002832,0.0010892608076511,0.09606266749123892,0.11994922654895916,0.4,0.07131313131313131,0.515988566988567,1,75.383,9.47125053,2.198,9.886,2.34,67.4712845236305,17724.4799577815,204703445,75.081,0.06060606060606061,2.228190672841089,0.00943827970335565,0.0707070707070707,0.5094756909756909,0.06618059,83,99,87,73,77,96.141,NA,NA,NA,NA,0.12121212121212122,11.17755638461114,0.3827702338380144,4.122861265718408e-4,0.5111124805193743,0.5909090909090909,0.15515151515151515,0.5244679341559909,2,NA,94,85,0,8,0.9042553191489362,0,0.0851063829787234,0,0.1919191919191919,17.829202056923577,83,NA,0.07913554
BRA,Brazil,2018,9.46475029,2.2744999999999997,10.28,2.3,75.633,17917.7492122925,206107261,93.2300033569336,70.4342825404361,1.15016,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.0505050505050505,1.889387046662566,0.00852654147417529,0.08348794063079777,0.11421437793695524,0.4,0.0698989898989899,0.5123425463425463,1,75.633,9.46475029,2.2744999999999997,10.28,2.3,70.4342825404361,17917.7492122925,206107261,75.383,0.0505050505050505,1.886840203002832,0.0010892608076511,0.07131313131313131,0.515988566988567,0.08539423,83,95,88,73,78,NA,NA,87,NA,NA,0.1111111111111111,9.946051876854645,0.3126347513255231,0,0.44731145580699705,0.8,0.1541414141414141,0.5837201396663696,2,NA,107,93,0,14,0.8691588785046729,0,0.1308411214953271,0.3827702338380144,0.12121212121212122,11.17755638461114,83,NA,0.06618059
BRA,Brazil,2019,9.61449146,2.351,4.321,2.29,75.809,18018.62091495,207455459,93.8926266999537,73.9124399133589,1.15115,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.0505050505050505,2.54695856697558,0.05907193442877723,0,0.1115135959823185,0.7,0.07010101010101011,0.5263535353535355,1,75.809,9.61449146,2.351,4.321,2.29,73.9124399133589,18018.62091495,207455459,75.633,0.0505050505050505,1.889387046662566,0.00852654147417529,0.0698989898989899,0.5123425463425463,0.14585835,83,95,89,74,77,NA,NA,87,NA,NA,0.101010101010101,7.676256143569494,0.21218476063525313,0,0.4062782475393461,0.7555555555555555,0.15515151515151515,0.5745765785824234,2,NA,100,72,7,20,0.72,0.07,0.2,0.3126347513255231,0.1111111111111111,9.946051876854645,83,NA,0.08539423
BRA,Brazil,2020,9.62326527,2.271,4.9795,2.49,74.506,17327.5157248143,208660842,94.7444114331042,81.34269353,1.21907,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA,0.06060606060606061,3.0968243071168535,0.08981381949749154,0.00803957946815089,0.11974216755191051,0.6666666666666667,0.0692929292929293,0.5278253968253971,1,74.506,9.62326527,2.271,4.9795,2.49,81.34269353,17327.5157248143,208660842,75.809,0.0505050505050505,2.54695856697558,0.05907193442877723,0.07010101010101011,0.5263535353535355,0.15294783,84,97,89,74,78,NA,NA,92,NA,NA,0.101010101010101,8.146617393446661,0.15399053104483074,0,0.42523127221633944,0.4666666666666667,0.15393939393939393,0.5619930364020704,2,NA,100,77,7,16,0.77,0.07,0.16,0.21218476063525313,0.101010101010101,7.676256143569494,83,NA,0.14585835
