iso3c,country_name_wdi,global_group,region,year,GHED_EXTCHE_SHA2011,UHC_INDEX_REPORTED,UHC_SCI_CAPACITY,UHC_SCI_INFECT,UHC_SCI_NCD,UHC_SCI_RMNCH,SDGIHR,UHC_IHR,SDGIHR2018,SDGIHR2021,UHC_AVAILABILITY_SCORE
AGO,Angola,Global South,Sub-Saharan Africa,2004,1.92934799,30,31,11,56,41,NA,NA,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2005,3.03782797,31,32,12,57,42,NA,NA,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2006,5.85645962,34,33,17,57,42,NA,NA,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2007,2.69763899,37,33,23,58,43,NA,NA,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2008,2.4888041,38,34,25,58,43,NA,NA,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2009,3.82744431,38,35,23,58,44,NA,NA,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2010,3.24644613,38,34,25,58,44,NA,NA,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2011,2.8612268,39,33,26,58,45,41,41,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2012,2.17543125,37,32,23,58,45,NA,NA,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2013,2.56596041,37,31,24,59,45,41,41,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2014,3.17014694,37,23,32,59,45,18,18,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2015,2.67032242,39,29,31,59,45,NA,NA,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2016,3.64164376,40,32,31,59,45,NA,NA,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2017,3.11478901,42,33,34,59,45,75.23131,NA,NA,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2018,3.63668633,41,29,37,59,46,NA,NA,59,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2019,3.95930076,45,35,42,60,45,NA,NA,63,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2020,5.42787266,43,40,33,60,45,NA,NA,65,NA,NA
AGO,Angola,Global South,Sub-Saharan Africa,2021,4.63837242,38,36,22,60,44,NA,NA,NA,40,NA
AGO,Angola,Global South,Sub-Saharan Africa,2022,4.6001029,45,44,35,60,44,NA,NA,NA,58,NA
AGO,Angola,Global South,Sub-Saharan Africa,2023,7.16891336,44,44,32,60,46,NA,NA,NA,57.4667,50
AGO,Angola,Global South,Sub-Saharan Africa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2004,0,74,66,99,66,68,NA,NA,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2005,0,71,58,99,66,68,NA,NA,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2006,0,71,59,99,66,68,NA,NA,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2007,0,72,62,99,66,67,NA,NA,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2008,0,72,62,99,67,67,NA,NA,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2009,0,73,62,99,67,68,NA,NA,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2010,0,72,60,99,67,68,36,36,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2011,0,74,68,99,67,68,50,50,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2012,0,76,71,99,68,68,56,56,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2013,0,79,85,99,68,69,88,88,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2014,0,80,87,99,69,69,92,92,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2015,0,81,90,99,70,70,91,97,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2016,0,81,89,99,70,70,91,91,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2017,0,82,92,99,71,70,96.78419,NA,NA,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2018,0,83,94,99,71,70,NA,NA,95,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2019,0,84,99,99,71,71,NA,NA,96,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2020,0,84,99,99,71,71,NA,NA,96,NA,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2021,0,84,99,99,72,71,NA,NA,NA,96,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2022,0,84,99,99,72,72,NA,NA,NA,96,NA
ARE,United Arab Emirates,Global South,Middle East & North Africa,2023,0,84,99,99,72,72,NA,NA,NA,96.4667,46
ARE,United Arab Emirates,Global South,Middle East & North Africa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA
ARG,Argentina,Global South,Latin America & Caribbean,2004,6.38245106,76,88,89,51,85,NA,NA,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2005,1.14268863,77,88,90,51,85,NA,NA,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2006,0.32325107,77,88,90,52,85,NA,NA,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2007,0.2284378,77,88,91,53,85,NA,NA,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2008,0.9191671,78,88,91,53,85,NA,NA,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2009,0.28448448,78,88,92,54,86,NA,NA,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2010,0.29401135,78,88,92,54,86,NA,NA,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2011,0.57295054,78,88,93,55,85,67,67,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2012,0.51738495,79,89,93,55,86,71,71,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2013,0.43962157,80,91,93,56,86,75,75,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2014,0.52156353,80,93,94,56,86,80,80,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2015,0.28263763,81,94,94,56,86,84,83,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2016,0.27628496,81,91,95,57,86,76,76,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2017,0.44146815,80,89,95,57,86,70.22102,NA,NA,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2018,0.28340268,79,86,95,57,86,NA,NA,64,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2019,0.22825752,79,85,95,57,86,NA,NA,61,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2020,0.20173614,79,86,95,58,85,NA,NA,64,NA,NA
ARG,Argentina,Global South,Latin America & Caribbean,2021,1.11232448,80,87,95,58,85,NA,NA,NA,65,NA
ARG,Argentina,Global South,Latin America & Caribbean,2022,1.21251702,80,88,95,58,85,NA,NA,NA,67,NA
ARG,Argentina,Global South,Latin America & Caribbean,2023,0.84831756,80,86,95,58,84,NA,NA,NA,64.1333,85
ARG,Argentina,Global South,Latin America & Caribbean,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA
AUS,Australia,Global North,East Asia & Pacific,2004,0,86,98,100,65,86,NA,NA,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2005,0,86,98,100,66,86,NA,NA,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2006,0,86,98,100,66,86,NA,NA,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2007,0,87,98,100,67,86,NA,NA,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2008,0,87,98,100,68,86,NA,NA,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2009,0,87,98,100,69,87,NA,NA,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2010,0,88,98,100,69,87,93,93,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2011,0,88,98,100,70,87,95,95,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2012,0,89,100,100,70,88,99,99,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2013,0,89,99,100,71,88,98,98,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2014,0,89,100,100,71,88,99,99,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2015,0,89,100,100,72,88,100,100,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2016,0,89,100,100,72,88,100,100,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2017,0,89,100,100,72,88,99.67949,NA,NA,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2018,0,89,97,100,72,88,NA,NA,90,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2019,0,89,97,100,72,88,NA,NA,92,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2020,0,89,97,100,73,88,NA,NA,92,NA,NA
AUS,Australia,Global North,East Asia & Pacific,2021,0,89,96,100,73,88,NA,NA,NA,88,NA
AUS,Australia,Global North,East Asia & Pacific,2022,0,89,96,100,74,88,NA,NA,NA,89,NA
AUS,Australia,Global North,East Asia & Pacific,2023,0,89,96,100,74,88,NA,NA,NA,89.3333,62
AUS,Australia,Global North,East Asia & Pacific,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA
AUT,Austria,Global North,Europe,2004,0,75,95,100,39,86,NA,NA,NA,NA,NA
AUT,Austria,Global North,Europe,2005,0,76,95,100,41,87,NA,NA,NA,NA,NA
AUT,Austria,Global North,Europe,2006,0,77,95,100,43,87,NA,NA,NA,NA,NA
AUT,Austria,Global North,Europe,2007,0,78,95,100,44,87,NA,NA,NA,NA,NA
AUT,Austria,Global North,Europe,2008,0,79,95,100,46,88,NA,NA,NA,NA,NA
AUT,Austria,Global North,Europe,2009,0,79,95,100,47,88,NA,NA,NA,NA,NA
AUT,Austria,Global North,Europe,2010,0,80,95,100,49,88,86,86,NA,NA,NA
AUT,Austria,Global North,Europe,2011,0,81,99,100,50,89,96,96,NA,NA,NA
AUT,Austria,Global North,Europe,2012,0,82,98,100,51,89,93,93,NA,NA,NA
AUT,Austria,Global North,Europe,2013,0,82,97,100,53,89,90,90,NA,NA,NA
AUT,Austria,Global North,Europe,2014,0,83,97,100,54,89,91,91,NA,NA,NA
AUT,Austria,Global North,Europe,2015,0,83,95,100,55,89,86,87,NA,NA,NA
AUT,Austria,Global North,Europe,2016,0,83,95,100,56,89,87,87,NA,NA,NA
AUT,Austria,Global North,Europe,2017,0,82,88,100,57,89,68.21569,NA,NA,NA,NA
AUT,Austria,Global North,Europe,2018,0,81,84,100,58,90,NA,NA,59,NA,NA
AUT,Austria,Global North,Europe,2019,0,82,88,100,59,90,NA,NA,67,NA,NA
AUT,Austria,Global North,Europe,2020,0,83,88,100,60,90,NA,NA,67,NA,NA
AUT,Austria,Global North,Europe,2021,0,84,89,100,61,90,NA,NA,NA,71,NA
AUT,Austria,Global North,Europe,2022,0,84,88,100,61,90,NA,NA,NA,69,NA
AUT,Austria,Global North,Europe,2023,0,84,88,100,62,90,NA,NA,NA,66.9333,46
AUT,Austria,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2004,1.79095173,55,81,72,52,30,NA,NA,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2005,0.90798372,55,81,74,53,30,NA,NA,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2006,1.69901407,56,81,75,54,30,NA,NA,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2007,1.71516812,57,81,76,54,30,NA,NA,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2008,1.21341121,57,81,78,55,31,NA,NA,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2009,1.1386584,58,81,79,56,31,NA,NA,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2010,1.39608955,58,81,80,57,31,53,53,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2011,1.30513859,61,92,82,57,32,79,79,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2012,1.69985044,62,93,83,58,33,NA,NA,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2013,0.74111837,63,94,85,58,34,84,84,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2014,0.9624505,63,94,86,59,34,84,84,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2015,0.78633606,64,94,87,59,35,NA,NA,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2016,0.46450466,65,94,89,59,35,NA,NA,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2017,0.61537313,65,94,90,60,35,NA,NA,NA,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2018,0.60899526,65,94,92,60,36,NA,NA,83,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2019,0.29085997,66,95,93,60,36,NA,NA,87,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2020,0.23827933,67,95,94,61,36,NA,NA,86,NA,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2021,0.36661896,67,94,96,61,37,NA,NA,NA,84,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2022,3.38204932,67,93,97,61,37,NA,NA,NA,81,NA
AZE,Azerbaijan,Global South,Europe & Central Asia,2023,0.43997195,67,87,98,61,38,NA,NA,NA,64.5333,64
AZE,Azerbaijan,Global South,Europe & Central Asia,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA
BEL,Belgium,Global North,Europe,2004,0,82,90,99,58,89,NA,NA,NA,NA,NA
BEL,Belgium,Global North,Europe,2005,0,83,90,99,58,89,NA,NA,NA,NA,NA
BEL,Belgium,Global North,Europe,2006,0,83,90,99,59,90,NA,NA,NA,NA,NA
BEL,Belgium,Global North,Europe,2007,0,83,90,99,59,90,NA,NA,NA,NA,NA
BEL,Belgium,Global North,Europe,2008,0,84,90,99,60,91,NA,NA,NA,NA,NA
BEL,Belgium,Global North,Europe,2009,0,84,90,99,60,91,NA,NA,NA,NA,NA
BEL,Belgium,Global North,Europe,2010,0,84,90,99,61,91,74,74,NA,NA,NA
BEL,Belgium,Global North,Europe,2011,0,84,90,99,61,91,74,74,NA,NA,NA
BEL,Belgium,Global North,Europe,2012,0,85,94,99,62,91,82,82,NA,NA,NA
BEL,Belgium,Global North,Europe,2013,0,85,93,99,62,92,81,81,NA,NA,NA
BEL,Belgium,Global North,Europe,2014,0,85,94,99,63,92,82,82,NA,NA,NA
BEL,Belgium,Global North,Europe,2015,0,86,94,99,63,92,82,82,NA,NA,NA
BEL,Belgium,Global North,Europe,2016,0,86,94,99,63,92,82,82,NA,NA,NA
BEL,Belgium,Global North,Europe,2017,0,86,94,99,64,92,82.90359,NA,NA,NA,NA
BEL,Belgium,Global North,Europe,2018,0,86,93,99,64,92,NA,NA,80,NA,NA
BEL,Belgium,Global North,Europe,2019,0,86,94,99,64,92,NA,NA,84,NA,NA
BEL,Belgium,Global North,Europe,2020,0,86,93,99,65,92,NA,NA,81,NA,NA
BEL,Belgium,Global North,Europe,2021,0,85,88,99,65,92,NA,NA,NA,67,NA
BEL,Belgium,Global North,Europe,2022,0.01197532,85,86,99,65,92,NA,NA,NA,63,NA
BEL,Belgium,Global North,Europe,2023,0.01125566,86,91,99,66,92,NA,NA,NA,76.1333,69
BEL,Belgium,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA
BGD,Bangladesh,Global South,South Asia,2004,10.01664925,28,21,30,25,38,NA,NA,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2005,9.45324707,30,21,31,27,42,NA,NA,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2006,8.1403017,31,21,33,29,46,NA,NA,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2007,8.05371952,33,22,35,31,50,NA,NA,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2008,8.34587193,34,23,37,32,51,NA,NA,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2009,9.39119339,36,25,39,33,51,NA,NA,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2010,8.98498154,37,26,41,35,52,68,68,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2011,8.60315228,38,26,42,36,53,60,60,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2012,9.1232996,40,28,44,37,53,67,67,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2013,9.00814438,41,29,46,38,55,77,77,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2014,8.34512901,43,32,48,39,59,82,82,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2015,7.78335238,45,35,50,40,59,85,88,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2016,6.1627984,46,35,52,41,60,76,76,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2017,6.05031443,47,37,54,42,59,77.74591,NA,NA,NA,NA
BGD,Bangladesh,Global South,South Asia,2018,5.8310504,47,37,56,43,58,NA,NA,58,NA,NA
BGD,Bangladesh,Global South,South Asia,2019,3.8002789,50,39,58,43,62,NA,NA,67,NA,NA
BGD,Bangladesh,Global South,South Asia,2020,4.06316948,52,42,60,44,63,NA,NA,70,NA,NA
BGD,Bangladesh,Global South,South Asia,2021,4.13287783,52,43,62,45,65,NA,NA,NA,68,NA
BGD,Bangladesh,Global South,South Asia,2022,3.643749,54,44,64,45,65,NA,NA,NA,68,NA
BGD,Bangladesh,Global South,South Asia,2023,3.49973083,54,44,66,46,66,NA,NA,NA,71.3333,77
BGD,Bangladesh,Global South,South Asia,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA
BGR,Bulgaria,Global North,Europe,2004,0,64,85,86,40,56,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2005,0,64,85,86,40,58,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2006,0,65,85,86,41,60,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2007,0,65,85,86,41,61,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2008,0,66,85,86,42,63,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2009,0,67,85,86,42,64,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2010,0,67,85,86,43,65,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2011,0,68,85,86,43,66,62,62,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2012,0,68,86,86,44,67,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2013,0,69,87,86,44,68,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2014,0,70,88,86,45,69,69,69,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2015,0,70,88,86,45,70,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2016,0,70,87,86,45,71,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2017,0,70,87,86,46,72,NA,NA,NA,NA,NA
BGR,Bulgaria,Global North,Europe,2018,0,71,86,86,46,73,NA,NA,64,NA,NA
BGR,Bulgaria,Global North,Europe,2019,0,72,90,86,47,74,NA,NA,72,NA,NA
BGR,Bulgaria,Global North,Europe,2020,2.02924371,72,89,86,47,75,NA,NA,70,NA,NA
BGR,Bulgaria,Global North,Europe,2021,0.56350797,72,90,86,47,75,NA,NA,NA,72,NA
BGR,Bulgaria,Global North,Europe,2022,0,73,90,86,48,76,NA,NA,NA,72,NA
BGR,Bulgaria,Global North,Europe,2023,0.51729333,73,90,86,48,77,NA,NA,NA,74.4667,62
BGR,Bulgaria,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2004,9.21074009,47,42,39,59,51,NA,NA,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2005,7.61305428,47,39,41,60,50,NA,NA,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2006,5.74817848,46,36,42,61,50,NA,NA,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2007,4.57828236,46,32,43,63,52,NA,NA,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2008,5.93362188,47,33,45,64,54,NA,NA,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2009,4.00067425,49,34,47,65,59,NA,NA,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2010,3.5904696,50,35,48,66,58,NA,NA,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2011,4.65468597,51,37,50,66,57,35,35,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2012,4.42234516,56,46,52,67,61,57,57,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2013,3.52861857,58,50,53,68,62,64,64,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2014,2.66771841,59,52,55,68,61,61,61,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2015,3.0737884,61,57,57,69,61,67,71,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2016,3.23860908,64,62,58,69,68,77,77,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2017,2.30387115,65,61,60,70,68,76.38551,NA,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2018,1.62937176,65,59,62,70,69,NA,NA,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2019,1.13371396,65,57,64,70,68,NA,NA,NA,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2020,2.76030016,65,56,65,71,67,NA,NA,58,NA,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2021,1.45821679,66,57,67,71,69,NA,NA,NA,56,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2022,5.79813433,68,62,69,71,69,NA,NA,NA,70,NA
BOL,Bolivia,Global South,Latin America & Caribbean,2023,1.22657216,67,56,70,72,69,NA,NA,NA,47.6,69
BOL,Bolivia,Global South,Latin America & Caribbean,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
BRA,Brazil,Global South,Latin America & Caribbean,2004,0.53066915,73,79,77,64,74,NA,NA,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2005,0.06741625,74,81,77,65,75,NA,NA,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2006,0.10612676,75,81,78,65,76,NA,NA,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2007,0.08170748,75,81,79,66,76,NA,NA,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2008,0.05353876,76,81,80,67,76,NA,NA,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2009,0.14908519,76,81,81,68,77,NA,NA,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2010,0.24594215,77,81,82,68,77,53,53,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2011,0.33908296,80,93,82,69,77,81,81,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2012,0.12457065,81,95,83,70,77,NA,NA,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2013,0.06794302,81,96,84,70,77,89,89,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2014,0.13800363,82,99,85,71,77,96,96,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2015,0.07879469,83,99,86,72,78,97,99,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2016,0.07913554,83,99,86,72,78,97,97,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2017,0.06618059,83,99,87,73,77,96.141,NA,NA,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2018,0.08539423,83,95,88,73,78,NA,NA,87,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2019,0.14585835,83,95,89,74,77,NA,NA,87,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2020,0.15294783,84,97,89,74,78,NA,NA,92,NA,NA
BRA,Brazil,Global South,Latin America & Caribbean,2021,0.13226534,84,95,90,74,77,NA,NA,NA,87,NA
BRA,Brazil,Global South,Latin America & Caribbean,2022,0.00565467,83,88,91,74,78,NA,NA,NA,69,NA
BRA,Brazil,Global South,Latin America & Caribbean,2023,0.01882005,84,91,92,75,79,NA,NA,NA,74.6,77
BRA,Brazil,Global South,Latin America & Caribbean,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2004,11.29105949,50,62,46,49,43,NA,NA,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2005,11.48691273,50,59,50,50,44,NA,NA,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2006,10.69620132,52,62,52,51,44,NA,NA,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2007,14.99626637,53,64,54,52,44,NA,NA,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2008,12.52663803,54,63,57,53,44,NA,NA,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2009,7.35743666,55,64,59,54,44,NA,NA,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2010,5.10271645,56,63,61,55,44,47,47,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2011,4.83636427,56,61,63,56,44,NA,NA,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2012,4.60987091,56,59,65,57,44,NA,NA,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2013,8.8375845,56,59,66,58,44,35,35,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2014,7.95071602,58,66,67,59,45,NA,NA,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2015,7.03000593,60,72,68,59,45,56,62,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2016,5.6654377,60,71,69,60,45,NA,NA,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2017,9.61172962,60,66,70,61,45,42.08349,NA,NA,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2018,8.53515816,57,54,71,61,46,NA,NA,26,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2019,9.56364727,58,57,72,62,46,NA,NA,30,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2020,5.72427082,61,64,73,62,46,NA,NA,43,NA,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2021,5.36595869,60,59,73,63,46,NA,NA,NA,34,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2022,6.34106207,61,64,74,63,46,NA,NA,NA,42,NA
BWA,Botswana,Global South,Sub-Saharan Africa,2023,6.53434038,60,60,74,63,46,NA,NA,NA,39.2,50
BWA,Botswana,Global South,Sub-Saharan Africa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA
CAN,Canada,Global North,North America,2004,0,85,89,100,64,91,NA,NA,NA,NA,NA
CAN,Canada,Global North,North America,2005,0,85,89,100,65,92,NA,NA,NA,NA,NA
CAN,Canada,Global North,North America,2006,0,86,89,100,67,92,NA,NA,NA,NA,NA
