iso3c,country_name_wdi,global_group,region,year,GHED_EXTCHE_SHA2011,UHC_INDEX_REPORTED,UHC_SCI_CAPACITY,UHC_SCI_INFECT,UHC_SCI_NCD,UHC_SCI_RMNCH,SDGIHR,UHC_IHR,SDGIHR2018,SDGIHR2021,UHC_AVAILABILITY_SCORE
PHL,Philippines,Global South,East Asia & Pacific,2012,1.02682304,64,69,73,55,61,75,75,NA,NA,NA
PHL,Philippines,Global South,East Asia & Pacific,2013,1.7428925,65,68,74,56,62,75,75,NA,NA,NA
PHL,Philippines,Global South,East Asia & Pacific,2014,1.48819351,66,71,75,56,62,84,84,NA,NA,NA
PHL,Philippines,Global South,East Asia & Pacific,2015,1.44088197,66,72,77,57,62,84,89,NA,NA,NA
PHL,Philippines,Global South,East Asia & Pacific,2016,2.26575089,68,76,78,57,63,87,87,NA,NA,NA
PHL,Philippines,Global South,East Asia & Pacific,2017,2.19395947,68,73,79,58,64,81.34406,NA,NA,NA,NA
PHL,Philippines,Global South,East Asia & Pacific,2018,0.31150675,67,68,80,58,64,NA,NA,NA,NA,NA
PHL,Philippines,Global South,East Asia & Pacific,2019,0.40589947,66,63,81,58,65,NA,NA,51,NA,NA
PHL,Philippines,Global South,East Asia & Pacific,2020,0.73714823,69,70,82,59,65,NA,NA,69,NA,NA
PHL,Philippines,Global South,East Asia & Pacific,2021,5.06857777,68,68,83,59,65,NA,NA,NA,60.2,NA
PHL,Philippines,Global South,East Asia & Pacific,2022,0.31065333,69,69,85,59,66,NA,NA,NA,67,NA
PHL,Philippines,Global South,East Asia & Pacific,2023,0.08919102,69,68,86,60,66,NA,NA,NA,60.3333,92
PHL,Philippines,Global South,East Asia & Pacific,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA
POL,Poland,Global North,Europe,2004,0.00493072,70,87,90,48,65,NA,NA,NA,NA,NA
POL,Poland,Global North,Europe,2005,0.00513213,71,87,91,49,66,NA,NA,NA,NA,NA
POL,Poland,Global North,Europe,2006,0,72,87,92,50,67,NA,NA,NA,NA,NA
POL,Poland,Global North,Europe,2007,0,73,87,92,52,68,NA,NA,NA,NA,NA
POL,Poland,Global North,Europe,2008,0,74,87,93,53,69,NA,NA,NA,NA,NA
POL,Poland,Global North,Europe,2009,0,75,87,94,54,70,NA,NA,NA,NA,NA
POL,Poland,Global North,Europe,2010,0,75,87,94,55,71,66,66,NA,NA,NA
POL,Poland,Global North,Europe,2011,0,77,90,95,56,72,73,73,NA,NA,NA
POL,Poland,Global North,Europe,2012,0,78,91,96,58,73,76,76,NA,NA,NA
POL,Poland,Global North,Europe,2013,0.13926809,79,94,96,59,74,82,82,NA,NA,NA
POL,Poland,Global North,Europe,2014,0.03795471,79,90,97,60,74,74,74,NA,NA,NA
POL,Poland,Global North,Europe,2015,0.0382021,80,90,98,61,75,NA,NA,NA,NA,NA
POL,Poland,Global North,Europe,2016,0.03292345,80,90,98,62,75,74,74,NA,NA,NA
POL,Poland,Global North,Europe,2017,0.03039442,81,90,99,63,76,73.75013,NA,NA,NA,NA
POL,Poland,Global North,Europe,2018,0.05831454,81,89,99,63,76,NA,NA,NA,NA,NA
POL,Poland,Global North,Europe,2019,0.0551683,81,87,99,64,76,NA,NA,66,NA,NA
POL,Poland,Global North,Europe,2020,0.06078681,79,79,99,65,77,NA,NA,50,NA,NA
POL,Poland,Global North,Europe,2021,0.05577965,82,88,99,66,77,NA,NA,NA,69,NA
POL,Poland,Global North,Europe,2022,0.07039252,83,94,99,66,77,NA,NA,NA,83,NA
POL,Poland,Global North,Europe,2023,0.06248592,82,90,99,67,77,NA,NA,NA,73.3333,54
POL,Poland,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA
PRT,Portugal,Global North,Europe,2004,0.04340906,82,98,98,61,78,NA,NA,NA,NA,NA
PRT,Portugal,Global North,Europe,2005,0.04181558,82,98,98,61,78,NA,NA,NA,NA,NA
PRT,Portugal,Global North,Europe,2006,0.04436614,83,98,98,61,79,NA,NA,NA,NA,NA
PRT,Portugal,Global North,Europe,2007,0.04557913,83,98,98,62,79,NA,NA,NA,NA,NA
PRT,Portugal,Global North,Europe,2008,0.04777553,83,98,98,62,80,NA,NA,NA,NA,NA
PRT,Portugal,Global North,Europe,2009,0.05120731,83,98,98,62,80,NA,NA,NA,NA,NA
PRT,Portugal,Global North,Europe,2010,0.04883625,83,98,98,62,81,NA,NA,NA,NA,NA
PRT,Portugal,Global North,Europe,2011,0.05252285,83,98,99,62,81,93,93,NA,NA,NA
PRT,Portugal,Global North,Europe,2012,0.05601,84,98,99,62,81,NA,NA,NA,NA,NA
PRT,Portugal,Global North,Europe,2013,0.05675227,84,98,99,62,81,NA,NA,NA,NA,NA
PRT,Portugal,Global North,Europe,2014,0.06061281,84,98,99,62,81,93,93,NA,NA,NA
PRT,Portugal,Global North,Europe,2015,0.06092098,84,98,99,62,82,94,95,NA,NA,NA
PRT,Portugal,Global North,Europe,2016,0.08961494,84,98,99,62,82,93,93,NA,NA,NA
PRT,Portugal,Global North,Europe,2017,0.09432669,84,97,99,62,82,90.82395,NA,NA,NA,NA
PRT,Portugal,Global North,Europe,2018,0.06990038,83,92,99,62,83,NA,NA,77,NA,NA
PRT,Portugal,Global North,Europe,2019,0.07403812,83,94,100,62,83,NA,NA,82,NA,NA
PRT,Portugal,Global North,Europe,2020,0.07375828,83,94,100,62,83,NA,NA,82,NA,NA
PRT,Portugal,Global North,Europe,2021,0.10374352,83,95,100,62,84,NA,NA,NA,85,NA
PRT,Portugal,Global North,Europe,2022,0.08587407,84,95,100,62,84,NA,NA,NA,85,NA
PRT,Portugal,Global North,Europe,2023,0.068488,83,94,100,61,84,NA,NA,NA,83.2,54
PRT,Portugal,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2004,1.29263496,66,57,75,54,82,NA,NA,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2005,0.66981578,67,57,76,55,83,NA,NA,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2006,0.53093177,68,56,78,57,84,NA,NA,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2007,0.41532418,68,56,79,58,83,NA,NA,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2008,0.57264763,69,56,80,60,83,NA,NA,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2009,0.87065142,69,56,81,61,82,NA,NA,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2010,0.86989206,70,56,82,62,83,NA,NA,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2011,0.8076635,70,55,83,63,83,83,83,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2012,0.53232646,69,49,84,64,83,60,60,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2013,0.54069453,69,50,85,65,84,75,75,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2014,0.34754372,70,51,86,66,84,NA,NA,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2015,0.32213777,71,52,87,67,85,82,83,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2016,0.35813701,72,52,88,67,84,79,79,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2017,0.28326312,72,52,89,68,84,77.32249,NA,NA,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2018,0.06466379,73,55,90,68,85,NA,NA,62,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2019,0.00630664,77,67,91,69,85,NA,NA,65,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2020,0.00379644,79,71,92,69,84,NA,NA,65,NA,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2021,0.27303913,79,71,93,69,83,NA,NA,NA,56,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2022,0.01264508,79,71,94,70,84,NA,NA,NA,62,NA
PRY,Paraguay,Global South,Latin America & Caribbean,2023,0.03160404,79,71,95,70,84,NA,NA,NA,61.8,69
PRY,Paraguay,Global South,Latin America & Caribbean,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA
QAT,Qatar,Global South,Middle East & North Africa,2004,0,82,88,100,69,73,NA,NA,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2005,0,82,88,100,69,74,NA,NA,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2006,0,82,88,100,70,74,NA,NA,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2007,0,82,86,100,71,74,NA,NA,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2008,0,81,82,100,72,74,NA,NA,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2009,0,80,79,100,72,74,NA,NA,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2010,0,80,78,100,72,74,69,69,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2011,0,82,83,100,72,74,84,84,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2012,0,82,85,100,73,74,83,83,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2013,0,82,84,100,73,75,91,91,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2014,0,82,83,100,73,75,97,97,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2015,0,82,80,100,74,75,NA,NA,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2016,0,81,78,100,74,76,NA,NA,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2017,0,80,74,100,74,76,75.5632,NA,NA,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2018,0,82,79,100,74,76,NA,NA,87,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2019,0,83,84,100,74,76,NA,NA,96,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2020,0,83,85,100,74,76,NA,NA,92,NA,NA
QAT,Qatar,Global South,Middle East & North Africa,2021,0,84,87,100,74,77,NA,NA,NA,92,NA
QAT,Qatar,Global South,Middle East & North Africa,2022,0,84,87,100,74,77,NA,NA,NA,94,NA
QAT,Qatar,Global South,Middle East & North Africa,2023,0,84,87,100,74,77,NA,NA,NA,94.7333,69
QAT,Qatar,Global South,Middle East & North Africa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA
ROU,Romania,Global North,Europe,2004,0.47901869,66,88,74,46,63,NA,NA,NA,NA,NA
ROU,Romania,Global North,Europe,2005,0.41810924,67,88,74,47,64,NA,NA,NA,NA,NA
ROU,Romania,Global North,Europe,2006,0.17662254,67,88,75,48,66,NA,NA,NA,NA,NA
ROU,Romania,Global North,Europe,2007,0.15762985,68,88,76,49,67,NA,NA,NA,NA,NA
ROU,Romania,Global North,Europe,2008,0.04388796,69,88,77,49,68,NA,NA,NA,NA,NA
ROU,Romania,Global North,Europe,2009,0.03247795,70,88,78,50,69,NA,NA,NA,NA,NA
ROU,Romania,Global North,Europe,2010,0.08039403,70,88,79,51,70,67,67,NA,NA,NA
ROU,Romania,Global North,Europe,2011,0.01522125,71,88,80,51,71,69,69,NA,NA,NA
ROU,Romania,Global North,Europe,2012,0,72,88,81,52,72,NA,NA,NA,NA,NA
ROU,Romania,Global North,Europe,2013,0.21516773,72,88,82,52,73,68,68,NA,NA,NA
ROU,Romania,Global North,Europe,2014,0.04314993,74,91,82,53,73,76,76,NA,NA,NA
ROU,Romania,Global North,Europe,2015,0,74,92,83,54,74,78,78,NA,NA,NA
ROU,Romania,Global North,Europe,2016,0,75,92,84,54,75,77,77,NA,NA,NA
ROU,Romania,Global North,Europe,2017,0,75,91,85,55,75,76.1956,NA,NA,NA,NA
ROU,Romania,Global North,Europe,2018,0,76,90,86,55,76,NA,NA,72,NA,NA
ROU,Romania,Global North,Europe,2019,0,76,88,87,56,77,NA,NA,67,NA,NA
ROU,Romania,Global North,Europe,2020,0.15356889,76,88,88,56,78,NA,NA,67,NA,NA
ROU,Romania,Global North,Europe,2021,2.57893562,76,86,89,57,78,NA,NA,NA,63,NA
ROU,Romania,Global North,Europe,2022,0,77,86,90,57,78,NA,NA,NA,64,NA
ROU,Romania,Global North,Europe,2023,0,77,85,90,58,78,NA,NA,NA,61.0667,69
ROU,Romania,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2004,47.24682236,20,25,7,38,26,NA,NA,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2005,50.27065277,22,25,8,40,29,NA,NA,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2006,57.04938889,31,25,30,41,32,NA,NA,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2007,55.74357224,36,25,46,43,34,NA,NA,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2008,53.52470398,36,25,43,45,36,NA,NA,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2009,53.42192459,38,26,40,46,43,NA,NA,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2010,52.41575241,44,26,60,48,49,NA,NA,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2011,49.90717316,45,26,59,49,55,NA,NA,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2012,53.79335785,47,27,63,51,56,NA,NA,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2013,44.77479935,50,28,71,52,57,35,35,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2014,47.60334396,51,30,69,54,58,41,41,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2015,42.75404739,50,31,63,55,60,41,46,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2016,51.02340317,52,35,63,56,61,NA,NA,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2017,46.75396729,56,38,70,58,63,66.05677,NA,NA,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2018,48.1220932,57,39,72,59,65,NA,NA,67,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2019,43.1131897,55,37,61,60,67,NA,NA,71,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2020,46.26538086,56,37,63,61,68,NA,NA,73,NA,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2021,40,55,37,60,62,68,NA,NA,NA,67,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2022,43,58,37,69,62,69,NA,NA,NA,65,NA
RWA,Rwanda,Global South,Sub-Saharan Africa,2023,37,59,38,71,63,69,NA,NA,NA,67.6667,93
RWA,Rwanda,Global South,Sub-Saharan Africa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2004,0,78,89,97,65,65,NA,NA,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2005,0,78,91,98,66,65,NA,NA,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2006,0,79,94,98,66,65,NA,NA,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2007,0,80,96,98,67,65,NA,NA,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2008,0,80,97,98,67,66,NA,NA,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2009,0,81,97,98,68,66,NA,NA,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2010,0,81,97,98,68,66,90,90,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2011,0,81,99,98,68,67,96,96,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2012,0,81,98,98,68,67,95,95,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2013,0,82,100,98,68,67,100,100,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2014,0,82,100,98,68,67,99,99,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2015,0,82,99,98,68,68,NA,NA,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2016,0,82,99,98,68,68,97,97,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2017,0,82,100,98,68,69,98.79057,NA,NA,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2018,0,80,88,98,68,69,NA,NA,69,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2019,0,80,91,98,68,70,NA,NA,75,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2020,0,81,92,98,68,70,NA,NA,79,NA,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2021,0,82,97,98,68,71,NA,NA,NA,91,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2022,0,82,98,98,68,72,NA,NA,NA,93,NA
SAU,Saudi Arabia,Global South,Middle East & North Africa,2023,0,83,98,98,68,72,NA,NA,NA,94.6,77
SAU,Saudi Arabia,Global South,Middle East & North Africa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2004,2.14928889,23,19,6,58,41,NA,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2005,6.60517263,25,19,8,58,43,NA,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2006,5.43387365,31,20,17,59,44,NA,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2007,5.81683683,34,21,23,60,45,NA,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2008,6.48130226,36,21,30,61,46,NA,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2009,6.78883362,39,21,39,61,46,NA,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2010,12.32066822,39,20,39,62,47,NA,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2011,8.53313637,40,20,42,63,48,30,30,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2012,9.34161663,40,19,42,64,49,30,30,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2013,9.42251778,42,19,49,64,51,NA,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2014,18.3746891,41,19,50,65,47,NA,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2015,18.00409889,42,19,51,66,52,NA,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2016,17.35085106,46,22,59,67,53,NA,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2017,18.33994865,47,22,60,68,56,44.36037,NA,NA,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2018,20.39443207,47,25,54,68,53,NA,NA,45,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2019,19.27778053,50,28,61,69,54,NA,NA,54,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2020,16.80894089,49,26,60,69,55,NA,NA,62,NA,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2021,18.54984856,48,29,48,70,55,NA,NA,NA,60,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2022,14.99542236,49,27,56,70,56,NA,NA,NA,52,NA
SEN,Senegal,Global South,Sub-Saharan Africa,2023,16.79883003,48,26,54,70,55,NA,NA,NA,50,86
SEN,Senegal,Global South,Sub-Saharan Africa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA
SGP,Singapore,Global North,East Asia & Pacific,2004,0,86,99,100,69,80,NA,NA,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2005,0,86,99,100,69,80,NA,NA,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2006,0,86,99,100,70,80,NA,NA,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2007,0,86,99,100,70,81,NA,NA,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2008,0,87,99,100,71,81,NA,NA,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2009,0,87,99,100,71,81,NA,NA,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2010,0,87,99,100,71,81,97,97,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2011,0,87,100,100,72,81,99,99,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2012,0,87,100,100,72,82,99,99,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2013,0,88,100,100,72,82,99,99,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2014,0,88,100,100,72,82,99,99,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2015,0,88,100,100,73,82,99,99,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2016,0,88,100,100,73,83,99,99,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2017,0,88,100,100,73,83,99.40828,NA,NA,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2018,0,88,97,100,73,83,NA,NA,91,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2019,0,88,97,100,73,83,NA,NA,92,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2020,0,88,97,100,73,84,NA,NA,92,NA,NA
SGP,Singapore,Global North,East Asia & Pacific,2021,0,88,98,100,73,84,NA,NA,NA,94,NA
SGP,Singapore,Global North,East Asia & Pacific,2022,0,88,98,100,73,84,NA,NA,NA,94,NA
SGP,Singapore,Global North,East Asia & Pacific,2023,0,88,98,100,73,84,NA,NA,NA,93.5333,69
SGP,Singapore,Global North,East Asia & Pacific,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA
SVK,Slovak Republic,Global North,Europe,2004,0,76,86,99,53,74,NA,NA,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2005,0,77,86,99,53,75,NA,NA,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2006,0,77,86,99,54,76,NA,NA,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2007,0,77,86,99,54,76,NA,NA,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2008,0,77,86,99,55,77,NA,NA,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2009,0,78,86,99,55,78,NA,NA,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2010,0,78,86,98,56,78,64,64,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2011,0,79,90,98,56,79,73,73,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2012,0,80,92,98,56,79,79,79,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2013,0,81,99,98,57,80,96,96,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2014,0,81,98,98,57,80,95,95,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2015,0,82,99,98,57,80,96,96,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2016,0,82,98,98,58,81,95,95,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2017,0,82,98,98,58,81,94.85941,NA,NA,NA,NA
SVK,Slovak Republic,Global North,Europe,2018,0,80,88,98,58,82,NA,NA,69,NA,NA
SVK,Slovak Republic,Global North,Europe,2019,0,81,90,98,59,82,NA,NA,73,NA,NA
SVK,Slovak Republic,Global North,Europe,2020,0,81,90,98,59,82,NA,NA,72,NA,NA
SVK,Slovak Republic,Global North,Europe,2021,0,80,86,98,59,82,NA,NA,NA,64,NA
SVK,Slovak Republic,Global North,Europe,2022,0,80,87,98,59,83,NA,NA,NA,65,NA
SVK,Slovak Republic,Global North,Europe,2023,0,78,79,98,59,83,NA,NA,NA,50.0667,54
SVK,Slovak Republic,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
SVN,Slovenia,Global North,Europe,2004,0,79,89,99,58,75,NA,NA,NA,NA,NA
SVN,Slovenia,Global North,Europe,2005,0,79,89,99,58,76,NA,NA,NA,NA,NA
SVN,Slovenia,Global North,Europe,2006,0,79,89,99,59,77,NA,NA,NA,NA,NA
SVN,Slovenia,Global North,Europe,2007,0,80,89,99,59,78,NA,NA,NA,NA,NA
SVN,Slovenia,Global North,Europe,2008,0,80,89,99,59,78,NA,NA,NA,NA,NA
SVN,Slovenia,Global North,Europe,2009,0,80,89,99,60,79,NA,NA,NA,NA,NA
SVN,Slovenia,Global North,Europe,2010,0,81,89,99,60,80,70,70,NA,NA,NA
SVN,Slovenia,Global North,Europe,2011,0,80,87,99,61,81,66,66,NA,NA,NA
SVN,Slovenia,Global North,Europe,2012,0,80,83,99,61,81,58,58,NA,NA,NA
SVN,Slovenia,Global North,Europe,2013,0,80,85,99,61,82,61,61,NA,NA,NA
SVN,Slovenia,Global North,Europe,2014,0,81,88,99,62,82,68,68,NA,NA,NA
SVN,Slovenia,Global North,Europe,2015,0,82,91,99,62,82,75,75,NA,NA,NA
SVN,Slovenia,Global North,Europe,2016,0,82,90,99,62,83,74,74,NA,NA,NA
SVN,Slovenia,Global North,Europe,2017,0,83,92,99,63,83,77.30682,NA,NA,NA,NA
SVN,Slovenia,Global North,Europe,2018,0,83,94,98,63,84,NA,NA,82,NA,NA
SVN,Slovenia,Global North,Europe,2019,0,84,95,98,63,84,NA,NA,86,NA,NA
SVN,Slovenia,Global North,Europe,2020,0.22349603,84,94,98,63,84,NA,NA,NA,NA,NA
SVN,Slovenia,Global North,Europe,2021,0.22059464,83,92,98,64,84,NA,NA,NA,78,NA
SVN,Slovenia,Global North,Europe,2022,0.16821966,84,93,98,64,84,NA,NA,NA,80,NA
SVN,Slovenia,Global North,Europe,2023,0.04905957,84,93,98,64,85,NA,NA,NA,80.9333,62
SVN,Slovenia,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA
SWE,Sweden,Global North,Europe,2004,0,74,94,99,38,87,NA,NA,NA,NA,NA
SWE,Sweden,Global North,Europe,2005,0,75,94,99,40,87,NA,NA,NA,NA,NA
SWE,Sweden,Global North,Europe,2006,0,76,94,99,41,88,NA,NA,NA,NA,NA
SWE,Sweden,Global North,Europe,2007,0,77,94,99,43,88,NA,NA,NA,NA,NA
SWE,Sweden,Global North,Europe,2008,0,78,94,99,45,88,NA,NA,NA,NA,NA
SWE,Sweden,Global North,Europe,2009,0,79,94,99,46,89,NA,NA,NA,NA,NA
SWE,Sweden,Global North,Europe,2010,0,79,94,99,48,89,83,83,NA,NA,NA
SWE,Sweden,Global North,Europe,2011,0,80,96,99,49,89,88,88,NA,NA,NA
SWE,Sweden,Global North,Europe,2012,0,82,99,99,51,89,97,97,NA,NA,NA
SWE,Sweden,Global North,Europe,2013,0,82,97,99,52,89,92,92,NA,NA,NA
SWE,Sweden,Global North,Europe,2014,0,82,97,99,53,89,92,92,NA,NA,NA
SWE,Sweden,Global North,Europe,2015,0,83,97,99,54,90,92,92,NA,NA,NA
SWE,Sweden,Global North,Europe,2016,0,83,98,99,56,90,93,93,NA,NA,NA
SWE,Sweden,Global North,Europe,2017,0,84,98,99,57,90,92.71128,NA,NA,NA,NA
SWE,Sweden,Global North,Europe,2018,0,84,97,99,58,90,NA,NA,92,NA,NA
SWE,Sweden,Global North,Europe,2019,0,84,97,99,59,90,NA,NA,92,NA,NA
SWE,Sweden,Global North,Europe,2020,0,85,97,99,60,90,NA,NA,91,NA,NA
SWE,Sweden,Global North,Europe,2021,0,85,96,99,60,90,NA,NA,NA,88,NA
SWE,Sweden,Global North,Europe,2022,0,85,96,99,61,89,NA,NA,NA,88,NA
