iso3c,country,year,SH.XPD.CHEX.GD.ZS,SH.MED.PHYS.ZS,SH.MED.NUMW.P3,SH.MED.BEDS.ZS,SP.DYN.LE00.IN,NY.GDP.PCAP.PP.KD,SP.POP.TOTL,SE.ADT.LITR.ZS,IT.NET.USER.ZS,GB.XPD.RSDV.GD.ZS,country_name_wdi,global_group,region,include_flag,who_name_override,wgi_name_override,notes,degree,strength,eigen,betweenness,closeness,local_clustering,network_density,network_clustering,network_components,life_expectancy,health_spending,physicians,nurses,hospital_beds,internet,gdp_pc_ppp,population,l_life_expectancy,l_degree,l_strength,l_eigen,l_network_density,l_network_clustering
ARE,United Arab Emirates,2006,2.3254137,1.407,2.963,1.395,81.155,94872.5391985501,5009100,NA,52,NA,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.050505050505050504,1.9965156046980095,0.031099167422170712,0,0.08114200943083671,0.8,0.0698989898989899,0.5350836940836942,1,81.155,2.3254137,1.407,2.963,1.395,52,94872.5391985501,5009100,80.779,0.050505050505050504,2.002316748687694,0.0242970105664212,0.07010101010101011,0.5399432234432231
ARE,United Arab Emirates,2007,2.56602693,1.541,3.269,1.48,81.438,87180.6059048658,5624635,NA,61,NA,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.050505050505050504,2.113646800807528,0.01719307798224592,0,0.10674003822817255,0.8,0.0698989898989899,0.549696026196026,1,81.438,2.56602693,1.541,3.269,1.48,61,87180.6059048658,5624635,81.155,0.050505050505050504,1.9965156046980095,0.031099167422170712,0.0698989898989899,0.5350836940836942
ARE,United Arab Emirates,2008,2.92857623,1.845,3.17,1.4,81.591,80285.1852028705,6302664,NA,63,NA,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.050505050505050504,2.1731864747774985,0.015962880216957298,0,0.09426443572931432,0.8,0.07050505050505051,0.5349568209568212,1,81.591,2.92857623,1.845,3.17,1.4,63,80285.1852028705,6302664,81.438,0.050505050505050504,2.113646800807528,0.01719307798224592,0.0698989898989899,0.549696026196026
ARE,United Arab Emirates,2009,4.05000162,1.792,3.452,1.37,81.679,71488.990960362207,6707058,NA,64,NA,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.06060606060606061,2.575599562996482,0.005052227884014269,0.016491445062873634,0.10885409113661819,0.8666666666666666,0.0707070707070707,0.5610075480075479,1,81.679,4.05000162,1.792,3.452,1.37,64,71488.990960362207,6707058,81.591,0.050505050505050504,2.1731864747774985,0.015962880216957298,0.07050505050505051,0.5349568209568212
ARE,United Arab Emirates,2010,3.74433136,1.749,3.269,1.27,81.886,70913.778039508,6869838,NA,68,NA,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.06060606060606061,2.34557035684007,0.040251101445603885,0.01937744794887652,0.10967841624655034,0.7333333333333333,0.06888888888888889,0.5486450771450773,1,81.886,3.74433136,1.749,3.269,1.27,68,70913.778039508,6869838,81.679,0.06060606060606061,2.575599562996482,0.005052227884014269,0.0707070707070707,0.5610075480075479
ARE,United Arab Emirates,2011,3.56666398,1.786,3.549,1.26,81.898,73190.3973792075,7104538,NA,78,0.47252,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.06060606060606061,2.3104906625835238,0.04786599184219428,0.005772005772005772,0.11235734333009834,0.7333333333333333,0.07010101010101011,0.5503687423687423,1,81.898,3.56666398,1.786,3.549,1.26,78,73190.3973792075,7104538,81.886,0.06060606060606061,2.34557035684007,0.040251101445603885,0.06888888888888889,0.5486450771450773
ARE,United Arab Emirates,2012,3.33596373,1.801,3.67,1.29,81.913,73644.0532143257,7391448,NA,84.9999915049492,NA,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.06060606060606061,2.3016544613712644,0.03996638109334107,0.0010307153164296021,0.1028194639474612,0.8,0.0703030303030303,0.5691846486846484,1,81.913,3.33596373,1.801,3.67,1.29,84.9999915049492,73644.0532143257,7391448,81.898,0.06060606060606061,2.3104906625835238,0.04786599184219428,0.07010101010101011,0.5503687423687423
ARE,United Arab Emirates,2013,3.50222182,2.045,3.923,1.25,81.95,74237.2214478496,7693031,NA,88,NA,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.06060606060606061,2.3446395809140097,0.0068950065608508575,0.0010307153164296021,0.11216605675811092,0.6,0.0707070707070707,0.5518717393717393,1,81.95,3.50222182,2.045,3.923,1.25,88,74237.2214478496,7693031,81.913,0.06060606060606061,2.3016544613712644,0.03996638109334107,0.0703030303030303,0.5691846486846484
ARE,United Arab Emirates,2014,3.53405499,2.232,4.429,1.29,81.99,74145.1093706462,8059440,NA,90.4000107121939,0.67523,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.06060606060606061,2.3651777896667436,0.007466655132894675,0.02391259534116677,0.11659891207029223,0.6666666666666667,0.0707070707070707,0.5188569763569765,1,81.99,3.53405499,2.232,4.429,1.29,90.4000107121939,74145.1093706462,8059440,81.95,0.06060606060606061,2.3446395809140097,0.0068950065608508575,0.0707070707070707,0.5518717393717393
ARE,United Arab Emirates,2015,3.46609354,2.361,5.321,1.43,82.076,75238.5539913477,8505237,NA,90.5,0.86569,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.06060606060606061,2.325027894625708,0.021381192136720878,0.02350030921459493,0.10736625258818405,0.6666666666666667,0.0694949494949495,0.5312016317016317,1,82.076,3.46609354,2.361,5.321,1.43,90.5,75238.5539913477,8505237,81.99,0.06060606060606061,2.3651777896667436,0.007466655132894675,0.0707070707070707,0.5188569763569765
ARE,United Arab Emirates,2016,3.89580107,2.458,5.733,1.39,82.195,75671.0564378596,8935095,NA,90.6000073180483,0.9318,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.06060606060606061,2.364068617660142,0.0026903688146679965,0.030921459492888066,0.11490098539093425,0.6,0.0707070707070707,0.5094756909756909,1,82.195,3.89580107,2.458,5.733,1.39,90.6000073180483,75671.0564378596,8935095,82.076,0.06060606060606061,2.325027894625708,0.021381192136720878,0.0694949494949495,0.5312016317016317
ARE,United Arab Emirates,2017,4.00854969,2.502,5.839,1.46,82.388,72529.0571050174,9223225,NA,94.8199225383446,NA,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.06060606060606061,2.521942429084223,0.0025492422582204383,0.0191713048855906,0.11640662778530846,0.6666666666666667,0.07131313131313131,0.515988566988567,1,82.388,4.00854969,2.502,5.839,1.46,94.8199225383446,72529.0571050174,9223225,82.195,0.06060606060606061,2.364068617660142,0.0026903688146679965,0.0707070707070707,0.5094756909756909
ARE,United Arab Emirates,2018,4.09854221,2.605,5.901,1.6,82.449,72671.0652349751,9346701,NA,98.4500017817194,1.26389,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.0707070707070707,2.822558273696968,0.015876646743434787,0.049474335188620905,0.12140234463026674,0.4761904761904762,0.0698989898989899,0.5123425463425463,1,82.449,4.09854221,2.605,5.901,1.6,98.4500017817194,72671.0652349751,9346701,82.388,0.06060606060606061,2.521942429084223,0.0025492422582204383,0.07131313131313131,0.515988566988567
ARE,United Arab Emirates,2019,4.40291262,2.71,5.987,1.83,82.596,72822.969940695,9445785,97.7799987792969,99.1499979561243,1.31065,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.0707070707070707,2.912532523230962,0.03782822729881302,0.04329004329004329,0.11960122595768774,0.4761904761904762,0.07010101010101011,0.5263535353535355,1,82.596,4.40291262,2.71,5.987,1.83,99.1499979561243,72822.969940695,9445785,82.449,0.0707070707070707,2.822558273696968,0.015876646743434787,0.0698989898989899,0.5123425463425463
ARE,United Arab Emirates,2020,5.82477045,2.83,6.249,1.91,81.936,66808.6477560191,9401038,NA,100,1.48831,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.08080808080808081,3.4044081470281435,0.08163453866063689,0.04885590599876314,0.12856291106117598,0.4642857142857143,0.0692929292929293,0.5278253968253971,1,81.936,5.82477045,2.83,6.249,1.91,100,66808.6477560191,9401038,82.596,0.0707070707070707,2.912532523230962,0.03782822729881302,0.07010101010101011,0.5263535353535355
ARE,United Arab Emirates,2021,5.30494308,2.786,6.109,1.88,79.083,68580.1485423483,9575152,98.129997253418,100,1.49469,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.08080808080808081,3.368819187349318,0.12219434495411663,0.06225520511234797,0.12826382341096565,0.35714285714285715,0.0692929292929293,0.5189184704184704,1,79.083,5.30494308,2.786,6.109,1.88,100,68580.1485423483,9575152,81.936,0.08080808080808081,3.4044081470281435,0.08163453866063689,0.0692929292929293,0.5278253968253971
ARE,United Arab Emirates,2022,4.56536388,2.915,6.187,1.87,80.487,70075.6300053372,10074977,98.2900009155273,100,NA,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.0707070707070707,3.0899079523028252,0.06615776987620262,0.050505050505050504,0.12558844348180176,0.38095238095238093,0.0696969696969697,0.5222475302475303,1,80.487,4.56536388,2.915,6.187,1.87,100,70075.6300053372,10074977,79.083,0.08080808080808081,3.368819187349318,0.12219434495411663,0.0692929292929293,0.5189184704184704
ARE,United Arab Emirates,2023,4.97095108,2.992,6.187,1.87,82.909,70239.8552855072,10483751,98.0599975585938,100,NA,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA,0.0707070707070707,3.043743970257891,0.043606376028813384,0.05297876726448155,0.12015201655472338,0.38095238095238093,0.0703030303030303,0.5162481407481407,1,82.909,4.97095108,2.992,6.187,1.87,100,70239.8552855072,10483751,80.487,0.0707070707070707,3.0899079523028252,0.06615776987620262,0.0696969696969697,0.5222475302475303
