iso3c,country,year,country_name_wdi,global_group,region,include_flag,who_name_override,wgi_name_override,notes,indicator,value
PRY,Paraguay,2017,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,0.89
PRY,Paraguay,2017,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,73.45
PRY,Paraguay,2017,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,15320.3366476954
PRY,Paraguay,2017,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,6338660
PRY,Paraguay,2017,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
PRY,Paraguay,2017,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,61.0757562215797
PRY,Paraguay,2017,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.14888
PRY,Paraguay,2018,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,6.74497652
PRY,Paraguay,2018,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,1.466
PRY,Paraguay,2018,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,1.797
PRY,Paraguay,2018,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,0.9
PRY,Paraguay,2018,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,73.627
PRY,Paraguay,2018,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,15592.9841390322
PRY,Paraguay,2018,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,6427382
PRY,Paraguay,2018,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,94.0199966430664
PRY,Paraguay,2018,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,64.9935430235756
PRY,Paraguay,2018,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.14684
PRY,Paraguay,2019,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,7.16081905
PRY,Paraguay,2019,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
PRY,Paraguay,2019,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
PRY,Paraguay,2019,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,0.91
PRY,Paraguay,2019,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,73.668
PRY,Paraguay,2019,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,15321.3245528947
PRY,Paraguay,2019,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,6515058
PRY,Paraguay,2019,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,93.2099990844727
PRY,Paraguay,2019,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,68.5176284222264
PRY,Paraguay,2019,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.13751
PRY,Paraguay,2020,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,7.67533064
PRY,Paraguay,2020,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,1.296
PRY,Paraguay,2020,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
PRY,Paraguay,2020,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,1.01
PRY,Paraguay,2020,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,72.72
PRY,Paraguay,2020,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,14991.6606201148
PRY,Paraguay,2020,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,6603739
PRY,Paraguay,2020,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,94.5400009155273
PRY,Paraguay,2020,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,73.95751114
PRY,Paraguay,2020,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.15697
PRY,Paraguay,2021,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.03277016
PRY,Paraguay,2021,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,3.252
PRY,Paraguay,2021,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,9.057
PRY,Paraguay,2021,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,1.13
PRY,Paraguay,2021,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,68.108
PRY,Paraguay,2021,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,15406.1670646576
PRY,Paraguay,2021,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,6684182
PRY,Paraguay,2021,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
PRY,Paraguay,2021,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,77.01838621
PRY,Paraguay,2021,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.14398
PRY,Paraguay,2022,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,7.73537827
PRY,Paraguay,2022,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,3.893
PRY,Paraguay,2022,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,9.409
PRY,Paraguay,2022,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,1.04
PRY,Paraguay,2022,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,72.319
PRY,Paraguay,2022,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,15259.1456311862
PRY,Paraguay,2022,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,6760464
PRY,Paraguay,2022,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
PRY,Paraguay,2022,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,76.25916611
PRY,Paraguay,2022,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.11944
PRY,Paraguay,2023,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.35731316
PRY,Paraguay,2023,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
PRY,Paraguay,2023,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
PRY,Paraguay,2023,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
PRY,Paraguay,2023,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,73.844
PRY,Paraguay,2023,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,15826.087501295
PRY,Paraguay,2023,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,6844146
PRY,Paraguay,2023,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
PRY,Paraguay,2023,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,78.09481878
PRY,Paraguay,2023,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.14117
PRY,Paraguay,2024,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,NA
PRY,Paraguay,2024,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
PRY,Paraguay,2024,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
PRY,Paraguay,2024,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
PRY,Paraguay,2024,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,73.982
PRY,Paraguay,2024,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,16296.2836189263
PRY,Paraguay,2024,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,6929153
PRY,Paraguay,2024,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,94.8600006103516
PRY,Paraguay,2024,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,81.57806793
PRY,Paraguay,2024,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
URY,Uruguay,2004,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.26618195
URY,Uruguay,2004,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
URY,Uruguay,2004,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2004,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
URY,Uruguay,2004,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,75.319
URY,Uruguay,2004,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,17519.3796251133
URY,Uruguay,2004,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3283148
URY,Uruguay,2004,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
URY,Uruguay,2004,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,17.0630983403661
URY,Uruguay,2004,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
URY,Uruguay,2005,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,7.72390509
URY,Uruguay,2005,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
URY,Uruguay,2005,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2005,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,1.05
URY,Uruguay,2005,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,75.829
URY,Uruguay,2005,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,18811.3195971021
URY,Uruguay,2005,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3285771
URY,Uruguay,2005,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
URY,Uruguay,2005,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,20.0881895579305
URY,Uruguay,2005,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.46031
URY,Uruguay,2006,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,7.70998907
URY,Uruguay,2006,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
URY,Uruguay,2006,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,3.024
URY,Uruguay,2006,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,1
URY,Uruguay,2006,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,75.888
URY,Uruguay,2006,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,19560.0817556405
URY,Uruguay,2006,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3289506
URY,Uruguay,2006,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,97.7900009155273
URY,Uruguay,2006,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,29.39999962
URY,Uruguay,2006,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.36385
URY,Uruguay,2007,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,7.46167231
URY,Uruguay,2007,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
URY,Uruguay,2007,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2007,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,0.99
URY,Uruguay,2007,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,76.15
URY,Uruguay,2007,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,20803.893182056
URY,Uruguay,2007,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3295153
URY,Uruguay,2007,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,97.8600006103516
URY,Uruguay,2007,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,34
URY,Uruguay,2007,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.42159
URY,Uruguay,2008,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.09081745
URY,Uruguay,2008,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,3.996
URY,Uruguay,2008,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,5.934
URY,Uruguay,2008,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,0.96
URY,Uruguay,2008,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,76.275
URY,Uruguay,2008,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,22249.3835165533
URY,Uruguay,2008,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3302177
URY,Uruguay,2008,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,98.1600036621094
URY,Uruguay,2008,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,39.3
URY,Uruguay,2008,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.37442
URY,Uruguay,2009,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,7.91611385
URY,Uruguay,2009,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
URY,Uruguay,2009,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2009,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,1.11
URY,Uruguay,2009,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,76.67
URY,Uruguay,2009,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,23138.0820687014
URY,Uruguay,2009,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3310091
URY,Uruguay,2009,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,98.2600021362305
URY,Uruguay,2009,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,41.8
URY,Uruguay,2009,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.40239
URY,Uruguay,2010,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,7.87757301
URY,Uruguay,2010,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
URY,Uruguay,2010,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2010,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,2.61
URY,Uruguay,2010,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,76.691
URY,Uruguay,2010,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,24879.8350192618
URY,Uruguay,2010,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3318580
URY,Uruguay,2010,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,98.0699996948242
URY,Uruguay,2010,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,46.4
URY,Uruguay,2010,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.32882
URY,Uruguay,2011,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,7.91521358
URY,Uruguay,2011,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
URY,Uruguay,2011,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2011,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,2.58
URY,Uruguay,2011,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,76.614
URY,Uruguay,2011,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,26099.3215293803
URY,Uruguay,2011,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3326825
URY,Uruguay,2011,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,98.3399963378906
URY,Uruguay,2011,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,51.4046610563616
URY,Uruguay,2011,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.32962
URY,Uruguay,2012,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.03330803
URY,Uruguay,2012,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
URY,Uruguay,2012,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2012,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,2.54
URY,Uruguay,2012,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,76.691
URY,Uruguay,2012,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,26953.2811065384
URY,Uruguay,2012,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3335401
URY,Uruguay,2012,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,98.4000015258789
URY,Uruguay,2012,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,54.453768680746
URY,Uruguay,2012,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.30808
URY,Uruguay,2013,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.0844841
URY,Uruguay,2013,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
URY,Uruguay,2013,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2013,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,2.54
URY,Uruguay,2013,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,76.953
URY,Uruguay,2013,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,28119.4833341404
URY,Uruguay,2013,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3345337
URY,Uruguay,2013,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,98.3600006103516
URY,Uruguay,2013,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,57.69
URY,Uruguay,2013,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.29118
URY,Uruguay,2014,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.038908
URY,Uruguay,2014,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
URY,Uruguay,2014,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2014,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,2.5
URY,Uruguay,2014,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,77.194
URY,Uruguay,2014,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,28935.0974409271
URY,Uruguay,2014,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3356334
URY,Uruguay,2014,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,98.4400024414062
URY,Uruguay,2014,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,61.4624951684405
URY,Uruguay,2014,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.31707
URY,Uruguay,2015,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.25703716
URY,Uruguay,2015,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
URY,Uruguay,2015,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2015,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,2.48
URY,Uruguay,2015,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,77.285
URY,Uruguay,2015,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,28941.6294107011
URY,Uruguay,2015,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3368017
URY,Uruguay,2015,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,98.5199966430664
URY,Uruguay,2015,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,64.5707870971624
URY,Uruguay,2015,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.35109
URY,Uruguay,2016,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.63852501
URY,Uruguay,2016,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,4.008
URY,Uruguay,2016,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2016,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,2.51
URY,Uruguay,2016,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,77.351
URY,Uruguay,2016,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,29332.5672615246
URY,Uruguay,2016,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.POP.TOTL,3379283
URY,Uruguay,2016,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SE.ADT.LITR.ZS,98.5599975585938
URY,Uruguay,2016,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,IT.NET.USER.ZS,66.40000153
URY,Uruguay,2016,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.37391
URY,Uruguay,2017,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.71702194
URY,Uruguay,2017,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.PHYS.ZS,5.01
URY,Uruguay,2017,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
URY,Uruguay,2017,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SH.MED.BEDS.ZS,2.47
URY,Uruguay,2017,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA,SP.DYN.LE00.IN,77.618
