iso3c,country,year,country_name_wdi,global_group,region,include_flag,who_name_override,wgi_name_override,notes,indicator,value
LUX,Luxembourg,2009,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,5.46
LUX,Luxembourg,2009,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,80.6365853658537
LUX,Luxembourg,2009,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,129002.240187517
LUX,Luxembourg,2009,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,497783
LUX,Luxembourg,2009,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2009,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,87.31
LUX,Luxembourg,2009,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.58839
LUX,Luxembourg,2010,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,6.66263008
LUX,Luxembourg,2010,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,2.771
LUX,Luxembourg,2010,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,11.4
LUX,Luxembourg,2010,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,5.36
LUX,Luxembourg,2010,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,80.6317073170732
LUX,Luxembourg,2010,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,131432.059616316
LUX,Luxembourg,2010,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,506953
LUX,Luxembourg,2010,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2010,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,90.62
LUX,Luxembourg,2010,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.42373
LUX,Luxembourg,2011,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.95225334
LUX,Luxembourg,2011,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,2.777
LUX,Luxembourg,2011,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,11.63
LUX,Luxembourg,2011,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,5.28
LUX,Luxembourg,2011,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,80.9878048780488
LUX,Luxembourg,2011,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,129885.369760706
LUX,Luxembourg,2011,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,518347
LUX,Luxembourg,2011,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2011,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,90.0298585646936
LUX,Luxembourg,2011,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.42453
LUX,Luxembourg,2012,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.29404306
LUX,Luxembourg,2012,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,2.807
LUX,Luxembourg,2012,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,12.29
LUX,Luxembourg,2012,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,5.15
LUX,Luxembourg,2012,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,81.3926829268293
LUX,Luxembourg,2012,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,128895.405145048
LUX,Luxembourg,2012,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,530946
LUX,Luxembourg,2012,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2012,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,91.9499237417387
LUX,Luxembourg,2012,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.20664
LUX,Luxembourg,2013,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.23557377
LUX,Luxembourg,2013,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,2.83
LUX,Luxembourg,2013,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,12.3
LUX,Luxembourg,2013,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,5.17
LUX,Luxembourg,2013,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,81.8
LUX,Luxembourg,2013,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,129945.453783621
LUX,Luxembourg,2013,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,543360
LUX,Luxembourg,2013,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2013,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,93.7765
LUX,Luxembourg,2013,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.23381
LUX,Luxembourg,2014,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.23040915
LUX,Luxembourg,2014,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,2.882
LUX,Luxembourg,2014,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,12.32
LUX,Luxembourg,2014,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,5.05
LUX,Luxembourg,2014,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,82.2292682926829
LUX,Luxembourg,2014,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,130247.661687069
LUX,Luxembourg,2014,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,556319
LUX,Luxembourg,2014,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2014,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,94.6702052774766
LUX,Luxembourg,2014,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.217
LUX,Luxembourg,2015,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.08113575
LUX,Luxembourg,2015,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,2.908
LUX,Luxembourg,2015,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,12.27
LUX,Luxembourg,2015,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,4.96
LUX,Luxembourg,2015,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,82.2926829268293
LUX,Luxembourg,2015,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,130097.2561798
LUX,Luxembourg,2015,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,569604
LUX,Luxembourg,2015,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2015,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,96.3767141704759
LUX,Luxembourg,2015,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.25226
LUX,Luxembourg,2016,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.07103872
LUX,Luxembourg,2016,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,2.884
LUX,Luxembourg,2016,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,12.08
LUX,Luxembourg,2016,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,4.81
LUX,Luxembourg,2016,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,82.6853658536585
LUX,Luxembourg,2016,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,133661.649729132
LUX,Luxembourg,2016,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,582014
LUX,Luxembourg,2016,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2016,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,98.1366986657616
LUX,Luxembourg,2016,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.2669
LUX,Luxembourg,2017,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.13535357
LUX,Luxembourg,2017,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,2.984
LUX,Luxembourg,2017,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,12.08
LUX,Luxembourg,2017,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,4.66
LUX,Luxembourg,2017,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,82.0951219512195
LUX,Luxembourg,2017,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,132169.834045368
LUX,Luxembourg,2017,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,596336
LUX,Luxembourg,2017,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2017,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,97.3629603241751
LUX,Luxembourg,2017,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.23898
LUX,Luxembourg,2018,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.27355194
LUX,Luxembourg,2018,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
LUX,Luxembourg,2018,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,12.14
LUX,Luxembourg,2018,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,4.51
LUX,Luxembourg,2018,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,82.2951219512195
LUX,Luxembourg,2018,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,131733.8846493
LUX,Luxembourg,2018,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,607950
LUX,Luxembourg,2018,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2018,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,97.061298705829
LUX,Luxembourg,2018,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.17039
LUX,Luxembourg,2019,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.46640301
LUX,Luxembourg,2019,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
LUX,Luxembourg,2019,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,12.54
LUX,Luxembourg,2019,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,4.26
LUX,Luxembourg,2019,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,82.6390243902439
LUX,Luxembourg,2019,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,132724.752743888
LUX,Luxembourg,2019,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,620001
LUX,Luxembourg,2019,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2019,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,97.120635693272
LUX,Luxembourg,2019,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.18209
LUX,Luxembourg,2020,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.7671175
LUX,Luxembourg,2020,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
LUX,Luxembourg,2020,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,12.77
LUX,Luxembourg,2020,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,4.19
LUX,Luxembourg,2020,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,82.1439024390244
LUX,Luxembourg,2020,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,129865.629988164
LUX,Luxembourg,2020,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,630419
LUX,Luxembourg,2020,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2020,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,98.45962893
LUX,Luxembourg,2020,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.09627
LUX,Luxembourg,2021,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.60806084
LUX,Luxembourg,2021,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
LUX,Luxembourg,2021,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,13.33
LUX,Luxembourg,2021,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,4.14
LUX,Luxembourg,2021,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,82.5975609756098
LUX,Luxembourg,2021,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,136772.443753292
LUX,Luxembourg,2021,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,640064
LUX,Luxembourg,2021,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2021,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,98.66086333
LUX,Luxembourg,2021,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.03153
LUX,Luxembourg,2022,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.60926914
LUX,Luxembourg,2022,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
LUX,Luxembourg,2022,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,13.71
LUX,Luxembourg,2022,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,3.99
LUX,Luxembourg,2022,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,82.9463414634147
LUX,Luxembourg,2022,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,132570.826463419
LUX,Luxembourg,2022,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,653103
LUX,Luxembourg,2022,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2022,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,98.24203749
LUX,Luxembourg,2022,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.0653
LUX,Luxembourg,2023,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.78777981
LUX,Luxembourg,2023,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
LUX,Luxembourg,2023,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,13.72
LUX,Luxembourg,2023,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,3.95
LUX,Luxembourg,2023,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,83.309756097561
LUX,Luxembourg,2023,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,130048.92038753
LUX,Luxembourg,2023,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,666430
LUX,Luxembourg,2023,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2023,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,99.34785707
LUX,Luxembourg,2023,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,1.07045
LUX,Luxembourg,2024,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,5.89136267
LUX,Luxembourg,2024,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
LUX,Luxembourg,2024,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
LUX,Luxembourg,2024,Luxembourg,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
LUX,Luxembourg,2024,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,83.1951219512195
LUX,Luxembourg,2024,Luxembourg,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,128475.279802738
LUX,Luxembourg,2024,Luxembourg,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,677012
LUX,Luxembourg,2024,Luxembourg,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
LUX,Luxembourg,2024,Luxembourg,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,98.7606147
LUX,Luxembourg,2024,Luxembourg,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
ISL,Iceland,2004,Iceland,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,9.32854366
ISL,Iceland,2004,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,4.192
ISL,Iceland,2004,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,14.45
ISL,Iceland,2004,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
ISL,Iceland,2004,Iceland,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,80.9975609756098
ISL,Iceland,2004,Iceland,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,54592.5314628804
ISL,Iceland,2004,Iceland,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,292074
ISL,Iceland,2004,Iceland,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
ISL,Iceland,2004,Iceland,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,83.88
ISL,Iceland,2004,Iceland,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
ISL,Iceland,2005,Iceland,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.94694996
ISL,Iceland,2005,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,3.612
ISL,Iceland,2005,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,14.75
ISL,Iceland,2005,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
ISL,Iceland,2005,Iceland,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,81.5024390243902
ISL,Iceland,2005,Iceland,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,57512.4237338213
ISL,Iceland,2005,Iceland,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,296734
ISL,Iceland,2005,Iceland,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
ISL,Iceland,2005,Iceland,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,87
ISL,Iceland,2005,Iceland,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,2.67969
ISL,Iceland,2006,Iceland,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.55709076
ISL,Iceland,2006,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,3.603
ISL,Iceland,2006,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,14.5
ISL,Iceland,2006,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
ISL,Iceland,2006,Iceland,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,81.1585365853659
ISL,Iceland,2006,Iceland,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,59364.2901148281
ISL,Iceland,2006,Iceland,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,303782
ISL,Iceland,2006,Iceland,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
ISL,Iceland,2006,Iceland,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,89.51
ISL,Iceland,2006,Iceland,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,2.85265
ISL,Iceland,2007,Iceland,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.3535862
ISL,Iceland,2007,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,3.612
ISL,Iceland,2007,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,14.78
ISL,Iceland,2007,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,4.12
ISL,Iceland,2007,Iceland,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,81.4536585365854
ISL,Iceland,2007,Iceland,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,62940.7473430955
ISL,Iceland,2007,Iceland,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,311566
ISL,Iceland,2007,Iceland,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
ISL,Iceland,2007,Iceland,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,90.6
ISL,Iceland,2007,Iceland,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,2.53294
ISL,Iceland,2008,Iceland,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.34370804
ISL,Iceland,2008,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,3.641
ISL,Iceland,2008,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,15.67
ISL,Iceland,2008,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,3.91
ISL,Iceland,2008,Iceland,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,81.609756097561
ISL,Iceland,2008,Iceland,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,62831.1728631816
ISL,Iceland,2008,Iceland,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,317414
ISL,Iceland,2008,Iceland,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
ISL,Iceland,2008,Iceland,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,91
ISL,Iceland,2008,Iceland,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,2.46413
ISL,Iceland,2009,Iceland,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.77518463
ISL,Iceland,2009,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,3.647
ISL,Iceland,2009,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,16.07
ISL,Iceland,2009,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,3.7
ISL,Iceland,2009,Iceland,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,81.7512195121951
ISL,Iceland,2009,Iceland,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,57406.4697506817
ISL,Iceland,2009,Iceland,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,318499
ISL,Iceland,2009,Iceland,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
ISL,Iceland,2009,Iceland,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,93
ISL,Iceland,2009,Iceland,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,2.59713
ISL,Iceland,2010,Iceland,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.36173058
ISL,Iceland,2010,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,3.589
ISL,Iceland,2010,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,15.32
ISL,Iceland,2010,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,3.58
ISL,Iceland,2010,Iceland,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,81.8975609756097
ISL,Iceland,2010,Iceland,Global North,Europe,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,56211.8345417402
ISL,Iceland,2010,Iceland,Global North,Europe,yes,NA,NA,NA,SP.POP.TOTL,318041
ISL,Iceland,2010,Iceland,Global North,Europe,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
ISL,Iceland,2010,Iceland,Global North,Europe,yes,NA,NA,NA,IT.NET.USER.ZS,93.39
ISL,Iceland,2010,Iceland,Global North,Europe,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
ISL,Iceland,2011,Iceland,Global North,Europe,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,8.25498867
ISL,Iceland,2011,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.PHYS.ZS,3.504
ISL,Iceland,2011,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.NUMW.P3,15.69
ISL,Iceland,2011,Iceland,Global North,Europe,yes,NA,NA,NA,SH.MED.BEDS.ZS,3.29
ISL,Iceland,2011,Iceland,Global North,Europe,yes,NA,NA,NA,SP.DYN.LE00.IN,82.3585365853659
