iso3c,year,indicator_code,value,value_text,parent_location,parent_location_code,indicator_label,country_name_wdi,global_group,region,include_flag,who_name_override,wgi_name_override,notes
BRA,2023,SDGIHR2021,74.6,75,Americas,AMR,IHR SPAR second edition average core capacity score,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA
BRA,2023,UHC_AVAILABILITY_SCORE,77,77,Americas,AMR,Primary data availability for UHC service coverage index,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA
BRA,2023,UHC_INDEX_REPORTED,84,84,Americas,AMR,UHC service coverage index,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA
BRA,2023,UHC_SCI_CAPACITY,91,91,Americas,AMR,UHC service coverage sub-index on service capacity and access,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA
BRA,2023,UHC_SCI_INFECT,92,92,Americas,AMR,UHC service coverage sub-index on infectious diseases,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA
BRA,2023,UHC_SCI_NCD,75,75,Americas,AMR,UHC service coverage sub-index on noncommunicable diseases,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA
BRA,2023,UHC_SCI_RMNCH,79,79,Americas,AMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA
BRA,2024,SDGIHR2021,65,65,Americas,AMR,IHR SPAR second edition average core capacity score,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA
BWA,2004,GHED_EXTCHE_SHA2011,11.29105949,11.29,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2004,UHC_INDEX_REPORTED,50,50,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2004,UHC_SCI_CAPACITY,62,62,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2004,UHC_SCI_INFECT,46,46,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2004,UHC_SCI_NCD,49,49,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2004,UHC_SCI_RMNCH,43,43,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2005,GHED_EXTCHE_SHA2011,11.48691273,11.49,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2005,UHC_INDEX_REPORTED,50,50,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2005,UHC_SCI_CAPACITY,59,59,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2005,UHC_SCI_INFECT,50,50,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2005,UHC_SCI_NCD,50,50,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2005,UHC_SCI_RMNCH,44,44,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2006,GHED_EXTCHE_SHA2011,10.69620132,10.70,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2006,UHC_INDEX_REPORTED,52,52,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2006,UHC_SCI_CAPACITY,62,62,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2006,UHC_SCI_INFECT,52,52,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2006,UHC_SCI_NCD,51,51,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2006,UHC_SCI_RMNCH,44,44,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2007,GHED_EXTCHE_SHA2011,14.99626637,15.00,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2007,UHC_INDEX_REPORTED,53,53,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2007,UHC_SCI_CAPACITY,64,64,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2007,UHC_SCI_INFECT,54,54,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2007,UHC_SCI_NCD,52,52,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2007,UHC_SCI_RMNCH,44,44,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2008,GHED_EXTCHE_SHA2011,12.52663803,12.53,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2008,UHC_INDEX_REPORTED,54,54,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2008,UHC_SCI_CAPACITY,63,63,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2008,UHC_SCI_INFECT,57,57,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2008,UHC_SCI_NCD,53,53,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2008,UHC_SCI_RMNCH,44,44,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2009,GHED_EXTCHE_SHA2011,7.35743666,7.36,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2009,UHC_INDEX_REPORTED,55,55,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2009,UHC_SCI_CAPACITY,64,64,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2009,UHC_SCI_INFECT,59,59,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2009,UHC_SCI_NCD,54,54,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2009,UHC_SCI_RMNCH,44,44,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2010,GHED_EXTCHE_SHA2011,5.10271645,5.10,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2010,SDGIHR,47,47,Africa,AFR,Average of 13 International Health Regulations core capacity scores,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2010,UHC_IHR,47,47,Africa,AFR,Compliance with international health regulations,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2010,UHC_INDEX_REPORTED,56,56,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2010,UHC_SCI_CAPACITY,63,63,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2010,UHC_SCI_INFECT,61,61,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2010,UHC_SCI_NCD,55,55,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2010,UHC_SCI_RMNCH,44,44,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2011,GHED_EXTCHE_SHA2011,4.83636427,4.84,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2011,UHC_INDEX_REPORTED,56,56,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2011,UHC_SCI_CAPACITY,61,61,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2011,UHC_SCI_INFECT,63,63,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2011,UHC_SCI_NCD,56,56,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2011,UHC_SCI_RMNCH,44,44,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2012,GHED_EXTCHE_SHA2011,4.60987091,4.61,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2012,UHC_INDEX_REPORTED,56,56,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2012,UHC_SCI_CAPACITY,59,59,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2012,UHC_SCI_INFECT,65,65,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2012,UHC_SCI_NCD,57,57,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2012,UHC_SCI_RMNCH,44,44,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2013,GHED_EXTCHE_SHA2011,8.8375845,8.84,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2013,SDGIHR,35,35,Africa,AFR,Average of 13 International Health Regulations core capacity scores,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2013,UHC_IHR,35,35,Africa,AFR,Compliance with international health regulations,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2013,UHC_INDEX_REPORTED,56,56,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2013,UHC_SCI_CAPACITY,59,59,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2013,UHC_SCI_INFECT,66,66,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2013,UHC_SCI_NCD,58,58,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2013,UHC_SCI_RMNCH,44,44,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2014,GHED_EXTCHE_SHA2011,7.95071602,7.95,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2014,UHC_INDEX_REPORTED,58,58,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2014,UHC_SCI_CAPACITY,66,66,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2014,UHC_SCI_INFECT,67,67,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2014,UHC_SCI_NCD,59,59,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2014,UHC_SCI_RMNCH,45,45,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2015,GHED_EXTCHE_SHA2011,7.03000593,7.03,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2015,SDGIHR,56,56,Africa,AFR,Average of 13 International Health Regulations core capacity scores,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2015,UHC_IHR,62,62,Africa,AFR,Compliance with international health regulations,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2015,UHC_INDEX_REPORTED,60,60,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2015,UHC_SCI_CAPACITY,72,72,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2015,UHC_SCI_INFECT,68,68,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2015,UHC_SCI_NCD,59,59,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2015,UHC_SCI_RMNCH,45,45,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2016,GHED_EXTCHE_SHA2011,5.6654377,5.67,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2016,UHC_INDEX_REPORTED,60,60,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2016,UHC_SCI_CAPACITY,71,71,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2016,UHC_SCI_INFECT,69,69,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2016,UHC_SCI_NCD,60,60,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2016,UHC_SCI_RMNCH,45,45,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2017,GHED_EXTCHE_SHA2011,9.61172962,9.61,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2017,SDGIHR,42.08349,42,Africa,AFR,Average of 13 International Health Regulations core capacity scores,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2017,UHC_INDEX_REPORTED,60,60,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2017,UHC_SCI_CAPACITY,66,66,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2017,UHC_SCI_INFECT,70,70,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2017,UHC_SCI_NCD,61,61,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2017,UHC_SCI_RMNCH,45,45,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2018,GHED_EXTCHE_SHA2011,8.53515816,8.54,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2018,SDGIHR2018,26,26,Africa,AFR,IHR SPAR first edition average core capacity score,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2018,UHC_INDEX_REPORTED,57,57,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2018,UHC_SCI_CAPACITY,54,54,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2018,UHC_SCI_INFECT,71,71,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2018,UHC_SCI_NCD,61,61,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2018,UHC_SCI_RMNCH,46,46,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2019,GHED_EXTCHE_SHA2011,9.56364727,9.56,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2019,SDGIHR2018,30,30,Africa,AFR,IHR SPAR first edition average core capacity score,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2019,UHC_INDEX_REPORTED,58,58,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2019,UHC_SCI_CAPACITY,57,57,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2019,UHC_SCI_INFECT,72,72,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2019,UHC_SCI_NCD,62,62,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2019,UHC_SCI_RMNCH,46,46,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2020,GHED_EXTCHE_SHA2011,5.72427082,5.72,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2020,SDGIHR2018,43,43,Africa,AFR,IHR SPAR first edition average core capacity score,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2020,UHC_INDEX_REPORTED,61,61,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2020,UHC_SCI_CAPACITY,64,64,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2020,UHC_SCI_INFECT,73,73,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2020,UHC_SCI_NCD,62,62,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2020,UHC_SCI_RMNCH,46,46,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2021,GHED_EXTCHE_SHA2011,5.36595869,5.37,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2021,SDGIHR2021,34,34,Africa,AFR,IHR SPAR second edition average core capacity score,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2021,UHC_INDEX_REPORTED,60,60,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2021,UHC_SCI_CAPACITY,59,59,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2021,UHC_SCI_INFECT,73,73,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2021,UHC_SCI_NCD,63,63,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2021,UHC_SCI_RMNCH,46,46,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2022,GHED_EXTCHE_SHA2011,6.34106207,6.34,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2022,SDGIHR2021,42,42,Africa,AFR,IHR SPAR second edition average core capacity score,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2022,UHC_INDEX_REPORTED,61,61,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2022,UHC_SCI_CAPACITY,64,64,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2022,UHC_SCI_INFECT,74,74,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2022,UHC_SCI_NCD,63,63,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2022,UHC_SCI_RMNCH,46,46,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2023,GHED_EXTCHE_SHA2011,6.53434038,6.53,Africa,AFR,External health expenditure as percentage of current health expenditure,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2023,SDGIHR2021,39.2,39,Africa,AFR,IHR SPAR second edition average core capacity score,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2023,UHC_AVAILABILITY_SCORE,50,50,Africa,AFR,Primary data availability for UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2023,UHC_INDEX_REPORTED,60,60,Africa,AFR,UHC service coverage index,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2023,UHC_SCI_CAPACITY,60,60,Africa,AFR,UHC service coverage sub-index on service capacity and access,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2023,UHC_SCI_INFECT,74,74,Africa,AFR,UHC service coverage sub-index on infectious diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2023,UHC_SCI_NCD,63,63,Africa,AFR,UHC service coverage sub-index on noncommunicable diseases,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2023,UHC_SCI_RMNCH,46,46,Africa,AFR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
BWA,2024,SDGIHR2021,45,45,Africa,AFR,IHR SPAR second edition average core capacity score,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
CAN,2004,GHED_EXTCHE_SHA2011,0,0.00,Americas,AMR,External health expenditure as percentage of current health expenditure,Canada,Global North,North America,yes,NA,NA,NA
CAN,2004,UHC_INDEX_REPORTED,85,85,Americas,AMR,UHC service coverage index,Canada,Global North,North America,yes,NA,NA,NA
CAN,2004,UHC_SCI_CAPACITY,89,89,Americas,AMR,UHC service coverage sub-index on service capacity and access,Canada,Global North,North America,yes,NA,NA,NA
CAN,2004,UHC_SCI_INFECT,100,100,Americas,AMR,UHC service coverage sub-index on infectious diseases,Canada,Global North,North America,yes,NA,NA,NA
CAN,2004,UHC_SCI_NCD,64,64,Americas,AMR,UHC service coverage sub-index on noncommunicable diseases,Canada,Global North,North America,yes,NA,NA,NA
CAN,2004,UHC_SCI_RMNCH,91,91,Americas,AMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Canada,Global North,North America,yes,NA,NA,NA
CAN,2005,GHED_EXTCHE_SHA2011,0,0.00,Americas,AMR,External health expenditure as percentage of current health expenditure,Canada,Global North,North America,yes,NA,NA,NA
CAN,2005,UHC_INDEX_REPORTED,85,85,Americas,AMR,UHC service coverage index,Canada,Global North,North America,yes,NA,NA,NA
CAN,2005,UHC_SCI_CAPACITY,89,89,Americas,AMR,UHC service coverage sub-index on service capacity and access,Canada,Global North,North America,yes,NA,NA,NA
CAN,2005,UHC_SCI_INFECT,100,100,Americas,AMR,UHC service coverage sub-index on infectious diseases,Canada,Global North,North America,yes,NA,NA,NA
CAN,2005,UHC_SCI_NCD,65,65,Americas,AMR,UHC service coverage sub-index on noncommunicable diseases,Canada,Global North,North America,yes,NA,NA,NA
CAN,2005,UHC_SCI_RMNCH,92,92,Americas,AMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Canada,Global North,North America,yes,NA,NA,NA
CAN,2006,GHED_EXTCHE_SHA2011,0,0.00,Americas,AMR,External health expenditure as percentage of current health expenditure,Canada,Global North,North America,yes,NA,NA,NA
CAN,2006,UHC_INDEX_REPORTED,86,86,Americas,AMR,UHC service coverage index,Canada,Global North,North America,yes,NA,NA,NA
CAN,2006,UHC_SCI_CAPACITY,89,89,Americas,AMR,UHC service coverage sub-index on service capacity and access,Canada,Global North,North America,yes,NA,NA,NA
CAN,2006,UHC_SCI_INFECT,100,100,Americas,AMR,UHC service coverage sub-index on infectious diseases,Canada,Global North,North America,yes,NA,NA,NA
CAN,2006,UHC_SCI_NCD,67,67,Americas,AMR,UHC service coverage sub-index on noncommunicable diseases,Canada,Global North,North America,yes,NA,NA,NA
CAN,2006,UHC_SCI_RMNCH,92,92,Americas,AMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Canada,Global North,North America,yes,NA,NA,NA
CAN,2007,GHED_EXTCHE_SHA2011,0,0.00,Americas,AMR,External health expenditure as percentage of current health expenditure,Canada,Global North,North America,yes,NA,NA,NA
CAN,2007,UHC_INDEX_REPORTED,86,86,Americas,AMR,UHC service coverage index,Canada,Global North,North America,yes,NA,NA,NA
CAN,2007,UHC_SCI_CAPACITY,89,89,Americas,AMR,UHC service coverage sub-index on service capacity and access,Canada,Global North,North America,yes,NA,NA,NA
CAN,2007,UHC_SCI_INFECT,100,100,Americas,AMR,UHC service coverage sub-index on infectious diseases,Canada,Global North,North America,yes,NA,NA,NA
