iso3c,year,un_degree,un_strength,un_eigen,un_betweenness,un_closeness,un_local_clustering,un_network_density,un_network_clustering,un_network_components,country_name_wdi,global_group,region,include_flag,who_name_override,wgi_name_override,notes
PRT,2008,0.20202020202020202,19.032940743467062,0.7398271124141585,0.003349824778396207,0.612259700489132,0.531578947368421,0.14505050505050504,0.5963073185196275,2,Portugal,Global North,Europe,yes,NA,NA,NA
PRY,2008,0.1919191919191919,17.985531958430176,0,0.02411873840445269,0.4990816020058362,0.456140350877193,0.14505050505050504,0.5963073185196275,2,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA
QAT,2008,0.1111111111111111,10.448027909927223,0,6.184291898577613e-4,0.4512500425070002,0.7272727272727273,0.14505050505050504,0.5963073185196275,2,Qatar,Global South,Middle East & North Africa,yes,NA,NA,NA
ROU,2008,0.1111111111111111,10.406426906426907,0.4114160956809567,0,0.4910083113575008,0.7272727272727273,0.14505050505050504,0.5963073185196275,2,Romania,Global North,Europe,yes,NA,NA,NA
RWA,2008,0.20202020202020202,19.064068464347514,0,0.03339517625231911,0.5673488382901257,0.38421052631578945,0.14505050505050504,0.5963073185196275,2,Rwanda,Global South,Sub-Saharan Africa,yes,NA,NA,NA
SAU,2008,0.1111111111111111,10.485103577158373,0,0.0030921459492888066,0.4319551010524054,0.6,0.14505050505050504,0.5963073185196275,2,Saudi Arabia,Global South,Middle East & North Africa,yes,NA,NA,NA
SEN,2008,0.1717171717171717,16.09889293420544,0,6.184291898577613e-4,0.5076039954473911,0.4852941176470588,0.14505050505050504,0.5963073185196275,2,Senegal,Global South,Sub-Saharan Africa,yes,NA,NA,NA
SGP,2008,0.10101010101010101,9.221212547754035,0,0,0.49066655854402763,0.6222222222222222,0.14505050505050504,0.5963073185196275,2,Singapore,Global North,East Asia & Pacific,yes,NA,NA,NA
SVK,2008,0.12121212121212122,11.701357201357201,0.4538420208481219,0.0014601800316086033,0.4942322376581275,0.7575757575757577,0.14505050505050504,0.5963073185196275,2,Slovak Republic,Global North,Europe,yes,NA,NA,NA
SVN,2008,0.18181818181818182,17.227679826100875,0.7134624895234853,0.0028904202373590134,0.5957005145505165,0.5359477124183006,0.14505050505050504,0.5963073185196275,2,Slovenia,Global North,Europe,yes,NA,NA,NA
SWE,2008,0.13131313131313133,12.212103685787897,0.4488530340362009,0.0034357177214320066,0.5367651263043139,0.5256410256410257,0.14505050505050504,0.5963073185196275,2,Sweden,Global North,Europe,yes,NA,NA,NA
THA,2008,0.1111111111111111,9.91862685465491,0,8.245722531436817e-4,0.47785487504580776,0.4909090909090909,0.14505050505050504,0.5963073185196275,2,Thailand,Global South,East Asia & Pacific,yes,NA,NA,NA
TUN,2008,0.3333333333333333,31.2755205251163,0,0.0831787260358689,0.6507427678619404,0.2765151515151515,0.14505050505050504,0.5963073185196275,2,Tunisia,Global South,Middle East & North Africa,yes,NA,NA,NA
TUR,2008,0.10101010101010101,8.460555555555555,0.3748212821626289,4.1228612657184083e-4,0.48385106332816374,0.6444444444444444,0.14505050505050504,0.5963073185196275,2,Turkiye,Global South,Europe & Central Asia,yes,NA,NA,NA
TZA,2008,0.12121212121212122,11.245686333564084,0,4.1228612657184083e-4,0.5168019417583132,0.5454545454545454,0.14505050505050504,0.5963073185196275,2,Tanzania,Global South,Sub-Saharan Africa,yes,NA,NA,NA
UGA,2008,0.1919191919191919,17.97659633747455,0,0.01020408163265306,0.5464489961211288,0.42105263157894735,0.14505050505050504,0.5963073185196275,2,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA
URY,2008,0.1414141414141414,13.166256992170597,0,9.276437847866419e-4,0.44635893468991017,0.6153846153846154,0.14505050505050504,0.5963073185196275,2,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA
USA,2008,0.10101010101010101,3.6070596070596066,0.09413962195060446,0,0.24838971764145795,0.7333333333333333,0.14505050505050504,0.5963073185196275,2,United States,Global North,North America,yes,NA,NA,NA
UZB,2008,0.10101010101010101,9.02847631723777,0,0,0.4636507839262241,0.5777777777777778,0.14505050505050504,0.5963073185196275,2,Uzbekistan,Global South,Europe & Central Asia,yes,NA,NA,NA
VNM,2008,0.15151515151515152,14.197386841695028,0,0.0070088641517212944,0.4702615317112296,0.5523809523809524,0.14505050505050504,0.5963073185196275,2,Viet Nam,Global South,East Asia & Pacific,yes,NA,NA,NA
ZAF,2008,0.12121212121212122,11.391477523777452,0,0,0.5152503700002359,0.6515151515151515,0.14505050505050504,0.5963073185196275,2,South Africa,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ZMB,2008,0.12121212121212122,11.543136690363774,0,0.0010307153164296021,0.5212332167327397,0.5606060606060607,0.14505050505050504,0.5963073185196275,2,Zambia,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ZWE,2008,0.1919191919191919,17.826241588745532,0,0.004329004329004329,0.49164355244461344,0.4795321637426901,0.14505050505050504,0.5963073185196275,2,Zimbabwe,Global South,Sub-Saharan Africa,yes,NA,NA,NA
AGO,2009,0.2727272727272727,26.080343163398265,2.1567555349404303e-15,0.04968047825190682,0.6143681903108968,0.35327635327635326,0.14686868686868687,0.5974254347005826,2,Angola,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ARE,2009,0.12121212121212122,11.471591126535156,6.714560386641503e-16,4.1228612657184083e-4,0.4363129164811976,0.6515151515151515,0.14686868686868687,0.5974254347005826,2,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA
ARG,2009,0.10101010101010101,9.144759614683183,7.247904709659579e-16,0,0.40542919487975015,0.8888888888888888,0.14686868686868687,0.5974254347005826,2,Argentina,Global South,Latin America & Caribbean,yes,NA,NA,NA
AUS,2009,0.12121212121212122,9.022388059701491,0.20628967482879995,8.245722531436817e-4,0.4607109309240645,0.6666666666666666,0.14686868686868687,0.5974254347005826,2,Australia,Global North,East Asia & Pacific,yes,NA,NA,NA
AUT,2009,0.16161616161616163,15.248024582967517,0.5838161249626189,0.004019789734075448,0.5621552011331208,0.625,0.14686868686868687,0.5974254347005826,2,Austria,Global North,Europe,yes,NA,NA,NA
AZE,2009,0.10101010101010101,8.982391924677351,7.590725519125396e-16,2.0614306328592042e-4,0.44856349852677196,0.5777777777777778,0.14686868686868687,0.5974254347005826,2,Azerbaijan,Global South,Europe & Central Asia,yes,NA,NA,NA
BEL,2009,0.20202020202020202,19.041483757682176,0.6955914210167108,0.0015941730227444512,0.6161972180812959,0.5473684210526316,0.14686868686868687,0.5974254347005826,2,Belgium,Global North,Europe,yes,NA,NA,NA
BGD,2009,0.1111111111111111,10.421502120717227,8.89918736017907e-16,0.0012368583797155227,0.4644969713756234,0.5454545454545454,0.14686868686868687,0.5974254347005826,2,Bangladesh,Global South,South Asia,yes,NA,NA,NA
BGR,2009,0.2222222222222222,21.312980551786517,0.760315034161855,1.5460729746444033e-4,0.6415115624674931,0.5021645021645021,0.14686868686868687,0.5974254347005826,2,Bulgaria,Global North,Europe,yes,NA,NA,NA
BOL,2009,0.1717171717171717,15.930676523664362,1.1687925844978095e-15,0.003916718202432488,0.5073430237340165,0.4264705882352941,0.14686868686868687,0.5974254347005826,2,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA
BRA,2009,0.13131313131313133,12.483618923876824,1.2368665083593393e-15,0,0.47524209747758434,0.6538461538461539,0.14686868686868687,0.5974254347005826,2,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA
BWA,2009,0.15151515151515152,14.138642024201125,1.0866643557717122e-15,0.0026798598227169654,0.4474518123638688,0.6666666666666667,0.14686868686868687,0.5974254347005826,2,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
CAN,2009,0.12121212121212122,8.931079894644425,0.20544136003107866,0.0030921459492888066,0.4511147391970596,0.7424242424242423,0.14686868686868687,0.5974254347005826,2,Canada,Global North,North America,yes,NA,NA,NA
CHE,2009,0.10101010101010101,9.373134328358208,0.3510548156944924,0,0.5091079215119432,0.48888888888888893,0.14686868686868687,0.5974254347005826,2,Switzerland,Global North,Europe,yes,NA,NA,NA
CHL,2009,0.1111111111111111,9.936316692769722,8.404977964991175e-16,6.184291898577613e-4,0.43085980240234717,0.6,0.14686868686868687,0.5974254347005826,2,Chile,Global North,Latin America & Caribbean,yes,NA,NA,NA
CHN,2009,0.13131313131313133,11.769980695035658,8.469095006864327e-16,0,0.4413116388123811,0.5897435897435898,0.14686868686868687,0.5974254347005826,2,China,Global South,East Asia & Pacific,yes,NA,NA,NA
CMR,2009,0.10101010101010101,7.369638337852624,5.686756233788844e-16,0,0.3834187405046469,0.5555555555555556,0.14686868686868687,0.5974254347005826,2,Cameroon,Global South,Sub-Saharan Africa,yes,NA,NA,NA
COL,2009,0.1111111111111111,9.790191405816408,6.938878519031866e-16,0,0.3996177463891757,0.6181818181818182,0.14686868686868687,0.5974254347005826,2,Colombia,Global South,Latin America & Caribbean,yes,NA,NA,NA
CRI,2009,0.13131313131313133,12.009341104583642,8.840858245459638e-16,8.245722531436817e-4,0.4260190470582321,0.6923076923076924,0.14686868686868687,0.5974254347005826,2,Costa Rica,Global South,Latin America & Caribbean,yes,NA,NA,NA
CYP,2009,0.1111111111111111,10.095409899034241,0.414287446180556,4.1228612657184083e-4,0.47172537421439503,0.8545454545454545,0.14686868686868687,0.5974254347005826,2,Cyprus,Global North,Europe,yes,NA,NA,NA
CZE,2009,0.1414141414141414,12.314749780509215,0.3571559720596855,9.19054490483062e-4,0.5243545326443618,0.7252747252747253,0.14686868686868687,0.5974254347005826,2,Czechia,Global North,Europe,yes,NA,NA,NA
DEU,2009,0.1414141414141414,12.314749780509215,0.3571559720596855,9.19054490483062e-4,0.5243545326443618,0.7252747252747253,0.14686868686868687,0.5974254347005826,2,Germany,Global North,Europe,yes,NA,NA,NA
DNK,2009,0.2222222222222222,19.76997366110623,0.6225028451338281,0.004158936301793445,0.6354220802253757,0.5151515151515151,0.14686868686868687,0.5974254347005826,2,Denmark,Global North,Europe,yes,NA,NA,NA
DOM,2009,0.18181818181818182,17.2332956997601,1.5944245270216607e-15,0.006905792620078334,0.546651936953317,0.43790849673202614,0.14686868686868687,0.5974254347005826,2,Dominican Republic,Global South,Latin America & Caribbean,yes,NA,NA,NA
DZA,2009,0.12121212121212122,11.518053778847237,7.716644159095305e-16,0.0013399299113584827,0.42959330899864206,0.6515151515151515,0.14686868686868687,0.5974254347005826,2,Algeria,Global South,Middle East & North Africa,yes,NA,NA,NA
ECU,2009,0.10101010101010101,9.40493372713522,9.970432129571908e-16,0,0.4902282492785648,0.5777777777777778,0.14686868686868687,0.5974254347005826,2,Ecuador,Global South,Latin America & Caribbean,yes,NA,NA,NA
EGY,2009,0.16161616161616163,15.043012140203247,8.35812150413678e-16,0.007627293341579056,0.4293719761077421,0.4583333333333333,0.14686868686868687,0.5974254347005826,2,"Egypt, Arab Rep.",Global South,Middle East & North Africa,yes,NA,NA,NA
ESP,2009,0.16161616161616163,15.469463760741744,0.6456978731654808,0,0.5817451392620879,0.6833333333333333,0.14686868686868687,0.5974254347005826,2,Spain,Global North,Europe,yes,NA,NA,NA
EST,2009,0.2727272727272727,26.027436347673387,0.9163134745386152,0.021916443345014774,0.6993160254869072,0.45868945868945865,0.14686868686868687,0.5974254347005826,2,Estonia,Global North,Europe,yes,NA,NA,NA
ETH,2009,0.13131313131313133,12.061268608235677,9.521321680160988e-16,0.0020614306328592042,0.5017445786094157,0.44871794871794873,0.14686868686868687,0.5974254347005826,2,Ethiopia,Global South,Sub-Saharan Africa,yes,NA,NA,NA
FIN,2009,0.20202020202020202,19.02919227392449,0.7016646174045053,0.006301106301106302,0.6159576723635501,0.5947368421052632,0.14686868686868687,0.5974254347005826,2,Finland,Global North,Europe,yes,NA,NA,NA
FRA,2009,0.12121212121212122,9.48990342405619,0.4061454068576421,8.245722531436817e-4,0.49607244195811634,0.6515151515151515,0.14686868686868687,0.5974254347005826,2,France,Global North,Europe,yes,NA,NA,NA
GBR,2009,0.12121212121212122,9.652107111501318,0.41267778232984653,0.006596578025149453,0.5146861050376362,0.696969696969697,0.14686868686868687,0.5974254347005826,2,United Kingdom,Global North,Europe,yes,NA,NA,NA
GEO,2009,0.10101010101010101,9.731117141564903,0.4659029865752846,0,0.5292841564474192,0.911111111111111,0.14686868686868687,0.5974254347005826,2,Georgia,Global South,Europe & Central Asia,yes,NA,NA,NA
GHA,2009,0.20202020202020202,18.844758530234277,1.3744451894819777e-15,0.00968872397443826,0.5246480444967974,0.4263157894736842,0.14686868686868687,0.5974254347005826,2,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
GRC,2009,0.30303030303030304,28.547396290605786,1,0.008515426372569228,0.7383865970918957,0.4459770114942529,0.14686868686868687,0.5974254347005826,2,Greece,Global North,Europe,yes,NA,NA,NA
GTM,2009,0.12121212121212122,11.23133951211212,9.33840305998886e-16,2.0614306328592042e-4,0.43815517400257203,0.696969696969697,0.14686868686868687,0.5974254347005826,2,Guatemala,Global South,Latin America & Caribbean,yes,NA,NA,NA
HRV,2009,0.13131313131313133,12.522161917684304,0.5343457782441933,6.184291898577613e-4,0.5422036562652923,0.7692307692307692,0.14686868686868687,0.5974254347005826,2,Croatia,Global North,Europe,yes,NA,NA,NA
HUN,2009,0.13131313131313133,12.477611940298505,0.4464015465261896,0,0.5568398812196443,0.717948717948718,0.14686868686868687,0.5974254347005826,2,Hungary,Global North,Europe,yes,NA,NA,NA
IDN,2009,0.13131313131313133,12.36774562867627,9.020006885560244e-16,0.0024737167594310453,0.46040441458314285,0.4743589743589744,0.14686868686868687,0.5974254347005826,2,Indonesia,Global South,East Asia & Pacific,yes,NA,NA,NA
IND,2009,0.10101010101010101,8.508790381528529,6.24585727483433e-16,0.001443001443001443,0.4407347320507036,0.5333333333333333,0.14686868686868687,0.5974254347005826,2,India,Global South,South Asia,yes,NA,NA,NA
IRL,2009,0.15151515151515152,14.146180860403861,0.5216570974924644,5.978148835291692e-4,0.5138129491043565,0.6380952380952382,0.14686868686868687,0.5974254347005826,2,Ireland,Global North,Europe,yes,NA,NA,NA
IRN,2009,0.1111111111111111,10.239697063689,5.781771823475537e-16,2.0614306328592042e-4,0.378026636837743,0.5818181818181818,0.14686868686868687,0.5974254347005826,2,"Iran, Islamic Rep.",Global South,Middle East & North Africa,yes,NA,NA,NA
IRQ,2009,0.12121212121212122,11.539966585833522,6.452444631343421e-16,0.0012368583797155227,0.438257963503729,0.5606060606060607,0.14686868686868687,0.5974254347005826,2,Iraq,Global South,Middle East & North Africa,yes,NA,NA,NA
ISL,2009,0.29292929292929293,27.650337467076373,0.9794729962737023,0.008206211777640348,0.7247349840118875,0.45566502463054187,0.14686868686868687,0.5974254347005826,2,Iceland,Global North,Europe,yes,NA,NA,NA
ISR,2009,0.10101010101010101,5.134328358208956,0.09888348909093692,0,0.30818738966153686,0.7111111111111111,0.14686868686868687,0.5974254347005826,2,Israel,Global North,Middle East,yes,NA,NA,NA
ITA,2009,0.15151515151515152,14.063419117647058,0.4770259724820927,0.009386380814952243,0.5719234701177209,0.4857142857142857,0.14686868686868687,0.5974254347005826,2,Italy,Global North,Europe,yes,NA,NA,NA
JOR,2009,0.13131313131313133,12.392198414064147,1.1234051832114095e-15,0.008554937126365698,0.5256709694941645,0.4102564102564103,0.14686868686868687,0.5974254347005826,2,Jordan,Global South,Middle East & North Africa,yes,NA,NA,NA
JPN,2009,0.10101010101010101,8.880816505706761,0.37541078824869084,0,0.4693432433100907,0.9333333333333333,0.14686868686868687,0.5974254347005826,2,Japan,Global North,East Asia & Pacific,yes,NA,NA,NA
KAZ,2009,0.10101010101010101,9.107182483041328,8.474906592588682e-16,0.0012368583797155227,0.4682493095801982,0.4444444444444444,0.14686868686868687,0.5974254347005826,2,Kazakhstan,Global South,Europe & Central Asia,yes,NA,NA,NA
KEN,2009,0.15151515151515152,14.091553107839875,1.311632278747223e-15,0.0055658627087198514,0.5028858971284502,0.5333333333333333,0.14686868686868687,0.5974254347005826,2,Kenya,Global South,Sub-Saharan Africa,yes,NA,NA,NA
KHM,2009,0.18181818181818182,17.299726936102843,1.5959457107364198e-15,0.011853226138940425,0.550582991670332,0.5098039215686274,0.14686868686868687,0.5974254347005826,2,Cambodia,Global South,East Asia & Pacific,yes,NA,NA,NA
KOR,2009,0.10101010101010101,8.748244073748902,0.3704140119291668,0,0.4539000336270316,0.8888888888888888,0.14686868686868687,0.5974254347005826,2,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KWT,2009,0.12121212121212122,11.476572505633085,7.96054918161854e-16,0.0018896447467876038,0.44102006055792753,0.6212121212121212,0.14686868686868687,0.5974254347005826,2,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
LAO,2009,0.1919191919191919,18.044050438124668,1.3179093973390653e-15,0.03463203463203463,0.5448544814431441,0.39766081871345027,0.14686868686868687,0.5974254347005826,2,Lao PDR,Global South,East Asia & Pacific,yes,NA,NA,NA
LKA,2009,0.1717171717171717,16.098055005982363,1.2249444154945181e-15,0.003916718202432488,0.49987899063316116,0.4485294117647059,0.14686868686868687,0.5974254347005826,2,Sri Lanka,Global South,South Asia,yes,NA,NA,NA
LTU,2009,0.15151515151515152,14.29345917471466,0.5754382577732414,0.002576788291074005,0.5713729471550237,0.6857142857142857,0.14686868686868687,0.5974254347005826,2,Lithuania,Global North,Europe,yes,NA,NA,NA
LUX,2009,0.25252525252525254,23.78312938981562,0.8623734881904321,0.004770494056208341,0.6746208293547932,0.51,0.14686868686868687,0.5974254347005826,2,Luxembourg,Global North,Europe,yes,NA,NA,NA
LVA,2009,0.24242424242424243,22.856658801580327,0.8405839690212709,0.004426922284065141,0.6631824807711229,0.5217391304347826,0.14686868686868687,0.5974254347005826,2,Latvia,Global North,Europe,yes,NA,NA,NA
MAR,2009,0.1111111111111111,10.591248373066305,8.123895719638577e-16,0.02040816326530612,0.5132044385552355,0.4909090909090909,0.14686868686868687,0.5974254347005826,2,Morocco,Global South,Middle East & North Africa,yes,NA,NA,NA
MEX,2009,0.1111111111111111,10.129936720191328,7.424126473987924e-16,2.0614306328592042e-4,0.3872228858732546,0.8727272727272727,0.14686868686868687,0.5974254347005826,2,Mexico,Global South,Latin America & Caribbean,yes,NA,NA,NA
MLT,2009,0.1111111111111111,10.240808823529413,0.40515587592287156,8.932866075723217e-4,0.4760101757083563,0.8,0.14686868686868687,0.5974254347005826,2,Malta,Global North,Europe,yes,NA,NA,NA
MMR,2009,0.10101010101010101,9.464538259262152,6.133149491777495e-16,0,0.4176702577703827,0.7111111111111111,0.14686868686868687,0.5974254347005826,2,Myanmar,Global South,East Asia & Pacific,yes,NA,NA,NA
MNG,2009,0.1919191919191919,17.842558022578515,1.3873522000537022e-15,0.017212945784374357,0.47033993509053645,0.5614035087719298,0.14686868686868687,0.5974254347005826,2,Mongolia,Global South,East Asia & Pacific,yes,NA,NA,NA
MYS,2009,0.16161616161616163,15.33573862546097,1.0568609510380745e-15,0.006218649075791933,0.4738738413763526,0.5,0.14686868686868687,0.5974254347005826,2,Malaysia,Global South,East Asia & Pacific,yes,NA,NA,NA
NAM,2009,0.1111111111111111,10.579834708064618,9.090169757417924e-16,8.245722531436817e-4,0.4621838757113707,0.5636363636363637,0.14686868686868687,0.5974254347005826,2,Namibia,Global South,Sub-Saharan Africa,yes,NA,NA,NA
NGA,2009,0.12121212121212122,11.444542381455243,1.1751018446399623e-15,0.0041228612657184084,0.5222726537100927,0.4696969696969697,0.14686868686868687,0.5974254347005826,2,Nigeria,Global South,Sub-Saharan Africa,yes,NA,NA,NA
NLD,2009,0.1414141414141414,12.314749780509219,0.3571559720596855,9.19054490483062e-4,0.5243545326443618,0.7252747252747253,0.14686868686868687,0.5974254347005826,2,Netherlands,Global North,Europe,yes,NA,NA,NA
NOR,2009,0.1111111111111111,10.498902546093063,0.4857224490095959,0,0.507105809946729,0.8545454545454545,0.14686868686868687,0.5974254347005826,2,Norway,Global North,Europe,yes,NA,NA,NA
NPL,2009,0.12121212121212122,11.481523185069202,1.131904101410569e-15,0,0.47558855771838626,0.6363636363636364,0.14686868686868687,0.5974254347005826,2,Nepal,Global South,South Asia,yes,NA,NA,NA
NZL,2009,0.1111111111111111,9.851624231782266,0.39419469075993674,4.1228612657184083e-4,0.5214549113139088,0.6,0.14686868686868687,0.5974254347005826,2,New Zealand,Global North,East Asia & Pacific,yes,NA,NA,NA
OMN,2009,0.18181818181818182,17.20090952360487,9.796543430382562e-16,9.276437847866419e-4,0.4444932247843856,0.47058823529411764,0.14686868686868687,0.5974254347005826,2,Oman,Global South,Middle East & North Africa,yes,NA,NA,NA
PAK,2009,0.1111111111111111,9.726257066511677,6.247009883612078e-16,2.0614306328592042e-4,0.42691816679785394,0.4909090909090909,0.14686868686868687,0.5974254347005826,2,Pakistan,Global South,South Asia,yes,NA,NA,NA
PAN,2009,0.1111111111111111,8.444051209382817,6.265262761528788e-16,2.0614306328592042e-4,0.37619808681224304,0.6545454545454545,0.14686868686868687,0.5974254347005826,2,Panama,Global South,Latin America & Caribbean,yes,NA,NA,NA
PER,2009,0.1111111111111111,10.172401693516708,7.160444101876704e-16,0,0.38028739004481094,0.8181818181818181,0.14686868686868687,0.5974254347005826,2,Peru,Global South,Latin America & Caribbean,yes,NA,NA,NA
PHL,2009,0.1919191919191919,18.32046329680988,1.6727862855101946e-15,0.011750154607297465,0.5454314428983356,0.41520467836257313,0.14686868686868687,0.5974254347005826,2,Philippines,Global South,East Asia & Pacific,yes,NA,NA,NA
POL,2009,0.1414141414141414,12.181957857769973,0.3468044601909071,3.2639318353604066e-4,0.5209520160715598,0.6923076923076923,0.14686868686868687,0.5974254347005826,2,Poland,Global North,Europe,yes,NA,NA,NA
PRT,2009,0.15151515151515152,14.416181957857768,0.5685568544554526,0.003229574658146086,0.5576299561953183,0.6952380952380952,0.14686868686868687,0.5974254347005826,2,Portugal,Global North,Europe,yes,NA,NA,NA
PRY,2009,0.1919191919191919,17.95535583464155,1.4002718256911156e-15,0.002370645227788085,0.4756349848010653,0.5380116959064327,0.14686868686868687,0.5974254347005826,2,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA
QAT,2009,0.12121212121212122,11.476572505633085,7.497268481886142e-16,0.0018896447467876038,0.44102006055792753,0.6212121212121212,0.14686868686868687,0.5974254347005826,2,Qatar,Global South,Middle East & North Africa,yes,NA,NA,NA
ROU,2009,0.13131313131313133,12.146400351185251,0.47406856453809043,0.004847797704940562,0.5549119112319278,0.6025641025641025,0.14686868686868687,0.5974254347005826,2,Romania,Global North,Europe,yes,NA,NA,NA
RWA,2009,0.15151515151515152,14.38773386034256,1.2063889081513814e-15,0.015563801278086993,0.4821546376845253,0.4571428571428572,0.14686868686868687,0.5974254347005826,2,Rwanda,Global South,Sub-Saharan Africa,yes,NA,NA,NA
SAU,2009,0.1111111111111111,10.473025823678809,6.3714813545150025e-16,8.245722531436817e-4,0.4522056145155257,0.6,0.14686868686868687,0.5974254347005826,2,Saudi Arabia,Global South,Middle East & North Africa,yes,NA,NA,NA
SEN,2009,0.24242424242424243,22.78688237949025,1.7855354767021447e-15,0.025149453720882294,0.580918567008571,0.322463768115942,0.14686868686868687,0.5974254347005826,2,Senegal,Global South,Sub-Saharan Africa,yes,NA,NA,NA
SGP,2009,0.13131313131313133,12.502060510496154,1.3653573512699476e-15,0.0030921459492888066,0.49996322369424484,0.6794871794871794,0.14686868686868687,0.5974254347005826,2,Singapore,Global North,East Asia & Pacific,yes,NA,NA,NA
SVK,2009,0.16161616161616163,15.204345917471466,0.5145539090856696,0.002697038411324126,0.5819450982368232,0.6333333333333333,0.14686868686868687,0.5974254347005826,2,Slovak Republic,Global North,Europe,yes,NA,NA,NA
SVN,2009,0.15151515151515152,14.416181957857768,0.5685568544554526,0.003229574658146086,0.5576299561953183,0.6952380952380952,0.14686868686868687,0.5974254347005826,2,Slovenia,Global North,Europe,yes,NA,NA,NA
SWE,2009,0.13131313131313133,12.43985952589991,0.5027468385957166,0.0016628873771730914,0.5506059013194383,0.6538461538461539,0.14686868686868687,0.5974254347005826,2,Sweden,Global North,Europe,yes,NA,NA,NA
THA,2009,0.21212121212121213,19.839294905155626,1.7443191453424797e-15,0.0032982890125747267,0.5476603567693522,0.4666666666666667,0.14686868686868687,0.5974254347005826,2,Thailand,Global South,East Asia & Pacific,yes,NA,NA,NA
TUN,2009,0.18181818181818182,17.497789249684743,1.0006173151548764e-15,0.023088023088023088,0.48304452017881644,0.3986928104575163,0.14686868686868687,0.5974254347005826,2,Tunisia,Global South,Middle East & North Africa,yes,NA,NA,NA
TUR,2009,0.10101010101010101,8.390625,0.3481593493188405,0,0.47650474267532256,0.8666666666666667,0.14686868686868687,0.5974254347005826,2,Turkiye,Global South,Europe & Central Asia,yes,NA,NA,NA
TZA,2009,0.18181818181818182,17.00924776205051,1.2962439308073877e-15,0.025767882910740055,0.5157087740257279,0.5163398692810458,0.14686868686868687,0.5974254347005826,2,Tanzania,Global South,Sub-Saharan Africa,yes,NA,NA,NA
UGA,2009,0.12121212121212122,10.938585827465333,9.517088685359927e-16,0.0022675736961451248,0.48819702739201837,0.5303030303030303,0.14686868686868687,0.5974254347005826,2,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA
URY,2009,0.1414141414141414,12.708658184075217,9.291172838216409e-16,0,0.4277898543602915,0.6483516483516484,0.14686868686868687,0.5974254347005826,2,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA
USA,2009,0.10101010101010101,5.410228270412643,0.10479457254410218,0,0.324272951229795,0.7111111111111111,0.14686868686868687,0.5974254347005826,2,United States,Global North,North America,yes,NA,NA,NA
UZB,2009,0.10101010101010101,9.310629738390606,8.217283869791896e-16,0.006596578025149453,0.4844100430660988,0.37777777777777777,0.14686868686868687,0.5974254347005826,2,Uzbekistan,Global South,Europe & Central Asia,yes,NA,NA,NA
VNM,2009,0.12121212121212122,11.486614035605971,7.384370530104615e-16,0.007627293341579056,0.43429425935359717,0.6818181818181818,0.14686868686868687,0.5974254347005826,2,Viet Nam,Global South,East Asia & Pacific,yes,NA,NA,NA
ZAF,2009,0.10101010101010101,9.539692169660892,8.995452811809927e-16,8.245722531436817e-4,0.5035241541132417,0.48888888888888893,0.14686868686868687,0.5974254347005826,2,South Africa,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ZMB,2009,0.24242424242424243,23.146889617831476,2.0083400755979224e-15,0.03700267985982272,0.5731152456829463,0.4166666666666667,0.14686868686868687,0.5974254347005826,2,Zambia,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ZWE,2009,0.13131313131313133,12.286015765482846,9.850430778010892e-16,4.1228612657184083e-4,0.4758096627984343,0.6282051282051282,0.14686868686868687,0.5974254347005826,2,Zimbabwe,Global South,Sub-Saharan Africa,yes,NA,NA,NA
AGO,2010,0.2222222222222222,21.20658273570406,0.5731407899917275,0.015460729746444033,0.5883812769353302,0.38528138528138534,0.14343434343434341,0.5894803740581499,2,Angola,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ARE,2010,0.12121212121212122,11.493356230020074,0.3498433537370028,0,0.4877735592647196,0.5303030303030303,0.14343434343434341,0.5894803740581499,2,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA
ARG,2010,0.1111111111111111,9.765058201977022,0.13513141693245073,0,0.4097967437916557,0.6181818181818182,0.14343434343434341,0.5894803740581499,2,Argentina,Global South,Latin America & Caribbean,yes,NA,NA,NA
AUS,2010,0.12121212121212122,9.124021909233177,0,4.1228612657184083e-4,0.42018939133459654,0.8333333333333333,0.14343434343434341,0.5894803740581499,2,Australia,Global North,East Asia & Pacific,yes,NA,NA,NA
