iso3c,year,iv_distance_weighted_peer_eigen,iv_language_peer_eigen,iv_historical_peer_eigen,iv_contiguous_peer_eigen
ARE,2023,0.14526630825679648,0.34665416260805937,0.08486536697577417,0.06756130586394328
ARE,2024,0.1285379965993575,0.30892310487246,0.06671115410679312,0.0562910366826336
ARG,2004,0.23048818051345601,0.3272924338096396,0.31402110530768196,0.3124191732826744
ARG,2005,0.20429454000324918,0.42726028587694703,0.2659327079339252,0.3203825533101871
ARG,2006,0.28036978518879285,0.4749653625604726,0.3872178494937059,0.43337159162890665
ARG,2007,0.18201104658676331,0.31269634830522647,0.24776813748608792,0.2660931722795234
ARG,2008,0.15779064213277633,0.38588788179642175,0.23441779922825762,0.2732411322512075
ARG,2009,0.1371197171510155,0.10178603433835526,0.09442868375259472,0.09427464280511925
ARG,2010,0.17258955660984618,0.4271407484105275,0.18657308860252386,0.2906588039560989
ARG,2011,0.22297750090276447,0.50886927772604,0.23731868257254904,0.35418286377304686
ARG,2012,0.16323733737579005,0.43032243130982745,0.22059846734561597,0.29322762950774023
ARG,2013,0.15131843189634975,0.16552741939538204,0.1345000781629858,0.12956716217945902
ARG,2014,0.15358733459809323,0.12731753853065322,0.09778803182332364,0.09364980604464708
ARG,2015,0.19525295536493817,0.49728390155239777,0.4003887583826873,0.4015790652734109
ARG,2016,0.16480975169718948,0.07436248437088358,0.037568391206462826,0.03524163392339049
ARG,2017,0.12319423856777623,0.045496952007474584,0.03723574108672074,0.032544518971242435
ARG,2018,0.20187985686384938,0.1811461918034551,0.14765827519367902,0.13329810279531368
ARG,2019,0.2456391708535056,0.125280164329675,0.09720242289175708,0.08915071681771686
ARG,2020,0.19807928072793257,0.16536094005949603,0.1300279662912684,0.127103796334198
ARG,2021,0.22039380186050145,0.34499458555187823,0.18947554053650256,0.2150902303861068
ARG,2022,0.16530572858383727,0.3857651334193438,0.22763834720936715,0.23698556144249483
ARG,2023,0.1497016795761076,0.3508530855296346,0.20774229243126333,0.20350272476045225
ARG,2024,0.1327137460836841,0.3275034100560189,0.1863265924407732,0.18824009594484845
AUS,2004,0.23023493181375035,0.27862250080161843,1.0006697689456368e-4,NA
AUS,2005,0.20105385595125078,0.20052455920222426,8.562914004406188e-5,NA
AUS,2006,0.27896556668180295,0.291161816173721,2.7718331881443646e-4,NA
AUS,2007,0.18099353380757946,0.18478494871736242,4.04739333743302e-4,NA
AUS,2008,0.1542846832414754,0.13015622022303489,4.8867100938510966e-5,NA
AUS,2009,0.13920631916836734,0.1939351591430082,5.230102100732934e-5,NA
AUS,2010,0.16897615971490376,0.12847984385016983,3.2078417179303646e-4,NA
AUS,2011,0.21817078358451858,0.2226167900527681,4.899655608573588e-4,NA
AUS,2012,0.1590291843102598,0.12271838015375007,3.2121993046630977e-4,NA
AUS,2013,0.15154074589934807,0.2595442388481873,4.0359148262617494e-4,NA
AUS,2014,0.15552440324927017,0.25116525150251445,3.812041553542223e-4,NA
AUS,2015,0.18939507972692807,0.16492346313541725,0.00509576707809934,NA
AUS,2016,0.16850388182369083,0.30471007282161316,0.0011654578394365,NA
AUS,2017,0.1261260446571835,0.22484524573405495,2.1487121017131825e-4,NA
AUS,2018,0.20361227923193553,0.3378097127147141,0.00483864041362113,NA
AUS,2019,0.2482503818875518,0.2758341047432762,0.03226005360760514,NA
AUS,2020,0.19843971453089435,0.11402499875359198,0.03232655035796393,NA
AUS,2021,0.21973149060327676,0.1867520592803347,0.02008182199977371,NA
AUS,2022,0.16263847837390383,0.12505257192454183,0.00414528752782152,NA
AUS,2023,0.14739285609917452,0.11043491808905025,0.00178589182859542,NA
AUS,2024,0.13047350474638383,0.0813191079467433,0.00451636346033275,NA
AUT,2004,0.21348099146547683,2.9227191861557962e-5,0.0011945923433062948,5.435040098661697e-4
AUT,2005,0.18716868089254324,3.788773541386167e-5,7.615918084623338e-4,4.417101242566858e-4
AUT,2006,0.2584078039017749,4.650048902028977e-5,0.0017094322356629966,0.001279451748502521
AUT,2007,0.16876303850624083,4.96200912654707e-4,0.0019179250442490619,0.001331701809199036
AUT,2008,0.14429684327411482,2.1058329102529742e-4,5.036121880330822e-4,3.408658757205068e-4
AUT,2009,0.12781262236523636,5.3798573232715556e-5,4.661394695669917e-4,3.3316347647806147e-4
AUT,2010,0.15716625469851034,6.387796739005882e-4,0.002902590444881722,0.00223614487907604
AUT,2011,0.20264106082719416,9.303147432417184e-4,0.005833744142589114,0.004173530914021514
AUT,2012,0.14812841879221586,6.13880643159348e-4,0.002528224703212004,0.002233466786458236
AUT,2013,0.139615274985449,1.504214601684207e-4,0.0014170713140850661,0.001073981168151118
AUT,2014,0.14270571010807623,1.9226676236100374e-4,0.0014795627812298562,9.851774268016217e-4
AUT,2015,0.17690337413322066,0.0029881209418878376,0.01367915336699411,0.009536275291002878
AUT,2016,0.1547174892348328,0.00073344662992958355,0.004583506807299382,0.0028082205351200023
AUT,2017,0.11565510663989022,8.321335812279622e-5,8.987334788909043e-4,4.825651832052873e-4
AUT,2018,0.18942560667435202,0.0031506261753311547,0.028438912557378727,0.016619979804245018
AUT,2019,0.25958756984539333,0.04236352177651348,0.6773671605771069,0.36737143718454424
AUT,2020,0.2149064314309881,0.04892568331804335,0.6361000446249806,0.3535174950523444
AUT,2021,0.2140869324784118,0.01845577280763558,0.18078183720764,0.1080869767033744
AUT,2022,0.15407552085325116,0.004511613467157088,0.046074168605091746,0.03256992605607775
AUT,2023,0.13915322437088265,0.0017502507520918966,0.019582695818863467,0.013762220619765822
AUT,2024,0.12272812226989901,9.91912830806266e-4,0.007236681036230576,0.0058080827948132005
AZE,2004,0.22516304022901718,0.5906254287991469,0.0011068628447769562,0.3437769052200687
AZE,2005,0.1969106439892783,1,0.0012493920075567,0.5674182483023846
AZE,2006,0.27236362934199565,0.9060178649290758,0.005619108446682761,0.5220982392679565
AZE,2007,0.1773025560155809,0.7477169637781476,0.00239275749706253,0.35664852991157175
AZE,2008,0.15042230660869202,0.722582476736006,0.005862975859765062,0.39153549243599856
AZE,2009,0.13553966080924082,0.14392068317831197,0.0017223967957075475,0.08578102123034335
AZE,2010,0.16295241018008236,0.3165676990084177,0.0049290944096957836,0.31978776434321377
AZE,2011,0.21057033295570837,0.48826524292014967,0.008597582355583428,0.3702171396010393
AZE,2012,0.15349635583822677,0.4066209539388844,0.004464764016879328,0.29449977939048894
AZE,2013,0.14701582577375266,0.29128556222812074,0.0010190526636939473,0.1337909326594357
AZE,2014,0.15081992252845694,0.20294414049282464,0.0010789009481916682,0.09146543875060845
AZE,2015,0.18308687791848355,0.533525997217463,0.009637551272831718,0.2855106206081629
AZE,2016,0.16435079218064558,0.07532836144117151,0.002964141635275702,0.03970651743071693
AZE,2017,0.12294934556428574,0.04409228330167028,0.001079489530854929,0.02379756198599241
AZE,2018,0.19925553065020069,0.2989510624057772,0.021395587716172396,0.1461503498592758
AZE,2019,0.24998073980067986,0.2970773112957261,0.40728578617929406,0.16785742310041388
AZE,2020,0.1988283078395368,0.40090523997750105,0.48116634813934356,0.22871169059801844
AZE,2021,0.21786114570731296,0.8607645339724332,0.11950478706975266,0.4428559832896076
AZE,2022,0.1597010101458638,1,0.038511712825593,0.4090588578490886
AZE,2023,0.145978433710728,1,0.01684043387186665,0.3907175378090773
AZE,2024,0.12919297636199764,1,0.00880899002542875,0.3877107608440813
BEL,2004,0.2141008478185493,0.2249667036143786,0.08691938963650278,5.8761893923160824e-5
BEL,2005,0.18761163586665958,0.16391258407054482,0.06129800759568192,4.841713262890365e-5
BEL,2006,0.2590474782216697,0.2453018321127314,0.10369953837611483,9.770006114180233e-5
BEL,2007,0.16921051073269727,0.18694378201740805,0.050250546826511804,5.059866220310186e-4
BEL,2008,0.14481454722030362,0.15126919804831354,0.0423106833717005,2.186960596832695e-4
BEL,2009,0.12816002454061068,0.10980535981385235,0.043539236932231044,6.252365251597924e-5
BEL,2010,0.15772651589475406,0.1597558025388603,0.03958912187993494,6.906093238819942e-4
BEL,2011,0.20341307988192092,0.20187969453754948,0.09138242603998745,0.0011167099036480583
